schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112CB,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112C,11,112C,112Cb,112Cb,implicit-subanchor,false,Printed clause (b) in result group 112C restored as implicit Fremlin ID 112Cb; its proof is a separate linked record.,result-or-result-group,Monotonicity,Kemonotonan,159,160,157,158,7082,7150,7522,7593,e9810836a7da5cb3b6d1416175319d3171d00bf065e5171b46b96753621ed19f,43a3aa7de27cd9e426b0c281f0b3119d90df8f6425a8a1a0806c0404d10ce69e,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112CC,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112C,12,112C,112Cc,112Cc,implicit-subanchor,false,Printed clause (c) in result group 112C restored as implicit Fremlin ID 112Cc; its proof is a separate linked record.,result-or-result-group,Finite subadditivity,Subaditivitas hingga,161,162,159,160,7150,7211,7593,7659,6093c788b3393e8cab4c630c6a4403a8cd6e9b3d10fded466e1f2df3a0e0c4a7,373bb92d033253938b389230dd7e1636b70c6a15c90ccefc27e5b40f155ce2ce,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112CD,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112C,13,112C,112Cd,112Cd,implicit-subanchor,false,Printed clause (d) in result group 112C restored as implicit Fremlin ID 112Cd; its proof is a separate linked record.,result-or-result-group,Countable subadditivity,Subaditivitas terhitung,163,165,161,164,7211,7348,7659,7812,98c8e3cf32f6d74d3810c2021bd9ca63f2f448bdcbd36b217bae9c8a6b5dd538,65d9fddff0a582f205fb3700f893d12b4b1044f76e96607b7342dda98ec65119,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112CE,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112C,14,112C,112Ce,112Ce,implicit-subanchor,false,Printed clause (e) in result group 112C restored as implicit Fremlin ID 112Ce; its proof is a separate linked record.,result-or-result-group,Continuity from below,Kekontinuan dari bawah,166,171,165,171,7348,7589,7812,8060,f4fc224f7ab4125469a584178be073c35110c9dad3814e7b8ec9e72f9a69ef2f,c9b70ef96fff6260a63c053e7f03f6928cfbe6d38d6f308673182550440729bf,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112CF,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112C,15,112C,112Cf,112Cf,implicit-subanchor,false,Printed clause (f) in result group 112C restored as implicit Fremlin ID 112Cf; its proof is a separate linked record.,result-or-result-group,Continuity from above,Kekontinuan dari atas,172,178,172,178,7589,7867,8060,8351,12c6045a3457736162841d4eaecd5610548b23d6f12309aa52af6dcec2649f7e,4229273001df103c59029876f544d6f6804f7e74b89317c19c6ed83e6c72a033,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112D,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,16,112D,112D,112D,explicit,false,,definition-or-definition-group,Negligible sets,Himpunan terabaikan,266,268,272,274,10948,11023,11642,11726,3c252569a7db61f4331a6e5ee08697244e7eedc38677322999750fd9b5f06046,cb5ea007e1e7ad4ea20aaaedf8ae548b30fef76d79d66f27e84502b1c8b5827a,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DA,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,17,112Da,112Da,112Da,explicit,false,,definition-or-definition-group,Negligible sets,Himpunan terabaikan,269,273,275,280,11023,11300,11726,12012,75c2955ab03e1a79c19d5b7533130b7b3a76c343d8b67f986dd8cacdfa99ec84,8bbdeef09749f54db987617191768bf9d83133e1bdec308d9c3fac7fcc4b0140,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DB,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,18,112Db,112Db,112Db,explicit,false,,result-or-result-group,The null ideal,Ideal nol,274,290,281,298,11300,12196,12012,12978,46073910fd5d86f1e6a9b4a19bf5a9bcf97b6819725489baa0a987f25d0ea3f1,9c82ddffe9215ab065141411ca5ab0cbd99341553caaba5bdefede07e461c13f,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DC,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,19,112Dc,112Dc,112Dc,explicit,false,,result-or-result-group,Conegligible sets,Himpunan koterabaikan,291,299,299,307,12196,12635,12978,13437,3c77fccc91eb520d4488b79a7b8050d9bfc79ac0ea65212e93f9aa28ce41fe12,2e2352aac2717ba8d20eef6035ef5293563be570034e3e0b1f4889b4106e52c6,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DD,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,20,112Dd,112Dd,112Dd,explicit,false,,definition-or-definition-group,Almost everywhere,Hampir di mana-mana,300,333,308,342,12635,13519,13437,14350,f17714212f8c24eca18e922de5bd4bc3182d627b52d3f26a20826388c9aff399,97c18225ea72800eb8c075b92cae7a4ea7808a772a59994db77dd6a0e8873796,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DE,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,21,112De,112De,112De,explicit,false,,definition-or-definition-group,Almost surely,Hampir pasti,333,338,342,347,13519,13684,14350,14516,62c778c5340442de3d6356fc72542f1eaeea63a420ae80cb727cf745a6bf3809,1f7e690f473f877040ea50ca1682cf1bd9d239961ab15b98ac0b47c1b5b07704,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DF,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,22,112Df,112Df,112Df,explicit,false,,definition-or-definition-group,Complete measure spaces,Ruang ukur lengkap,338,345,347,353,13684,14035,14516,14880,908a533eb005380d0fb3b033dff0dc3ea5e216333f5adc3986edd9f38d4e9b2e,7fc37163eb441ffb44aa9d3ebf074f1724d7291fe343d3102ac732395395c7eb,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112DG,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,23,112Dg,112Dg,112Dg,explicit,false,,definition-or-definition-group,Almost-everywhere comparison of functions,Perbandingan fungsi hampir di mana-mana,346,359,354,368,14035,14531,14880,15414,9bd4cad1aa1fc7847cf5f6b04524c1a03f4f9dcfeb69a36a8b16bb5018d6572d,30c6bc48c1a33cf88a3d2d7e028fa81c16b2d6cc3b5d880a24de84ba844ddddb,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112X,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,24,112X,112X,112X,explicit,false,,exercise,Basic exercises,Latihan dasar,360,372,369,380,14531,15062,15414,15967,a539b83a683d0c5772f0e43baf3d55dd772bc7804d5de1118f4a7ce46058ad6c,225ee32cb945dcbdefcd537d95c75c9c053d0cee1b6ba8e7a67d8b19951a5319,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XA,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112X,25,112X,112Xa,112Xa,implicit-subanchor,false,The 112Xa header is commented in source while 112X prints exercise (a); the implicit ID is restored losslessly.,exercise,Basic exercise (a),Latihan dasar (a),360,372,369,380,14531,15062,15414,15967,a539b83a683d0c5772f0e43baf3d55dd772bc7804d5de1118f4a7ce46058ad6c,225ee32cb945dcbdefcd537d95c75c9c053d0cee1b6ba8e7a67d8b19951a5319,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XB,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,26,112Xb,112Xb,112Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),373,379,381,388,15062,15292,15967,16213,d417fc62a8ffb71f4381dee7bd4c4371042df2c01fc4eafc8da3e20522814b84,8361521034315d12632cccdfe245a835c467b59a6bbcfe05fd66357c1b4c7490,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XC,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,27,112Xc,112Xc,112Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),380,384,389,393,15292,15473,16213,16395,84209a721c5199fa213b3122792a8e5b021d7d9164a4d6c47e33cc5b1d587231,641bd244215fdecd101b79665ff16fb135dad49d1012326f1f23296b75fefb0d,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XD,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,28,112Xd,112Xd,112Xd,explicit,false,,exercise,Basic exercise (d),Latihan dasar (d),385,394,394,403,15473,15907,16395,16826,7b28592b54ccb71fa03cc00c6c335c41ad39a676a8feca0237f69c141882ff12,5d1632c2e3f1eb5055ff0a849f64af15d082e8df4cb1a5e1c7fb08397f3e30fe,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XE,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,29,112Xe,112Xe,112Xe,explicit,false,,exercise,Basic exercise (e),Latihan dasar (e),395,404,404,414,15907,16364,16826,17335,962fe0abe712267b1e7822c51ff4ee8e66399f1e8a098acbf77c461860ac8f35,e56d1e0fe1739f372d9879cc3ed214eae5512bf5daf520c184da2fe3be0cf871,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112XF,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,30,112Xf,112Xf,112Xf,explicit,false,,exercise,Basic exercise (f),Latihan dasar (f),405,412,415,422,16364,16709,17335,17708,ad0f2f61320a231817e0aade3d4404aa681150fe513af76599d7438a6b250a9d,868cacde5be73627c4af21f3d533f6afc479a8c83905f06b30ccd39e74d4948c,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112Y,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,31,112Y,112Y,112Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,413,427,423,438,16709,17299,17708,18356,a167f9982b8aa0ad445b03a236415f4d99bf9fd2242f6ec3d7611b49254a4ef5,82be1aef2c03152ec3647bc4480393eec68725da54e9f966332dc6fd8f209129,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YA,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S112-SEG-112Y,32,112Y,112Ya,112Ya,implicit-subanchor,false,The 112Ya header is commented in source while 112Y prints exercise (a); the implicit ID is restored losslessly.,exercise,Further exercise (a),Latihan lanjutan (a),413,427,423,438,16709,17299,17708,18356,a167f9982b8aa0ad445b03a236415f4d99bf9fd2242f6ec3d7611b49254a4ef5,82be1aef2c03152ec3647bc4480393eec68725da54e9f966332dc6fd8f209129,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YB,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,33,112Yb,112Yb,112Yb,explicit,false,,exercise,Further exercise (b),Latihan lanjutan (b),428,438,439,451,17299,17737,18356,18856,963345fab19aeda89c5537eecc451701342e8c53da86c232bd530798de8d0d41,8846bfb292ca81682e97ad964b7c725c8c0246fade896fe2dde5da323c15adaf,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YC,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,34,112Yc,112Yc,112Yc,explicit,false,,exercise,Further exercise (c),Latihan lanjutan (c),439,478,452,497,17737,19294,18856,20643,1bf7b8cea8959e1fe669450298fca932578cf56497c3ab8c2575c23e7fa99f4b,03cd8b94396f3f636276825af979562998644bbc12f53767702c9934efeb2af2,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YD,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,35,112Yd,112Yd,112Yd,explicit,false,,exercise,Further exercise (d),Latihan lanjutan (d),479,503,498,523,19294,20343,20643,21844,78edba13d71730952314cec3cd693aaacec4ceb69bcc2a6e8530ea12c64a4b0a,9067cf68d0dff4d3fd335ab8b192ed58827b5797e3f0ef9a83b7a5c56e696a4f,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YE,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,36,112Ye,112Ye,112Ye,explicit,false,,exercise,Further exercise (e),Latihan lanjutan (e),504,516,524,538,20343,21047,21844,22591,a3148f446c01c248875c3924fc25ba11e8be91962af68d3f957a2ac62e0326d6,93491d26e977aa0a25806b46339e8e51bf85cd256d2f30367780cabcb7e402bb,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112YF,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,37,112Yf,112Yf,112Yf,explicit,false,,exercise,Further exercise (f),Latihan lanjutan (f),517,525,539,548,21047,21383,22591,22963,5d423283243354fde769e02eee5786028d63239d2ff46764248d74b71957d22e,9efbb9d6b2cbf6a0c2b73853e3207df58689890a06a9bb32a9c2e890e4cc0156,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S112-SEG-112-NOTES,O007-FREMLIN-V1-S112,O007-RIGHTS-FREMLIN-DSL,,38,112,112,112,explicit,false,,endnotes,Notes and comments,Catatan dan komentar,526,548,549,574,21383,22811,22963,24532,24509092cccfbf6ee6958e2e6ee991935630025a8b6d543b8d53473a08b65b7f,ace2da6979ac23b55e7cf21c45bddd6e0770abcee9a97298049163ff4171a806,"{""basis"":""exact bounded source and target character ranges; implicit anchors recover Fremlin's printed paragraph topology"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT112-SOURCE""]}"
