schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,semantic_anchor,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,importance,importance_basis,provenance
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YA,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YA,11,242Y,242Ya,"\leader{242Y}{Further exercises (a)}
%\spheader 242Ya
Let $(X,\Sigma,\mu)$ be a measure space.   Let $A\subseteq
L^1=L^1(\mu)$
be a non-empty downwards-directed set, and
suppose that $\inf A=0$ in $L^1$.   (i) Show that
$\inf_{u\in A}\|u\|_1=0$.
\Hint{set $\gamma=\inf_{u\in A}\|u\|_1$;  find a
non-increasing sequence $\sequencen{u_n}$ in $A$ such that
$\lim_{n\to\infty}\|u_n\|_1=\gamma$;  set $v=\inf_{n\in\Bbb N}u_n$ and
show that $u\wedge v=v$ for every $u\in A$, so that $v=0$.}   (ii)
Show
that if $U$ is any open set containing $0$, there is a $u\in A$ such
that $v\in U$ whenever $0\le v\le u$.
%242D

","\leader{242Y}{Latihan lanjutan (a)}
%\spheader 242Ya
Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur. Misalkan
$A\subseteq L^1=L^1(\mu)$ suatu himpunan tak kosong yang terarah ke bawah,
dan andaikan bahwa $\inf A=0$ dalam $L^1$. (i) Tunjukkan bahwa
$\inf_{u\in A}\|u\|_1=0$.
\Hint{tetapkan $\gamma=\inf_{u\in A}\|u\|_1$; temukan suatu barisan tak
menaik $\sequencen{u_n}$ dalam $A$ sedemikian sehingga
$\lim_{n\to\infty}\|u_n\|_1=\gamma$; tetapkan
$v=\inf_{n\in\Bbb N}u_n$ dan tunjukkan bahwa $u\wedge v=v$ untuk setiap
$u\in A$, sehingga $v=0$.} (ii) Tunjukkan bahwa jika $U$ sebarang
himpunan terbuka yang memuat $0$, terdapat $u\in A$ sedemikian sehingga
$v\in U$ kapan pun $0\le v\le u$.
%242D

",7d10268dbbb71c6359db82f3c16cf1203f3a318ab473a07fb7ca97a666416f53,2c700aaffc2c9c4991a836dd873a231d768ca4e10bad82b4c67bfb4380e9b21b,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YB,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YB,12,242Yb,242Yb,"\spheader 242Yb Let $(X,\Sigma,\mu)$ be a measure space and $Y$
any subset of $X$;  let $\mu_Y$ be the subspace measure on $Y$ and
$T:L^0(\mu)\to L^0(\mu_Y)$ the canonical map described in 241Yg.   (i)
Show that $Tu\in L^1(\mu_Y)$ and $\|Tu\|_1\le\|u\|_1$ for every
$u\in L^1(\mu)$.   (ii) Show that if $u\in L^1(\mu)$ then
$\|Tu\|_1=\|u\|_1$
iff $\int_Eu=\int_{Y\cap E}Tu$ for every $E\in\Sigma$.  (iii) Show
that $T$ is surjective and that
$\|v\|_1=\min\{\|u\|_1:u\in L^1(\mu),\,Tu=v\}$ for every
$v\in L^1(\mu_Y)$.   \Hint{214Eb.}  (See also 244Yd below.)
%242D

","\spheader 242Yb Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan $Y$
sebarang subhimpunan dari $X$; misalkan $\mu_Y$ ukuran subruang pada $Y$
dan $T:L^0(\mu)\to L^0(\mu_Y)$ peta kanonik yang dideskripsikan dalam
241Yg. (i) Tunjukkan bahwa $Tu\in L^1(\mu_Y)$ dan
$\|Tu\|_1\le\|u\|_1$ untuk setiap $u\in L^1(\mu)$. (ii) Tunjukkan
bahwa jika $u\in L^1(\mu)$, maka $\|Tu\|_1=\|u\|_1$ jika dan hanya jika
$\int_Eu=\int_{Y\cap E}Tu$ untuk setiap $E\in\Sigma$. (iii) Tunjukkan
bahwa $T$ surjektif dan bahwa
$\|v\|_1=\min\{\|u\|_1:u\in L^1(\mu),\,Tu=v\}$ untuk setiap
$v\in L^1(\mu_Y)$. \Hint{214Eb.} (Lihat juga 244Yd di bawah.)
%242D

",506615e1abab823951ca10ff9e5c61998bf8994e2547bf3f33898ef6dec0ffbe,8c16ff82fe801e66bcbcfdab1315cb04ef444abc5a3b4ef233276bee598560f9,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YC,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YC,13,242Yc,242Yc,"\spheader 242Yc Let $(X,\Sigma,\mu)$ be a measure space.   Write
$\eusm L^1_{\Sigma}$ for the space of all integrable
$\Sigma$-measurable functions
from $X$ to $\Bbb R$, and  $\eusm N$ for the subspace of
$\eusm L^1_{\Sigma}$ consisting of measurable functions which
are
zero almost everywhere.   (i) Show that $\eusm L^1_{\Sigma}$
is a
Dedekind $\sigma$-complete Riesz space.   (ii) Show that $L^1(\mu)$
can
be identified, as ordered linear space, with the quotient
$\eusm L^1_{\Sigma}/\eusm N$ as defined in 241Yb.   (iii) Show
that $\|\,\|_1$ is a seminorm on $\eusm L^1_{\Sigma}$.
(iv) Show that
$f\mapsto |f|:\eusm L^1_{\Sigma}\to\eusm L^1_{\Sigma}$
is continuous if $\eusm L^1_{\Sigma}$ is
given the topology defined from $\|\,\|_1$.   (v) Show that
$\{f:f=0$ a.e.$\}$ is closed in $\eusm L^1_{\Sigma}$, but that
$\{f:f\ge 0\}$ need not be.
%242D

","\spheader 242Yc Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur. Tuliskan
$\eusm L^1_{\Sigma}$ untuk ruang semua fungsi $\Sigma$-terukur yang
terintegralkan dari $X$ ke $\Bbb R$, dan $\eusm N$ untuk subruang dari
$\eusm L^1_{\Sigma}$ yang terdiri atas fungsi-fungsi terukur yang bernilai
nol hampir di mana-mana. (i) Tunjukkan bahwa $\eusm L^1_{\Sigma}$
merupakan ruang Riesz lengkap-$\sigma$ Dedekind. (ii) Tunjukkan bahwa
$L^1(\mu)$ dapat diidentifikasi, sebagai ruang linear terurut, dengan hasil
bagi $\eusm L^1_{\Sigma}/\eusm N$ sebagaimana didefinisikan dalam 241Yb.
(iii) Tunjukkan bahwa $\|\,\|_1$ merupakan seminorma pada
$\eusm L^1_{\Sigma}$. (iv) Tunjukkan bahwa
$f\mapsto|f|:\eusm L^1_{\Sigma}\to\eusm L^1_{\Sigma}$ kontinu jika
$\eusm L^1_{\Sigma}$ diberi topologi yang didefinisikan dari
$\|\,\|_1$. (v) Tunjukkan bahwa $\{f:f=0$ hampir di mana-mana$\}$
tertutup dalam $\eusm L^1_{\Sigma}$, tetapi $\{f:f\ge 0\}$ belum tentu
tertutup.
%242D

",f3e3d582abe615cf2375c6c86350e297b05486212e8f94fbaa5de38e7479e93d,4aa82e2f08ec496cecd41d35ee0863d3435b7261f7aed7179863abaa070731e3,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YD,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YD,14,242Yd,242Yd,"\spheader 242Yd Let $(X,\Sigma,\mu)$ be a measure space, and
$\tilde\mu$ the c.l.d.\ version of $\mu$ (213E).   Show that the
inclusion $\eusm L^1(\mu)\subseteq\eusm L^1(\tilde\mu)$ induces an
isomorphism, as ordered normed linear spaces, between $L^1(\tilde\mu)$
and $L^1(\mu)$.
%242D

","\spheader 242Yd Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, dan
$\tilde\mu$ versi c.l.d.\ dari $\mu$ (213E). Tunjukkan bahwa inklusi
$\eusm L^1(\mu)\subseteq\eusm L^1(\tilde\mu)$ mengimbaskan suatu
isomorfisme, sebagai ruang linear bernorma terurut, antara
$L^1(\tilde\mu)$ dan $L^1(\mu)$.
%242D

",13646d0eed98c275bd0c5ef282ceed5bdb9e21410a8aad4ff896f4fad03c72e6,4368fb46e9ab41de254b9c65e26e5ce2d3cc3fc67d5744f61f0e04163c88483b,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YE,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YE,15,242Ye,242Ye,"\spheader 242Ye Let $(X,\Sigma,\mu)$ be a measure space and
$u_0,\ldots,u_n\in L^1(\mu)$.   (i) Suppose $k_0,\ldots,k_n\in\Bbb Z$
are such that $\sum_{i=0}^nk_i=1$.   Show that
$\sum_{i=0}^n\sum_{j=0}^nk_ik_j\|u_i-u_j\|_1\le 0$.   \Hint{
$\sum_{i=0}^n\sum_{j=0}^n
\ifdim\pagewidth=390pt\penalty-100\fi
k_ik_j|\alpha_i-\alpha_j|\le 0$ for all
$\alpha_0,\ldots,\alpha_n\in\Bbb R$.}   (ii) Suppose
$\gamma_0,\ldots,\gamma_n\in\Bbb R$ are such that
$\sum_{i=0}^n\gamma_i=0$.   Show that
$\sum_{i=0}^n\sum_{j=0}^n\gamma_i\gamma_j\|u_i-u_j\|_1\le 0$.
%242D

","\spheader 242Ye Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur dan
$u_0,\ldots,u_n\in L^1(\mu)$. (i) Andaikan $k_0,\ldots,k_n\in\Bbb Z$
sedemikian sehingga $\sum_{i=0}^nk_i=1$. Tunjukkan bahwa
$\sum_{i=0}^n\sum_{j=0}^nk_ik_j\|u_i-u_j\|_1\le 0$. \Hint{
$\sum_{i=0}^n\sum_{j=0}^n
\ifdim\pagewidth=390pt\penalty-100\fi
k_ik_j|\alpha_i-\alpha_j|\le 0$ untuk semua
$\alpha_0,\ldots,\alpha_n\in\Bbb R$.} (ii) Andaikan
$\gamma_0,\ldots,\gamma_n\in\Bbb R$ sedemikian sehingga
$\sum_{i=0}^n\gamma_i=0$. Tunjukkan bahwa
$\sum_{i=0}^n\sum_{j=0}^n\gamma_i\gamma_j\|u_i-u_j\|_1\le 0$.
%242D

",5ee71a1b4af4f85306ed33eb60012055f58784a74acb3b1eee4163a5880ad56d,3b5940efe769d3fea88e113dbae193a4f0d247621ad6fc0d4b1221cb61711924,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YF,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YF,16,242Yf,242Yf,"\spheader 242Yf Let $(X,\Sigma,\mu)$ be a measure space, and
$A\subseteq L^1=L^1(\mu)$ a non-empty upwards-directed set.   Suppose
that $A$ is bounded for the norm $\|\,\|_1$.   (i) Show that there is
a
non-decreasing sequence $\sequencen{u_n}$ in $A$ such that
$\lim_{n\to\infty}\int u_n=\sup_{u\in A}\int u$, and that
$\sequencen{u_n}$ is Cauchy.   (ii) Show that $w=\sup A$ is defined in
$L^1$ and belongs to the norm-closure of $A$ in $L^1$, so that, in
particular, $\|w\|_1\le\sup_{u\in A}\|u\|_1$.
%242F

","\spheader 242Yf Misalkan $(X,\Sigma,\mu)$ suatu ruang ukur, dan
$A\subseteq L^1=L^1(\mu)$ suatu himpunan tak kosong yang terarah ke atas.
Andaikan bahwa $A$ terbatas terhadap norma $\|\,\|_1$. (i) Tunjukkan
bahwa terdapat barisan tak menurun $\sequencen{u_n}$ dalam $A$ sedemikian
sehingga $\lim_{n\to\infty}\int u_n=\sup_{u\in A}\int u$, dan bahwa
$\sequencen{u_n}$ merupakan barisan Cauchy. (ii) Tunjukkan bahwa
$w=\sup A$ terdefinisi dalam $L^1$ dan termasuk dalam penutupan menurut
norma dari $A$ dalam $L^1$, sehingga, khususnya,
$\|w\|_1\le\sup_{u\in A}\|u\|_1$.
%242F

",f1abb8a431a7d2b73f9c279541eb772721601e22cd206512108cf04a8f2073a9,45613f15bdc03fdb1c85459c6021de1217e67ee0b760c1e40cf4334aa5373765,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YG,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YG,17,242Yg,242Yg,"\spheader 242Yg A Riesz norm (definition:  242Xe) on a Riesz space
$U$ is {\bf order-continuous} if $\inf_{u\in A}\|u\|=0$ whenever
$A\subseteq U$
is a non-empty downwards-directed set with infimum $0$.   (Thus 242Ya
tells us that the norms $\|\,\|_1$ are all order-continuous.)
Show that in this case (i) any non-decreasing sequence in $U$
which has an upper bound in $U$ must be Cauchy (ii) if $U$ is a
Banach lattice, it is $U$ is Dedekind
complete.   ({\it Hint for (i)\/}: if $\sequencen{u_n}$ is a
non-decreasing sequence with an upper bound in $U$, let $B$ be the set
of upper bounds of $\{u_n:n\in\Bbb N\}$ and show that
$A=\{v-u_n:v\in B,\,n\in\Bbb N\}$ has infimum $0$ because $U$ is
Archimedean.)
%242Yf 242G

","\spheader 242Yg Suatu norma Riesz (definisi: 242Xe) pada ruang Riesz
$U$ disebut {\bf kontinu menurut urutan} jika
$\inf_{u\in A}\|u\|=0$ kapan pun $A\subseteq U$ suatu himpunan tak
kosong yang terarah ke bawah dengan infimum $0$. (Jadi 242Ya menyatakan
bahwa semua norma $\|\,\|_1$ kontinu menurut urutan.) Tunjukkan bahwa
dalam hal ini (i) setiap barisan tak menurun dalam $U$ yang mempunyai batas
atas dalam $U$ harus merupakan barisan Cauchy (ii) jika $U$ suatu kisi
Banach, maka $U$ lengkap Dedekind. ({\it Petunjuk untuk (i)\/}: jika
$\sequencen{u_n}$ suatu barisan tak menurun dengan batas atas dalam $U$,
misalkan $B$ himpunan batas atas dari $\{u_n:n\in\Bbb N\}$ dan tunjukkan
bahwa $A=\{v-u_n:v\in B,\,n\in\Bbb N\}$ mempunyai infimum $0$ karena
$U$ bersifat Archimedes.)
%242Yf 242G

",17c64fee3a041d7f13ea65870757dfee510b80733accbb763ad75c3fa674422d,0324015b3661319595a75edc2491c722017b2b8fe1f29cb4779258c4ad3b839f,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YH,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YH,18,242Yh,242Yh,"\spheader 242Yh Let $(X,\Sigma,\mu)$ be any measure space.
Show that $L^1(\mu)$ has the countable sup property (241Ye).
%242Yg 242Yf 242G

","\spheader 242Yh Misalkan $(X,\Sigma,\mu)$ sebarang ruang ukur.
Tunjukkan bahwa $L^1(\mu)$ mempunyai sifat supremum terhitung (241Ye).
%242Yg 242Yf 242G

",91a39c9dd5dd79aa7ae75b8f9b7051eafac04401e1a243f509454c8fd9bf7347,65531cdbd7eb12ecb114d725bfbf7e4f0eb9055fe24c027701f13a2c65c8d641,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YI,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YI,19,242Yi,242Yi,"\spheader 242Yi More generally, show that any Riesz space
with an order-continuous Riesz norm has the countable sup property.
%242Yh 242Yg 242Yf 242G

","\spheader 242Yi Secara lebih umum, tunjukkan bahwa setiap ruang Riesz
dengan norma Riesz yang kontinu menurut urutan mempunyai sifat supremum
terhitung.
%242Yh 242Yg 242Yf 242G

",9dc8bc4a703263360d3aea784f12aba6e21517dd305b6a5e1ecd99d5cd3965c7,a878da84d2807391ba5ea396109d54fd1fbebe772c1986e455d41a96462d28b1,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YJ,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YJ,20,242Yj,242Yj,"\spheader 242Yj Let $(X,\Sigma,\mu)$ and $(Y,\Tau,\nu)$ be measure
spaces and $U\subseteq L^0(\mu)$ a linear subspace.   Let
$T:U\to L^0(\nu)$ be a linear operator such that $Tu\ge 0$ in
$L^0(\nu)$
whenever $u\in U$ and $u\ge 0$ in $L^0(\mu)$.   Suppose that $w\in U$ is
such that $w\ge 0$ and $Tw=(\chi Y)^{\ssbullet}$.   Show that whenever
$\phi:\Bbb R\to\Bbb R$ is a convex function and $u\in L^0(\mu)$ is
such that $w\times u$ and $w\times\bar\phi(u)\in U$, defining
$\bar\phi:L^0(\mu)\to L^0(\mu)$ as in 241I, then
$\bar\phi T(w\times u)\le T(w\times\bar\phi u)$.   Explain how this
result may be regarded
as a common generalization of Jensen's inequality, as stated in 233I,
and 242K above.   See also 244M below.
%242K

","\spheader 242Yj Misalkan $(X,\Sigma,\mu)$ dan $(Y,\Tau,\nu)$
ruang-ruang ukur dan $U\subseteq L^0(\mu)$ suatu subruang linear.
Misalkan $T:U\to L^0(\nu)$ suatu operator linear sedemikian sehingga
$Tu\ge 0$ dalam $L^0(\nu)$ kapan pun $u\in U$ dan $u\ge 0$ dalam
$L^0(\mu)$. Andaikan $w\in U$ sedemikian sehingga $w\ge 0$ dan
$Tw=(\chi Y)^{\ssbullet}$. Tunjukkan bahwa kapan pun
$\phi:\Bbb R\to\Bbb R$ suatu fungsi cembung dan $u\in L^0(\mu)$
sedemikian sehingga $w\times u$ dan $w\times\bar\phi(u)\in U$, dengan
mendefinisikan $\bar\phi:L^0(\mu)\to L^0(\mu)$ seperti dalam 241I,
maka $\bar\phi T(w\times u)\le T(w\times\bar\phi u)$. Jelaskan bagaimana
hasil ini dapat dipandang sebagai perumuman bersama ketaksamaan Jensen,
sebagaimana dinyatakan dalam 233I, dan 242K di atas. Lihat juga 244M di
bawah.
%242K

",566275ee9e817e10e8e10aa552dd5e799820aad556b8c2ca171522fd6c1f34df,36cbae1bbb8cd492919b81326ad212efe5468716747b35381de2defe881b24e7,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YK,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YK,21,242Yk,242Yk,"\spheader 242Yk(i) A function $\phi:\Bbb C\to\Bbb R$ is {\bf convex}
if
$\phi(ab+(1-a)c)\le a\phi(b)+(1-a)\phi(c)$ for all $b$, $c\in\Bbb C$
and
$a\in [0,1]$.   (ii) Show that such a function must be bounded on any
bounded subset of $\Bbb C$.   (iii) If $\phi:\Bbb C\to\Bbb R$ is
convex
and $c\in\Bbb C$, show that there is a $b\in\Bbb C$ such that
$\phi(x)\ge\phi(c)+\Real(b(x-c))$ for every $x\in\Bbb C$.   (iv) If
$\langle b_c\rangle_{c\in\Bbb C}$ is such that
$\phi(x)\ge\phi_c(x)=\phi(c)+\Real(b_c(x-c))$ for all $x$, $c\in\Bbb
C$,
show that $\{b_c:c\in I\}$ is bounded for any bounded
$I\subseteq\Bbb C$.
(v) Show that if $D\subseteq\Bbb C$ is any dense set,
$\phi(x)=\sup_{c\in D}\phi_c(x)$ for every $x\in\Bbb C$.
%242P

","\spheader 242Yk(i) Suatu fungsi $\phi:\Bbb C\to\Bbb R$ disebut
{\bf cembung} jika
$\phi(ab+(1-a)c)\le a\phi(b)+(1-a)\phi(c)$ untuk semua $b$,
$c\in\Bbb C$ dan $a\in [0,1]$. (ii) Tunjukkan bahwa fungsi semacam itu
harus terbatas pada setiap subhimpunan terbatas dari $\Bbb C$. (iii) Jika
$\phi:\Bbb C\to\Bbb R$ cembung dan $c\in\Bbb C$, tunjukkan bahwa
terdapat $b\in\Bbb C$ sedemikian sehingga
$\phi(x)\ge\phi(c)+\Real(b(x-c))$ untuk setiap $x\in\Bbb C$. (iv) Jika
$\langle b_c\rangle_{c\in\Bbb C}$ sedemikian sehingga
$\phi(x)\ge\phi_c(x)=\phi(c)+\Real(b_c(x-c))$ untuk semua
$x$, $c\in\Bbb C$, tunjukkan bahwa $\{b_c:c\in I\}$ terbatas untuk
setiap $I\subseteq\Bbb C$ terbatas. (v) Tunjukkan bahwa jika
$D\subseteq\Bbb C$ sebarang himpunan padat, maka
$\phi(x)=\sup_{c\in D}\phi_c(x)$ untuk setiap $x\in\Bbb C$.
%242P

",8e4a498a10c5382021bd9369d860e21dd276bd9369a606e5b0650ca7c8b9f994,db9904d10ab4def1973b6091fe62a1934a37864b101f9bdfddff56d6d199343f,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
1.1.0,exercise,O007-FREMLIN-V2-S242-EXERCISE-242YL,O007-FREMLIN-V2-S242,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S242-SEG-242YL,22,242Yl,242Yl,"\spheader 242Yl Let $(X,\Sigma,\mu)$ be a probability space and
$\Tau$ a
$\sigma$-subalgebra of $\Sigma$.   Let
$P:L^1_{\Bbb C}(\mu)\to L^1_{\Bbb C}(\mu\restrp\Tau)$ be the
conditional
expectation operator.   Show that
if $\phi:\Bbb C\to\Bbb R$ is any convex function, and we define
$\bar\phi(f^{\ssbullet})=(\phi f)^{\ssbullet}$ for every
$f\in\eusm L^0_{\Bbb C}(\mu)$, then $\bar\phi(Pu)\le P(\bar\phi(u))$
whenever $u\in L^1_{\Bbb C}(\mu)$ is such that
$\bar\phi(u)\in L^1(\mu)$.
%242P
}%end of exercises

\endnotes{
","\spheader 242Yl Misalkan $(X,\Sigma,\mu)$ suatu ruang probabilitas dan
$\Tau$ suatu subaljabar-$\sigma$ dari $\Sigma$. Misalkan
$P:L^1_{\Bbb C}(\mu)\to L^1_{\Bbb C}(\mu\restrp\Tau)$ operator
ekspektasi bersyarat. Tunjukkan bahwa jika
$\phi:\Bbb C\to\Bbb R$ sebarang fungsi cembung, dan kita mendefinisikan
$\bar\phi(f^{\ssbullet})=(\phi f)^{\ssbullet}$ untuk setiap
$f\in\eusm L^0_{\Bbb C}(\mu)$, maka
$\bar\phi(Pu)\le P(\bar\phi(u))$ kapan pun
$u\in L^1_{\Bbb C}(\mu)$ sedemikian sehingga
$\bar\phi(u)\in L^1(\mu)$.
%242P
}%end of exercises

\endnotes{
",14d5ad99ba2b3a2bdefcdddae59d43da37e3772d54087e5bc8e5b36488679d16,0d2cc409336d27e26693ec49fcf25f001d33ba526a4a42ba6c022f10948798d8,false,source further-exercise block,"{""basis"":""complete ordered exercise source range"",""kind"":""source-derived-exercise-map""}"
