schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114D,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,11,114D,114D,114D,explicit,false,,result,Outer-measure proposition,Proposisi ukuran luar,122,253,126,270,4138,9717,4439,10452,8110ef27cda77651c5354a768f05ffe632d7842247f07615f39a4d5238dbca26,25ac97511029f78cfc95df4af4db5b72b15b79d32f6d9706fc66551c1d27784d,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114DA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114D,12,114D,114Da,114Da,implicit-subanchor,false,Printed proposition part (a) restored as 114Da.,result,Proposition 114D(a),Proposisi 114D(a),122,122,126,126,4138,4211,4439,4511,ea626c52274f46ba14e9af7a1c44db74ede3e6c4ed8c4fd3c45ddcd69abeaf48,ac0add2d9ee743368dd0f37e99b0859ed76ef97ae48bc1d9331c2381a7e92506,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114DB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114D,13,114D,114Db,114Db,implicit-subanchor,false,Printed proposition part (b) restored as 114Db.,result,Proposition 114D(b),Proposisi 114D(b),124,126,128,130,4212,4287,4512,4597,9186d8cada806397781ea69b0fa973bd9c3c46276fb5985368c6b8f027e19be5,fac7396a9cd1008a377e06621d347031cc2483bdda392eed86e937ceee368174,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114E,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,14,114E,114E,114E,explicit,false,,definition,Lebesgue measure,Ukuran Lebesgue,254,268,271,286,9717,10348,10452,11144,265341312b7b0404bf1bea0188643b34f8d27411212893657a6eda5a3706fe29,2655d744d7863c464bfa862f7a9502884926eb8a510eda3e83df8bfa3487166c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114F,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,15,114F,114F,114F,explicit,false,,result,Measurability of half-lines,Keterukuran setengah-garis,269,307,287,327,10348,11882,11144,12764,e3d532e9e448f06e3f6e728618a41f154a32b4450be2009fc021f01413efa220,3ebe09f9aea4629c4d1f3d47e1c2d1803e49500749534a8893db80e87cc37169,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114FA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114F,16,114F,114Fa,114Fa,implicit-subanchor,false,Printed proof clause (a) inside 114F restored as 114Fa.,proof-clause,Proof clause (a),Klausa bukti (a),273,284,290,303,10473,10951,11268,11775,abb728a33521eea11017221fa2ca2c38f822632b44de30b1be4ec4eefd0b7bd7,692a9455da86be7acb7d0297adf8e4f7cdd02c5b2194c7fdaa56bc045f68622d,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114FB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114F,17,114F,114Fb,114Fb,implicit-subanchor,false,Printed proof clause (b) inside 114F restored as 114Fb.,proof-clause,Proof clause (b),Klausa bukti (b),285,305,304,325,10951,11858,11775,12740,76333ef75028384e0ba200fe79d118b151a9f4481079f314a69683ee9dcc47ed,eb73bf157e12739e9b7f5ed8ef449c8a00d078157b92f6afdfde9d1290fe46d2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114G,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,18,114G,114G,114G,explicit,false,,result,Borel sets and intervals,Himpunan Borel dan interval,308,394,328,422,11882,15567,12764,16983,a8eabc3a81d1660bc532cd0846b7b9028255cc3543dea4b12d59e6d10362b10c,581af8efeb8b9161d7d7813d86c8534db32bd8fc43a8124df9a028c5ec191a0e,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114GA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114G,19,114G,114Ga,114Ga,implicit-subanchor,false,Printed proof clause (a) inside 114G restored as 114Ga.,proof-clause,Proof clause (a),Klausa bukti (a),332,353,354,376,12829,13869,13773,14925,b1d064a6c7bd2ac140baad278a54bf1638a41e819d90b42643b507424fad17c7,d1114528fa3c731e9448ea4f06d1f70b2886a6e06984a397fbcc21d4e5d57545,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114GB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114G,20,114G,114Gb,114Gb,implicit-subanchor,false,Printed proof clause (b) inside 114G restored as 114Gb.,proof-clause,Proof clause (b),Klausa bukti (b),354,359,377,382,13869,14093,14925,15198,73be331590ecf37ad816c016acce201ab4ca3f4ddd691166503f0dce01bef743,4496a01ef941e7325273dfa78ab9ca7214fe019934f48c5d04561d08ada3bb7b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114GC,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114G,21,114G,114Gc,114Gc,implicit-subanchor,false,Printed proof clause (c) inside 114G restored as 114Gc.,proof-clause,Proof clause (c),Klausa bukti (c),360,371,383,396,14093,14680,15198,15953,6e8d18814be8a304da82b78893a00b9278b3052669f579e577c9cff102b5c376,d457cb3967dec8a524e3c70685527f4df280eeeee5a5960a1431f50e24dd9ffa,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114GD,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114G,22,114G,114Gd,114Gd,implicit-subanchor,false,Printed proof clause (d) inside 114G restored as 114Gd.,proof-clause,Proof clause (d),Klausa bukti (d),372,386,397,413,14680,15229,15953,16593,e8dd84e7f418935654349505293042257f67048e7609006c8f2bdf633b1c18ee,23d9f87cf6eda3fd529e42af5cf74a5b577a40272fb63d45937ecbbc2636db8c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114GE,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114G,23,114G,114Ge,114Ge,implicit-subanchor,false,Printed proof clause (e) inside 114G restored as 114Ge.,proof-clause,Proof clause (e),Klausa bukti (e),387,391,414,419,15229,15531,16593,16947,c2ce1e289d236122e2f912334b51b6a7170a539c04f17faed3b3c290fbe55d1b,2df2b288697db842aca8ffd8dea6e5f5686c41782d05c68fea08c20208a3c6cb,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114X,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,24,114X,114X,114X,explicit,false,,exercise,Basic exercises,Latihan dasar,395,418,423,450,15567,16519,16983,18033,74575f40e41af68ad80b923c441a56cdc3287dc77603f4586223fe8c318110f3,93b2a4d7802c3c02460d32075674c4cef893e49905777e67cf1e9d3fc3a28033,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114X,25,114X,114Xa,114Xa,implicit-subanchor,false,Leader 114X prints exercise (a); the commented 114Xa header confirms the implicit ID.,exercise,Basic exercise (a),Latihan dasar (a),395,418,423,450,15567,16519,16983,18033,74575f40e41af68ad80b923c441a56cdc3287dc77603f4586223fe8c318110f3,93b2a4d7802c3c02460d32075674c4cef893e49905777e67cf1e9d3fc3a28033,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,26,114Xb,114Xb,114Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),419,422,451,454,16519,16671,18033,18189,d2c9e64e34d562048cc1898e3961ed27079a0a3cfcd005808f91861e5f709c64,48b81cb5e64e2374578636dfbd1868d3103caa6f14834c7bd9a143e8eb8dee18,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XC,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,27,114Xc,114Xc,114Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),423,429,455,462,16671,17010,18189,18548,a0edafb44aa5580b61b6faa4235c2bb2c4e1862a663464302d916a5a4c6a3012,441e89939e8156c4fae4fef517af49f667e25684e2d11771b7cbbad9fa87d251,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XD,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,28,114Xd,114Xd,114Xd,explicit,false,,exercise,Basic exercise (d),Latihan dasar (d),430,445,463,477,17010,17608,18548,19241,55d46b0ae00de4734ee5bb86d0945bdd1407ce3ba97fdccef039c6cc3bdecdfe,99e0c3679ec78fb4c9e2ece518f43459a2e4f1f6535d2d197d2f7f441cb5429f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XE,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,29,114Xe,114Xe,114Xe,explicit,false,,exercise,Basic exercise (e),Latihan dasar (e),446,456,478,490,17608,18167,19241,19913,40f7cde08227a015d71c9d8c4ef0f6471cd15394bab0f100c47ce796c6793901,114183c2017f792725055ddfc5e4bfff50a27d6684e1134642d1a0d62ed3e093,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XF,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,30,114Xf,114Xf,114Xf,explicit,false,,exercise,Basic exercise (f),Latihan dasar (f),457,463,491,497,18167,18494,19913,20257,d65fd037d0f212902bf893e9d3191cff557fbedfca9243f1db35af9b313739da,e9478f3faeb9737bf27ab7655af912ab92705ecd4f5487c5f14dd2a679625b98,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114XG,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,31,114Xg,114Xg,114Xg,explicit,false,,exercise,Basic exercise (g),Latihan dasar (g),464,471,498,504,18494,18810,20257,20592,4ac0ccc85ad0766b65c10f2ffa08f1af1de3143e1b132a023b28568fcbc1b00f,f6874d54e82652050f8b70be59e4289feceb7de2d8d5b2d0718f250018350f7c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114Y,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,32,114Y,114Y,114Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,472,477,505,510,18810,19025,20592,20812,541e8f59642e4fcb0c5fcb84ea2aa45d9ff8125d1b4c61347b2e6cfaf31f7b24,d93fe07bab9d40cbe0df70e899ddb43c717fe8ee1361260a76e5dbcfa7435df7,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YA,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114Y,33,114Y,114Ya,114Ya,implicit-subanchor,false,Leader 114Y prints exercise (a); the commented 114Ya header confirms the implicit ID.,exercise,Further exercise (a),Latihan lanjutan (a),472,477,505,510,18810,19025,20592,20812,541e8f59642e4fcb0c5fcb84ea2aa45d9ff8125d1b4c61347b2e6cfaf31f7b24,d93fe07bab9d40cbe0df70e899ddb43c717fe8ee1361260a76e5dbcfa7435df7,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YB,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,34,114Yb,114Yb,114Yb,explicit,false,,exercise,Further exercise (b),Latihan lanjutan (b),478,483,511,517,19025,19341,20812,21141,eb9cd1e0c8c710d94684f086844506c261b3a3bc544889f6747493d2f55e046f,089d038978477b18af9d9ebbab3e34e939ff8476d0bcc20e72205d807fdeb077,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YC,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,35,114Yc,114Yc,114Yc,explicit,false,,exercise,Further exercise (c),Latihan lanjutan (c),484,492,518,526,19341,19766,21141,21582,44bef1dd83518937a108c1fc1cd95980244deff633fdf5ab50ea03f650040d6e,75f8013ba5bcdde5cf9ed2309ddd912c3e3db9547d8c862454e90219d556ef1c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YD,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,36,114Yd,114Yd,114Yd,explicit,false,,exercise,Further exercise (d),Latihan lanjutan (d),493,505,527,538,19766,20454,21582,22323,8026faf83e58fc194a8c6944093c6b8b27cf24dc2c1f19c185877391e6280aed,defa18369815431fe8090db485d76a62bb0dc29af4dd555285f9b45825c5ec32,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YE,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,37,114Ye,114Ye,114Ye,explicit,false,,exercise,Further exercise (e),Latihan lanjutan (e),506,513,539,547,20454,20838,22323,22770,cdd2c33a1874933ac868f8c55c7f3a65c9c6dee45d03767458fe6d7f6fbecc81,76e3590bfc57ef281ec86521ee40bb7e025420a47e9bea712de01f95a578b57d,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YF,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,38,114Yf,114Yf,114Yf,explicit,false,,exercise,Further exercise (f),Latihan lanjutan (f),514,516,548,550,20838,20930,22770,22867,94e3f753896d806375a5cf9e2be407f62cc42a7d80503eee70250b0e5fd4de82,9296861674bc71dfce8644166653ed72f1f97ace1e99ac6bbe2d2bf8d9a24e68,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YG,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,39,114Yg,114Yg,114Yg,explicit,false,,exercise,Further exercise (g),Latihan lanjutan (g),517,524,551,559,20930,21323,22867,23366,65d5bd3367576ba8e9664f50e8f4d2e434a9e1924f92e5f8685feb4dd737c94d,2a9ac8b05d81587f4f4fe5aedbc305a722f0bacbc84a68a32238f45a8ff49ad5,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S114-SEG-114YH,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,,40,114Yh,114Yh,114Yh,explicit,false,,exercise,Further exercise (h),Latihan lanjutan (h),525,533,560,567,21323,21718,23366,23827,a06bdde97c522c242474d06a3195d284d19b978cb73ea97097cdccc6b1cdec07,f5311867d831b6f7631388c4e4bb76997c7fab15383ac2d34d4a21bfe7b22d35,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
