schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,source_locator,provenance
1.1.0,relation,O007-FREMLIN-V1-S115-REL-011,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115FB,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115F,11,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-012,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115G,12,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-013,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GB,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115G,13,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-014,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GC,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115G,14,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-015,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GD,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115G,15,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-016,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GE,semantic-child-of,O007-FREMLIN-V1-S115-SEG-115G,16,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-017,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-HALF-OPEN-INTERVAL,defined-at,O007-FREMLIN-V1-S115-SEG-115AB,17,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-018,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-R-DIMENSIONAL-VOLUME,defined-at,O007-FREMLIN-V1-S115-SEG-115AC,18,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-019,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-LEBESGUE-OUTER-MEASURE,defined-at,O007-FREMLIN-V1-S115-SEG-115C,19,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-020,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-LEBESGUE-MEASURE,defined-at,O007-FREMLIN-V1-S115-SEG-115E,20,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-021,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-LEBESGUE-MEASURABLE,defined-at,O007-FREMLIN-V1-S115-SEG-115E,21,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-022,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-LEBESGUE-NEGLIGIBLE,defined-at,O007-FREMLIN-V1-S115-SEG-115E,22,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-023,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-DEF-SEMIRING,defined-at,O007-FREMLIN-V1-S115-SEG-115YE,23,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-024,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-RESULT-115B,stated-at,O007-FREMLIN-V1-S115-SEG-115B,24,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-025,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-RESULT-115DA,stated-at,O007-FREMLIN-V1-S115-SEG-115DA,25,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-026,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-RESULT-115DB,stated-at,O007-FREMLIN-V1-S115-SEG-115DB,26,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-027,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-RESULT-115F,stated-at,O007-FREMLIN-V1-S115-SEG-115F,27,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-028,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-RESULT-115G,stated-at,O007-FREMLIN-V1-S115-SEG-115G,28,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-029,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115BA,proves,O007-FREMLIN-V1-S115-RESULT-115B,29,,"{""basis"":""printed bold clause (a) inside proof macro for 115B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-030,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115BB,proves,O007-FREMLIN-V1-S115-RESULT-115B,30,,"{""basis"":""printed bold clause (b) inside proof macro for 115B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-031,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115BC,proves,O007-FREMLIN-V1-S115-RESULT-115B,31,,"{""basis"":""printed bold clause (c) inside proof macro for 115B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-032,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115BD,proves,O007-FREMLIN-V1-S115-RESULT-115B,32,,"{""basis"":""printed bold clause (d) inside proof macro for 115B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-033,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115BE,proves,O007-FREMLIN-V1-S115-RESULT-115B,33,,"{""basis"":""printed bold clause (e) inside proof macro for 115B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-034,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115DA-I,proves,O007-FREMLIN-V1-S115-RESULT-115DA,34,,"{""basis"":""printed bold clause (a)(i) inside proof macro for 115D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-035,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115DA-II,proves,O007-FREMLIN-V1-S115-RESULT-115DA,35,,"{""basis"":""printed bold clause (ii) inside proof macro for 115D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-036,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115DA-III,proves,O007-FREMLIN-V1-S115-RESULT-115DA,36,,"{""basis"":""printed bold clause (iii) inside proof macro for 115D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-037,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115DA-IV,proves,O007-FREMLIN-V1-S115-RESULT-115DA,37,,"{""basis"":""printed bold clause (iv) inside proof macro for 115D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-038,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115DB,proves,O007-FREMLIN-V1-S115-RESULT-115DB,38,,"{""basis"":""printed bold clause (b) inside proof macro for 115D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-039,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115FA,proves,O007-FREMLIN-V1-S115-RESULT-115F,39,,"{""basis"":""printed bold clause (a) inside proof macro for 115F"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-040,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115FB,proves,O007-FREMLIN-V1-S115-RESULT-115F,40,,"{""basis"":""printed bold clause (b) inside proof macro for 115F"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-041,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115GA,proves,O007-FREMLIN-V1-S115-RESULT-115G,41,,"{""basis"":""printed bold clause (a) inside proof macro for 115G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-042,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115GB,proves,O007-FREMLIN-V1-S115-RESULT-115G,42,,"{""basis"":""printed bold clause (b) inside proof macro for 115G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-043,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115GC,proves,O007-FREMLIN-V1-S115-RESULT-115G,43,,"{""basis"":""printed bold clause (c) inside proof macro for 115G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-044,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115GD,proves,O007-FREMLIN-V1-S115-RESULT-115G,44,,"{""basis"":""printed bold clause (d) inside proof macro for 115G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-045,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-PROOF-115GE,proves,O007-FREMLIN-V1-S115-RESULT-115G,45,,"{""basis"":""printed bold clause (e) inside proof macro for 115G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-046,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115XA,exercise-in-unit,O007-FREMLIN-V1-S115,46,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-047,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115XB,exercise-in-unit,O007-FREMLIN-V1-S115,47,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-048,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115XC,exercise-in-unit,O007-FREMLIN-V1-S115,48,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-049,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115XD,exercise-in-unit,O007-FREMLIN-V1-S115,49,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-050,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115XE,exercise-in-unit,O007-FREMLIN-V1-S115,50,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-051,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115YA,exercise-in-unit,O007-FREMLIN-V1-S115,51,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-052,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115YB,exercise-in-unit,O007-FREMLIN-V1-S115,52,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-053,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115YC,exercise-in-unit,O007-FREMLIN-V1-S115,53,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-054,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115YD,exercise-in-unit,O007-FREMLIN-V1-S115,54,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-055,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-EXERCISE-115YE,exercise-in-unit,O007-FREMLIN-V1-S115,55,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-056,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115XB-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115XB,56,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-057,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115XC-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115XC,57,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-058,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YA-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YA,58,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-059,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YB-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YB,59,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-060,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YB-02,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YB,60,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-061,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YC-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YC,61,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-062,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YD-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YD,62,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-063,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-HINT-115YE-01,hint-for,O007-FREMLIN-V1-S115-EXERCISE-115YE,63,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-064,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,semantic-shorthand-reference,O007-FREMLIN-V1-S115-PROOF-115BD,64,authority/fremlin/source/mt1.2011/mt115.tex:200: \noindent in part (d) of the proof.   We certainly cannot take [part (d) of the proof],"{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-065,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115C,semantic-shorthand-reference,O007-FREMLIN-V1-S115-RESULT-115DA,65,authority/fremlin/source/mt1.2011/mt115.tex:236: $\BbbR^{r}$;  the phrase is justified by (a) of the next proposition. [(a) of the next proposition],"{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-066,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GE,semantic-shorthand-reference,O007-FREMLIN-V1-S115-PROOF-115GD,66,"authority/fremlin/source/mt1.2011/mt115.tex:497: {\bf (e)} By (d), $\mu\{a\}=\mu[a,a]=0$ for every $a$.   If [By (d)]","{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S115-REL-067,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115YB,semantic-shorthand-reference,O007-FREMLIN-V1-S115-EXERCISE-115YB,67,"authority/fremlin/source/mt1.2011/mt115.tex:583: \Hint{use (ii) to find $H_2$, and then consider the complement of [use (ii)]","{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
