schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115DB,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115D,15,115D,115Db,115Db,implicit-subanchor,false,Printed proposition part (b) restored as 115Db.,result,Proposition 115D(b),Proposisi 115D(b),242,244,251,253,9491,9567,10274,10360,d00a8595d1598aef4df5c987fdd2859cf7f1943bb4ea73e053b427bac4d1aeb7,7d51025009662aaddb54f7fc98502cac94d6c2323460733d5e371924b9175a58,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115E,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,16,115E,115E,115E,explicit,false,,definition,Lebesgue measure,Ukuran Lebesgue,325,339,338,353,12611,13253,13652,14349,56f74f46173f74a24f0346f2a472fe21b4106175647df6efd55d8535ccb24da4,807558449cedb0aa87fac8aa9263c44202c54ba66e39609f0c139969c588ae13,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115F,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,17,115F,115F,115F,explicit,false,,result,Measurability of half-spaces,Keterukuran setengah-ruang,340,385,354,401,13253,15045,14349,16234,2ff8dce8f04faa2c6a04d0e5c01482bfcd126a460c7f5a97c46cbd9345ca29b3,9c1bc6c639962a703e149effcc96e553294e759044cc325d949f9af5fdf42c1f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115FA,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115F,18,115F,115Fa,115Fa,implicit-subanchor,false,Printed proof clause (a) inside 115F restored as 115Fa.,proof-clause,Proof clause (a),Klausa bukti (a),347,364,361,378,13409,14130,14505,15267,ac903960ac001e0292b195f18673bd545eb279f8500c071e3968b9100e5cd75a,0bd79f81d26e7d6b4376c847b4aa455877e12815bc973d3fb008cff02677752c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115FB,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115F,19,115F,115Fb,115Fb,implicit-subanchor,false,Printed proof clause (b) inside 115F restored as 115Fb.,proof-clause,Proof clause (b),Klausa bukti (b),365,383,379,399,14130,15021,15267,16210,92027a6d7efce6cff8ebb73c69b5e303e4ace77bf429211c92659c5f472daab0,9c3d17c7948f8d47df733b484a834142f68496ce002202ad044f05b37d5885e6,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115G,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,20,115G,115G,115G,explicit,false,,result,"Borel sets, intervals and countable sets","Himpunan Borel, interval, dan himpunan terhitung",386,504,402,527,15045,19471,16234,21059,dccd324a54a216de7b5cb0fbd1844e418d079ffbcb8adc1a219cf3b20a3e4fbe,03e816e58d2c37a96bc274714793de2afcbda9d9b40159dd9157852303c604fe,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115GA,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115G,21,115G,115Ga,115Ga,implicit-subanchor,false,Printed proof clause (a) inside 115G restored as 115Ga.,proof-clause,Proof clause (a),Klausa bukti (a),408,439,425,458,15881,17306,17123,18689,8ba2dd222bb449cc18a425800ea957a5b8e3f1f563e858a59a2c10c037ee6bb9,ad6a920d16337a92f63952715d3833da986198a1cba723c819e64057c6010df6,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115GB,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115G,22,115G,115Gb,115Gb,implicit-subanchor,false,Printed proof clause (b) inside 115G restored as 115Gb.,proof-clause,Proof clause (b),Klausa bukti (b),440,446,459,465,17306,17532,18689,18964,acb4d17ed99b0a41678203d9c493d64ff26f43e751a1db6f25efa50344c1732a,eb8f1ae84c37f6205de9e3fcb1b88283686265c405e3b1031e25d2031f2319bb,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115GC,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115G,23,115G,115Gc,115Gc,implicit-subanchor,false,Printed proof clause (c) inside 115G restored as 115Gc.,proof-clause,Proof clause (c),Klausa bukti (c),447,452,466,474,17532,17829,18964,19329,8bb43b068f94d8a49f142e1ade1f5a96647ea299c61aa87d8a9d0fc4d2c90958,326631dbad5d31339ef777f264574fdd61e20a0073dbf26305131bd0c6f7d4bf,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115GD,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115G,24,115G,115Gd,115Gd,implicit-subanchor,false,Printed proof clause (d) inside 115G restored as 115Gd.,proof-clause,Proof clause (d),Klausa bukti (d),453,496,475,518,17829,19133,19329,20682,1917b6fafa3719aea63debb59b00a28849037c8c545f4851039dd368c1c0ff75,f5401d54a632a08c90fa806c08c02347a22d3ff48c238fee241ecb68b9e6a36e,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115GE,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115G,25,115G,115Ge,115Ge,implicit-subanchor,false,Printed proof clause (e) inside 115G restored as 115Ge.,proof-clause,Proof clause (e),Klausa bukti (e),497,501,519,524,19133,19435,20682,21023,d1cc955009340be144e745a100c2b9cdfa09ae900fcb4d973e944c3f35c79023,af0e8ec04133cc98a4ebb3936e5251e9b30e47ee492c3582d49a097291147679,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115X,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,26,115X,115X,115X,explicit,false,,exercise,Basic exercises introduction,Pengantar latihan dasar,505,508,528,531,19471,19636,21059,21260,3392ab51a506bd730ae187616398f24c344539533f0f0cdb0f61658b2eefb42b,bea2da0a5a110f9425634283d9e4abb6f6ec1019c33d3d09ac933e45fa8ef95b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115XA,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,27,115Xa,115Xa,115Xa,explicit,false,,exercise,Basic exercise (a),Latihan dasar (a),509,516,532,541,19636,20065,21260,21833,b2237a1ffc7efc903166eb460659e26b60815c15ab7a752f24096a337aa61631,9370f7cd41d2c2d5eb2571d687d9ee59db50a0e12a2e57d80d07657a4360730c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115XB,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,28,115Xb,115Xb,115Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),517,523,542,549,20065,20403,21833,22191,5f15e99273cc409b7d109a015f9ce639dd72f5732867a55f26b83a4fe91c1d48,53486fce07e616319f0ffe8150ca1349efac495e6ce6b57db453a1a4d340b627,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115XC,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,29,115Xc,115Xc,115Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),524,534,550,561,20403,20971,22191,22872,0cc23b513687ff1dc5b5bdd0b31bd09f9c7f45b591a0738e9cd2a7b49ec8b5bb,c666e7ff51efb388fe705b4ea1690fbf4cc08068442459b91d60f21dd7e41c01,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115XD,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,30,115Xd,115Xd,115Xd,explicit,false,,exercise,Basic exercise (d),Latihan dasar (d),535,540,562,567,20971,21222,22872,23142,08d0c89ab875279b0fa10a8ec3cfbc0f923fb0f49e1f9e5e90853090b007fe7a,0b16fb539ef775d64b16d7d6fe33c1fb5cca9d1fb96c30f1a737356e512c4bdf,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115XE,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,31,115Xe,115Xe,115Xe,explicit,false,,exercise,Basic exercise (e),Latihan dasar (e),541,546,568,573,21222,21518,23142,23457,d01907c28ca6765f5fbc7a561431ac575d31863d5e236d30188d84ded73856e5,6d6a72c518b7925798b16560a670e011d226b911166a72dc429923a9a9988c1f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115Y,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,32,115Y,115Y,115Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,547,572,574,602,21518,22726,23457,24852,14fcac85a617da8913303a2285192105fa85e149a02090f73f5699ce84eec547,6a002a26fdaaf37ccd27ba9d1c9c57029025348ed34cad7d1b05e9596b3c98ab,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115YA,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S115-SEG-115Y,33,115Y,115Ya,115Ya,implicit-subanchor,false,Leader 115Y prints exercise (a); the commented 115Ya header confirms the implicit ID.,exercise,Further exercise (a),Latihan lanjutan (a),547,572,574,602,21518,22726,23457,24852,14fcac85a617da8913303a2285192105fa85e149a02090f73f5699ce84eec547,6a002a26fdaaf37ccd27ba9d1c9c57029025348ed34cad7d1b05e9596b3c98ab,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115YB,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,34,115Yb,115Yb,115Yb,explicit,false,,exercise,Further exercise (b),Latihan lanjutan (b),573,585,603,616,22726,23418,24852,25596,64abdd356f3a40a0733f6ad2c3bdfdc26c2394a2f7ad9a89ae277e202c067754,90e5000c838d264b1f6ace9bf6dd1aff6753313f1bca82841be468040e1c6317,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115YC,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,35,115Yc,115Yc,115Yc,explicit,false,,exercise,Further exercise (c),Latihan lanjutan (c),586,595,617,628,23418,23876,25596,26116,ac0aeb0e28987f89d2e14a4325e28421e5f2a8d1b9a24eccc7da9ca8d2fa60a9,888e3c6b587a01674f214f146e902d39857653f5563bd6158bcf5f9c76e2eff6,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115YD,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,36,115Yd,115Yd,115Yd,explicit,false,,exercise,Further exercise (d),Latihan lanjutan (d),596,601,629,635,23876,24177,26116,26471,021360708fee09becf3635ed404b5fa0ce7bf6ad92f15d260a46175337b127cf,9cad9bf5d4c2d89e64daf334ee673038444953619fedf342165999b4ccc202b4,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115YE,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,37,115Ye,115Ye,115Ye,explicit,false,,exercise,Further exercise (e),Latihan lanjutan (e),602,625,636,661,24177,24916,26471,27350,5e1d17865613acec98ad0e3cd8f649472f640b57589fe3474b055a913871794c,e85074834d148cc863e8dafe54278c54b6240ad21a9ae66a6fc4088f7d2e0afb,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S115-SEG-115-NOTES,O007-FREMLIN-V1-S115,O007-RIGHTS-FREMLIN-DSL,,38,115,115,115,explicit,false,,endnotes,Notes and comments,Catatan dan komentar,626,672,662,716,24916,27668,27350,30509,358c091cb3fcc527dcd267077a1f84887209dd38f3c2f2822f0f5f27ea50c888,b489a671613e34b1c4912a38043fb79ec221c4d4d7e016f7083ac841e514c80f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
