schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,provenance
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0019,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131A,19,131A,131A,31,31,1323,1326,1387,1390,H,H,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0020,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131A,20,131A,131A,31,32,1353,1360,1413,1420,\mu_H,\mu_H,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0021,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131A,21,131A,131A,32,33,1394,1414,1456,1476,"(H,\Sigma_H,\mu_H)","(H,\Sigma_H,\mu_H)",76f41b75f50e27fa8e3073a90be14a2971a080f281cabf0fca61412aa8fa4506,76f41b75f50e27fa8e3073a90be14a2971a080f281cabf0fca61412aa8fa4506,76f41b75f50e27fa8e3073a90be14a2971a080f281cabf0fca61412aa8fa4506,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0022,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,22,131B,131B,35,36,1488,1504,1558,1574,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0023,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,23,131B,131B,36,37,1530,1542,1600,1612,H\in\Sigma,H\in\Sigma,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0024,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,24,131B,131B,36,37,1549,1556,1619,1626,\mu_H,\mu_H,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0025,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,25,131B,131B,37,38,1611,1614,1700,1703,H,H,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0026,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,26,131B,131B,39,40,1622,1633,1711,1722,X=\BbbR^r,X=\BbbR^r,23d0b86951263b3580efef8e1ea418aeb2fe26187fa1a6af8206ec83a6c455bb,23d0b86951263b3580efef8e1ea418aeb2fe26187fa1a6af8206ec83a6c455bb,23d0b86951263b3580efef8e1ea418aeb2fe26187fa1a6af8206ec83a6c455bb,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0027,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,27,131B,131B,39,40,1641,1649,1731,1739,r\ge 1,r\ge 1,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,10bc42d96f51887ea400533a0f6b343406ae6bb4aac04938120632d6289e30dc,48d931adc78b0f862d3435fd812b0154451317701e4ee6ece3563bbd6d25a196,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0028,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,28,131B,131B,39,40,1655,1660,1745,1750,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0029,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,29,131B,131B,40,41,1684,1693,1779,1788,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0030,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,30,131B,131B,40,41,1726,1733,1831,1838,\mu_H,\mu_H,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0031,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131B,31,131B,131B,41,42,1760,1763,1874,1877,H,H,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0032,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131C,32,131C,131C,45,46,1851,1867,1963,1979,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0033,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131C,33,131C,131C,46,47,1888,1900,1998,2010,H\in\Sigma,H\in\Sigma,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,ef7b482d82f037e159ec08791bc8b07b8fee5e6cb32261f9368973a4d7d46220,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0034,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131C,34,131C,131C,46,47,1906,1913,2016,2023,\mu_H,\mu_H,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,25b9b80beb1d5761ac5dd4beb4f63ed60a00d92c8e689d04a7849d8be5504f63,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0035,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131C,35,131C,131C,46,47,1938,1941,2045,2048,H,H,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,44bd7ae60f478fae1061e11a7739f4b94d1daf917982d33b6fc8a01a63f89c21,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0036,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131C,36,131C,131C,47,48,1955,1965,2064,2074,\Sigma_H,\Sigma_H,bcfe3b6de4005b871ee09bd0b43763f9426616b092bcdd69fdcd19d890e77432,bcfe3b6de4005b871ee09bd0b43763f9426616b092bcdd69fdcd19d890e77432,bcfe3b6de4005b871ee09bd0b43763f9426616b092bcdd69fdcd19d890e77432,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S131-FORMULA-0037,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131CA,37,131C,131Ca,49,50,1985,1999,2099,2113,A\subseteq H,A\subseteq H,58dadde6ca6e24274c7fa667d905b6831446f5a1a190321c65400c4d63a0a79b,58dadde6ca6e24274c7fa667d905b6831446f5a1a190321c65400c4d63a0a79b,c4e500f3c88ef60c388ad5e3f00b65ca71bd284224e3e7c1e33ac5c83b89eed4,$,,"{""basis"":""ordered nested-math atom; symbolic replay exact except two explicit ledgered S131 corrections"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
