schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131EC,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131E,11,131E,131Ec,131Ec,implicit-subanchor,false,Printed proof clause inside 131E; additive semantic child only.,proof-clause,131E proof clause (c),Klausa bukti 131E(c),97,106,104,113,3933,4245,4395,4735,54d1f4021ee7a6c756e67cb191d0080de67eeddc915979ad3e9a0d3f47c495cf,7d0e319ee8dc8c3f0cd8c493d32e8af0cc9a260ce168119eb83c01fb3c4ca9bb,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131ED,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131E,12,131E,131Ed,131Ed,implicit-subanchor,false,Printed proof clause inside 131E; additive semantic child only.,proof-clause,131E proof clause (d),Klausa bukti 131E(d),107,131,114,140,4245,5246,4735,5891,1a192555998ae6415fb0c2e68ba6a20d1c5cf81cc7f2b7a5db32e6b295edff8c,d11e59b73667d6d61673396343627d667e4651269685d57c31390c651d1b87e6,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131F,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,13,131F,131F,131F,explicit,false,,result,Integral tests on measurable subsets,Uji integral pada subhimpunan terukur,135,177,144,193,5271,6684,5916,7652,28521cfb80028cf064908aa54fe00a9e9bf5295952e06bcbbd6f38255d7e0e85,f43e0afd5970922d497efcc97f906011efcede3d8764c1ef141518d8f7da6bd5,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131FA,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,14,131F,131Fa,131Fa,implicit-subanchor,false,Printed statement part inside 131F restored as 131Fa.,result,131F part (a),Bagian 131F(a),138,141,148,152,5405,5598,6080,6302,4c683f5ecdaf757f3dee1ff7e267bcbe607567bab115b300a8598f661c16917f,ac9509961065933770b0fad5ecf181f96f449c0dc99aecdfc6077626d0382c78,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131FB,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,15,131F,131Fb,131Fb,implicit-subanchor,false,Printed statement part inside 131F restored as 131Fb.,result,131F part (b),Bagian 131F(b),142,144,153,155,5598,5694,6302,6420,24062200cfa180ad127d502388e3414b44393928a12d800dff84e368b75355e5,46759a3958b01e3cd45b121edf6304aafb2e1839adc76961cdc586e7a2313827,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131FC,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,16,131F,131Fc,131Fc,implicit-subanchor,false,Printed statement part inside 131F restored as 131Fc.,result,131F part (c),Bagian 131F(c),145,147,156,158,5694,5784,6420,6532,fc67f2dff10c8ab9efd4389a352902c4be441f6fb78905199bcef92a8ca9bc03,0317fb511e3561da4d5f5a7b4d8f8c354065cd1ae60f07945d2eacccba1f7def,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131F-PROOF-A,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,17,131F,131F-proof-a,131F-proof-a,implicit-subanchor,false,Printed proof clause inside 131F; additive semantic child only.,proof-clause,131F proof clause (a),Klausa bukti 131F(a),148,159,159,172,5791,6087,6539,6918,8165922b2570995277d726fc6bfb84789f54e09c76a56c30d7be59c99cf97380,63e229bcc6a57b06a0fae5e834242507018a856e4423c2d6322f1879b2a22e1d,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131F-PROOF-B-I,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,18,131F,131F-proof-b-i,131F-proof-b-i,implicit-subanchor,false,Printed proof clause inside 131F; additive semantic child only.,proof-clause,131F proof clause (b)(i),Klausa bukti 131F(b)(i),160,166,173,180,6087,6253,6918,7135,596de144a21e0042bcf03059c7cb16cea13b33654db44e8595547b03341344cc,8c51fbef027ba358d552f46aa18cab4192a0306ba79c3fce8005c2cbc24adcd2,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131F-PROOF-B-II,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,19,131F,131F-proof-b-ii,131F-proof-b-ii,implicit-subanchor,false,Printed proof clause inside 131F; additive semantic child only.,proof-clause,131F proof clause (b)(ii),Klausa bukti 131F(b)(ii),166,174,180,189,6253,6590,7135,7527,82d7173a67c0138da4c84014111c27606b3fcbdc5fc1dc8ec07dfb50cbe8cbe9,3bd87122721c4ebac5d65c7464d55cd0f431696de5f2874025ff050242abc7ca,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131F-PROOF-C,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131F,20,131F,131F-proof-c,131F-proof-c,implicit-subanchor,false,Printed proof clause inside 131F; additive semantic child only.,proof-clause,131F proof clause (c),Klausa bukti 131F(c),175,175,190,191,6590,6660,7527,7628,def02f3fe2824d0d3708900e66057b7331e70cf57c2bbede5c6e746695c33580,ab7ecfc33a6021be85ebbaa91d27bdc84ef834688258ed6673ebeb070ad2332a,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131G,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,21,131G,131G,131G,explicit,false,,result,Integration over a conegligible subset,Integrasi pada subhimpunan koterabaikan,178,189,194,208,6684,7110,7652,8251,5a83a2441ba547eafb3269c6604f5814bb1b2c578c0acec1a28daca07c851118,231f7af016eeefed7b04540ee0121ef4002299f5421a1463ca4a94ee03de35f6,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131H,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,22,131H,131H,131H,explicit,false,,result,Comparison by all subset integrals,Perbandingan melalui semua integral subhimpunan,190,200,209,221,7110,7440,8251,8608,463738633631c5d07942975120f0c1f7cbcfb4ab14ebc2399c8da261392d7187,e70f9891662d462ba7b8bd47a459ca8aea22749799bbd1b2a18843e77e21a849,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131HA,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131H,23,131H,131Ha,131Ha,implicit-subanchor,false,Printed statement part inside 131H restored as 131Ha.,result,131H part (a),Bagian 131H(a),193,194,212,214,7233,7303,8384,8460,7141dcc25ccae2f20a2450a6d065460774491473f977370e3005ccf6c4367528,a8e6bc9952ad73542850a57402d5cc11d0a3c649406ddaf801e31aea270bba8a,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131HB,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131H,24,131H,131Hb,131Hb,implicit-subanchor,false,Printed statement part inside 131H restored as 131Hb.,result,131H part (b),Bagian 131H(b),195,196,215,217,7303,7368,8460,8531,36be6b28030b9b135f9604ca96b12de81c12929bcb14960c4913b1569b46c5ee,e2d0794ea89afdb645b36f6043dccae00f751806807c21aadbd4377a1b13993d,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131X,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,25,131X,131X,131X,explicit,false,,exercise,Basic exercises,Latihan dasar,201,211,222,234,7440,7982,8608,9216,2128c6b372223f59332d66243f50ccd8c215cf0477cd8fa3e41de44d09248361,2305cb58a50063a468ab47f5b84f6dd127da874275143891bdbd8a5046ffdd5a,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131XA,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131X,26,131X,131Xa,131Xa,implicit-subanchor,false,Leader 131X prints exercise (a); the dormant header confirms 131Xa.,exercise,Basic exercise (a),Latihan dasar (a),201,211,222,234,7440,7982,8608,9216,2128c6b372223f59332d66243f50ccd8c215cf0477cd8fa3e41de44d09248361,2305cb58a50063a468ab47f5b84f6dd127da874275143891bdbd8a5046ffdd5a,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131XB,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,27,131Xb,131Xb,131Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),212,226,235,255,7982,8806,9216,10182,487ef7fb791949cff46d90785673383dbf5af2e6c5554cf3ffa60e092dab6f07,e073fea7c6751b2999492901deae2882fb4ef656dc901457bb2c9fb40bbfee4f,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131XC,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,28,131Xc,131Xc,131Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),227,236,256,267,8806,9311,10182,10749,82a8674d1e20a2583aab760fcfe8f453a0854463057aae4c30a2cf22e41a0e23,fec68e012a25ca3dde776d1daf5db97cdf823078390b4351b761d6a47136ddd3,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131Y,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,29,131Y,131Y,131Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,237,253,268,284,9311,10038,10749,11559,01b03c6d4875a16723fcf9d90dd0f6d01b5a21de0f80ef8486ff6e2ff37c4889,ccdda7abbdb63c94b5f3e8bc6ca2b21d02c46defeb1f1447c92b785f9619416d,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131YA,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S131-SEG-131Y,30,131Y,131Ya,131Ya,implicit-subanchor,false,Leader 131Y prints exercise (a); the dormant header confirms 131Ya.,exercise,Further exercise (a),Latihan lanjutan (a),237,253,268,284,9311,10038,10749,11559,01b03c6d4875a16723fcf9d90dd0f6d01b5a21de0f80ef8486ff6e2ff37c4889,ccdda7abbdb63c94b5f3e8bc6ca2b21d02c46defeb1f1447c92b785f9619416d,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S131-SEG-131-NOTES,O007-FREMLIN-V1-S131,O007-RIGHTS-FREMLIN-DSL,,31,131,131,131,explicit,false,,endnotes,Notes and comments,Catatan dan komentar,254,286,285,322,10038,11793,11559,13495,acf115da8c36907b395bdc04968c64f2ee7a2d0b4fee8d41ba79b6ae89078878,5023188f2e6fa62bc912ada01e9789fea352fea40122e8db077318d4d7dba46c,"{""basis"":""exact bounded source and target character ranges with additive typed subanchors"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
