schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-011,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131B,result-reference,O007-FREMLIN-V1-S131-SEG-131A,11,131B,131B,131A,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:36: $H\in\Sigma$, then $\mu_H$, as defined in 131A, is the {\bf","{""basis"":""literal printed source expression '131A'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-012,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131D,result-reference,O007-FREMLIN-V1-S131-SEG-131A,12,131D,131D,131A,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:62: 131A-131B and 122M, and taking","{""basis"":""literal printed source expression '131A-131B'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-013,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131D,result-reference,O007-FREMLIN-V1-S131-SEG-131B,13,131D,131D,131B,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:62: 131A-131B and 122M, and taking","{""basis"":""literal printed source expression '131A-131B'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-014,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131D,result-reference,O007-FREMLIN-V1-S122-SEG-122M,14,131D,131D,122M,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:62: 131A-131B and 122M, and taking","{""basis"":""literal printed source expression '122M'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-015,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131EB,result-reference,O007-FREMLIN-V1-S131-SEG-131CA,15,131E,131Eb,131Ca,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:87: $\mu$-simple functions converging to $\tilde f\,\,\mu$-a.e.\ (131Ca), and","{""basis"":""literal printed source expression '131Ca'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-016,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131ED,result-reference,O007-FREMLIN-V1-S122-SEG-122P,16,131E,131Ed,122P,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt131.tex:110: $\Sigma$-measurable (122P).   Of course $\mu(H\setminus E)=0$ so,"{""basis"":""literal printed source expression '122P'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-017,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131ED,result-reference,O007-FREMLIN-V1-S122-SEG-122J,17,131E,131Ed,122J,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:129: \noindent By the criteria of 122J and 122P, $f$ is","{""basis"":""literal printed source expression '122J'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-018,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131ED,result-reference,O007-FREMLIN-V1-S122-SEG-122P,18,131E,131Ed,122P,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:129: \noindent By the criteria of 122J and 122P, $f$ is","{""basis"":""literal printed source expression '122P'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-019,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131F-PROOF-A,result-reference,O007-FREMLIN-V1-S131-SEG-131E,19,131F,131F-proof-a,131E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:149: $(f\restr H)\ssptilde$, as defined in 131E, is equal to","{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-020,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131F-PROOF-A,result-reference,O007-FREMLIN-V1-S131-SEG-131E,20,131F,131F-proof-a,131E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:150: $f\times\chi H\,\,\mu$-a.e., so that, by 131E,","{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-021,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131F-PROOF-B-II,result-reference,O007-FREMLIN-V1-S122-SEG-122RC,21,131F,131F-proof-b-ii,122Rc,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:169: Set $F=\{x:x\in E,\,f(x)<0\}$.   Then $\int_Ff\ge 0$;  by 122Rc, it","{""basis"":""literal printed source expression '122Rc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-022,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131G,result-reference,O007-FREMLIN-V1-S131-SEG-131E,22,131G,131G,131E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:182: \proof{ In the language of 131E, $f=(f\restr H)\ssptilde\,\,\mu$-almost","{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-023,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131H,result-reference,O007-FREMLIN-V1-S131-SEG-131FB,23,131H,131H,131Fb,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:197: \proof{ Apply 131Fb-131Fc to $f-g$.,"{""basis"":""literal printed source expression '131Fb-131Fc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-024,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131H,result-reference,O007-FREMLIN-V1-S131-SEG-131FC,24,131H,131H,131Fc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:197: \proof{ Apply 131Fb-131Fc to $f-g$.,"{""basis"":""literal printed source expression '131Fb-131Fc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-025,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131XA,result-reference,O007-FREMLIN-V1-S131-SEG-131E,25,131X,131Xa,131E,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:206: $\Sigma$ then $\nu(E\cup F)=\nu E+\nu F$.   \Hint{131E.},"{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-026,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131XA,result-reference,O007-FREMLIN-V1-S123-SEG-123C,26,131X,131Xa,123C,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:209: \Hint{123C.} (iii) Show that if $f$ is non-negative then $(X,\Sigma,\nu)$","{""basis"":""literal printed source expression '123C'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-027,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131XB,result-reference,O007-FREMLIN-V1-S131-SEG-131E,27,131Xb,131Xb,131E,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:217: \noindent if any of these is defined.   \Hint{apply 131E to four different,"{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-028,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131XC,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,28,131Xc,131Xc,114Xa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt131.tex:228: function and $\mu_g$ the associated Lebesgue-Stieltjes measure (114Xa).,"{""basis"":""literal printed source expression '114Xa'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-029,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131YA,result-reference,O007-FREMLIN-V1-S121-SEG-121FA,29,131Y,131Ya,121Fa,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt131.tex:246: the conventions of 121Fa).   Show that for every $\epsilon>0$ there,"{""basis"":""literal printed source expression '121Fa'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-030,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131E,30,131,131,131E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:255: measurable $H$, the simplest seems to be that of 131E, which enables","{""basis"":""literal printed source expression '131E'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-031,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131A,31,131,131,131A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:262: point is that from 131A on we generally have at least two measures in,"{""basis"":""literal printed source expression '131A'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-032,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131F,32,131,131,131F,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:269: carefully through such results as 131F you will feel that the pattern,"{""basis"":""literal printed source expression '131F'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-033,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131CB,33,131,131,131Cb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:271: measurable} subspaces there are no serious surprises (131Cb, 131Fa).","{""basis"":""literal printed source expression '131Cb'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-034,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131FA,34,131,131,131Fa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt131.tex:271: measurable} subspaces there are no serious surprises (131Cb, 131Fa).","{""basis"":""literal printed source expression '131Fa'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-035,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,exercise-reference,O007-FREMLIN-V1-S113-SEG-113YB,35,131,131,113Yb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt131.tex:275: given the definition already in 113Yb;  for the theory of integration,","{""basis"":""literal printed source expression '113Yb'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-036,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,section-reference,,36,131,131,\S214,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt131.tex:276: extending the results above, I will wait until \S214.   There are","{""basis"":""literal printed source expression '\\\\S214'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-037,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131FB,37,131,131,131Fb,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:280: Let me call your attention to 131Fb-131Fc and 131Xa-131Xc;   these are,"{""basis"":""literal printed source expression '131Fb-131Fc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-038,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,result-reference,O007-FREMLIN-V1-S131-SEG-131FC,38,131,131,131Fc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:280: Let me call your attention to 131Fb-131Fc and 131Xa-131Xc;   these are,"{""basis"":""literal printed source expression '131Fb-131Fc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-039,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,exercise-reference,O007-FREMLIN-V1-S131-SEG-131XA,39,131,131,131Xa,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:280: Let me call your attention to 131Fb-131Fc and 131Xa-131Xc;   these are,"{""basis"":""literal printed source expression '131Xa-131Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-040,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,exercise-reference,O007-FREMLIN-V1-S131-SEG-131XB,40,131,131,131Xb,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:280: Let me call your attention to 131Fb-131Fc and 131Xa-131Xc;   these are,"{""basis"":""literal printed source expression '131Xa-131Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S131-XREF-041,O007-FREMLIN-V1-S131,O007-FREMLIN-V1-S131-SEG-131-NOTES,exercise-reference,O007-FREMLIN-V1-S131-SEG-131XC,41,131,131,131Xc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt131.tex:280: Let me call your attention to 131Fb-131Fc and 131Xa-131Xc;   these are,"{""basis"":""literal printed source expression '131Xa-131Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
