schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122CA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122C,11,122C,122Ca,122Ca,implicit-subanchor,false,Printed 122C statement part (a) restored as 122Ca.,result,122C part (a),Bagian 122C(a),58,61,59,62,1927,2130,2157,2420,05e2a7db366744c13e11f43b140863754d2c7cbe00f4d5d5a92deca357416932,d2be094ef4ea094050f4cc8a59f6dccd0fdc502ddd058f32d18861b8c2127482,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122CB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122C,12,122C,122Cb,122Cb,implicit-subanchor,false,Printed 122C statement part (b) restored as 122Cb.,result,122C part (b),Bagian 122C(b),62,65,63,66,2130,2302,2420,2640,0b4623b4c600baacf6a9f2efdf0537661b62c4e7d5828b341f552f32e29eee3d,7e04f43cbe3089b744d371d24e40e6757cb4cec5f27aac74be69382e2b9e7a1b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122CC,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122C,13,122C,122Cc,122Cc,implicit-subanchor,false,Printed 122C statement part (c) restored as 122Cc.,result,122C part (c),Bagian 122C(c),66,69,67,70,2302,2500,2640,2870,acc0e6982c63518c1f276fcebdeb8fc9e73b6ac9374057cf3dc521488b801c78,f695d207f7016c85df9e906956051ef80c80a9e8c9ed35a3fc672da48bd13179,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122D,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,14,122D,122D,122D,explicit,false,,result,Integral representation corollary,Korolari representasi integral,130,148,131,149,4534,5104,5187,5827,570deafb5b73a0aac336168d9c6f48a4a3872b065d9f73e603451df36bf4f8ce,34221f295921eb62adb82fc865b850e16c4666943a5e672dfc4afcf4d52577a5,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122E,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,15,122E,122E,122E,explicit,false,,definition,Integral of a simple function,Integral fungsi sederhana,149,157,150,158,5104,5511,5827,6299,d4d31882c25e690fe5d645e07b19521e582fb8f46d2c494ae122ba22ba411dab,8c47deb4deebabe19e9b848e1f93f6f409972eb6c9f82f95c4c24376f812e4a2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122F,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,16,122F,122F,122F,explicit,false,,result,Elementary integral properties,Sifat elementer integral,158,180,159,180,5511,6150,6299,7002,c07ef42fec4fcc26b09d486afaa360018ee6fdd56fd54f969dc7eb763aadb27a,43ee54912518dca8354474f27dad6dc02d66695a711eda52824f9df1682bcbc3,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122FA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122F,17,122F,122Fa,122Fa,implicit-subanchor,false,Printed 122F statement part (a) restored as 122Fa.,result,122F part (a),Bagian 122F(a),160,163,161,164,5580,5692,6369,6492,2654b5607cf34c23f25bf072d6597669596a5493c46e200975f0387a0d42f8ce,a747c190e0e8531ae83a23a31b19539100dd360f192b4387368143e784cc6821,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122FB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122F,18,122F,122Fb,122Fb,implicit-subanchor,false,Printed 122F statement part (b) restored as 122Fb.,result,122F part (b),Bagian 122F(b),164,167,165,168,5692,5797,6492,6611,a80ba6fcd2cee2d38987e56c32fa0fa9a236a7af0bdce917f8b6d27ad983ffa7,15a53b961589b515c14dd2499ff8dadaffa25b75ee4ef68abf0ab2da820a5b73,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122FC,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122F,19,122F,122Fc,122Fc,implicit-subanchor,false,Printed 122F statement part (c) restored as 122Fc.,result,122F part (c),Bagian 122F(c),168,171,169,172,5797,5900,6611,6724,a7a46a530e9f0f47d45fc5c6260955f669ddf891da8699b906300885612dd94e,ad27e652398541a4cd422f2422095acda8261284d1c9b58aebd2a7e97458529b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122G,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,20,122G,122G,122G,explicit,false,,result,Vanishing-integral convergence lemma,Lema konvergensi integral yang lenyap,181,224,181,224,6150,7828,7002,8804,bac948265e331201d50a25f2f7e8a772d44041f8f14148fceaffd510e88cebe4,59f406e886ebce3cef4c67328b0e2507d184d0caf1b36b949aedbb90c69076b0,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122H,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,21,122H,122H,122H,explicit,false,,definition,Upper integral class U,Kelas integral atas U,225,237,225,237,7828,8311,8804,9313,b422a4fb50905b92fecf684bca9642fc2dddb40a0456c448cb2b64ab9ef153cb,c429e9feaf644a9bfc27c16417707c96810183b9c7649aa2606523f38174429e,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122I,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,22,122I,122I,122I,explicit,false,,result,Monotone approximation lemma,Lema aproksimasi monoton,238,261,238,260,8311,8990,9313,10042,dc8d315ec56ea311973c849db2237d3a6f88e590b7757444e917858506978133,b64dbc0e546719a796521ce409f7b7451203ecb9d0a77b244da5412219f1db67,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122J,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,23,122J,122J,122J,explicit,false,,result,Characterizations of U,Karakterisasi U,262,363,261,362,8990,12419,10042,13779,b4415907a444671ca5da7266a6ad12e28baca49536ca4d4444f227e7ad5f0508,fed2be70dcc1241a86c922e368d9cda6aa71b1287a383383a1925619131b18c6,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122JA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122J,24,122J,122Ja,122Ja,implicit-subanchor,false,Printed 122J statement part (a) restored as 122Ja.,result,122J part (a),Bagian 122J(a),265,277,264,277,9088,9479,10155,10597,276efbcb591cfcd96ce2f0a1ae322455106343a43ff1fb7af76809d11a5213be,63b7360d3e3fa58773a7de39e2a670fe715acb86b5b1a196d290c4afa00035e3,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122JB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122J,25,122J,122Jb,122Jb,implicit-subanchor,false,Printed 122J statement part (b) restored as 122Jb.,result,122J part (b),Bagian 122J(b),278,282,278,283,9479,9735,10597,10890,38dd372a64675d7482945ae48c6918d1f09e0526579bb58c7b9b278327a5d819,83efc0ec262b0bb1be0c05a6ed537c9713693d2dff6151bcda283ce56fcdd1f1,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122K,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,26,122K,122K,122K,explicit,false,,definition,Integral of a nonnegative function,Integral fungsi tak-negatif,364,381,363,379,12419,12997,13779,14438,04d649f5c3b6fa00feee33ce70a9e0f2b1116944402eedea47b299dec935d809,a8d2c1d401a17cf59f0d13f55f21c436d8b8da8da48ac90a6dd5e4d7b2229bcf,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122L,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,27,122L,122L,122L,explicit,false,,result,Properties of U and its integral,Sifat U dan integralnya,382,457,380,459,12997,15520,14438,17206,fcc7c50a6f50c17c758d19e67684afcf04d7c2f51712c7d7f5fb9acdabe85be7,2ca379456155843d36fac58da44313010d87c6768615cc05b8d37ff4b812737a,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122LA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122L,28,122L,122La,122La,implicit-subanchor,false,Printed 122L statement part (a) restored as 122La.,result,122L part (a),Bagian 122L(a),384,385,382,384,13060,13128,14503,14574,943e322fed858f229028688f153a797c7652683d124ffc17955db6ee490a7773,4a1316a36f8fcaf268af5deee4b6ba7fd8ec0895b6a94e170373767ee03f4414,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122LB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122L,29,122L,122Lb,122Lb,implicit-subanchor,false,Printed 122L statement part (b) restored as 122Lb.,result,122L part (b),Bagian 122L(b),386,387,385,387,13128,13196,14574,14645,7fd71af31141887d5a91d71df0ec742fe3d3138d2a3138e88078cdb0e33b6053,328e28e067818fb0e76ec7b0df0650dc8f24ff5f026c0e371b625dee302736f2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122LC,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122L,30,122L,122Lc,122Lc,implicit-subanchor,false,Printed 122L statement part (c) restored as 122Lc.,result,122L part (c),Bagian 122L(c),388,389,388,389,13196,13258,14645,14710,a96d1556514577ca23b58d50d5321cee5f5335217e0816974d019e0e5664f4c0,94f4a1de09413822fb2dacef79d684ea4aaf556f603daa754d0e1030859e87bd,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122LD,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122L,31,122L,122Ld,122Ld,implicit-subanchor,false,Printed 122L statement part (d) restored as 122Ld.,result,122L part (d),Bagian 122L(d),390,394,390,394,13258,13447,14710,14925,a9e27b0a4706d09922d9750dbcf89ee21cbe45ca8c06cfd1737df80cdea2e3b4,78f6fac29f224a8c54cb02ffeaa1831b625f7e8d223eeda05e4340ee2a3c7dff,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122LE,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122L,32,122L,122Le,122Le,implicit-subanchor,false,Printed 122L statement part (e) restored as 122Le.,result,122L part (e),Bagian 122L(e),395,398,395,398,13447,13554,14925,15034,fe00d0014c7675b57effeeae6d9cd86e04aa861b1eaa1213bd87f51c6c53c3dc,8ea180c20d1ca4bb7ec31035784662c549fad3291f155f9cfbd0aae4b91ebc5f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122M,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,33,122M,122M,122M,explicit,false,,definition,Integrable real-valued functions,Fungsi bernilai real yang terintegralkan,458,467,460,469,15520,15882,17206,17611,e56e2cd984149f4ee67886c37bb6ec970b92d66c24e568c894e1595aabe984cc,9b069b5e7c9a174600f83d40d66d7c343c38d3363f281476984058fa3beffcb7,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122N,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,34,122N,122N,122N,explicit,false,,exposition,Remarks,Catatan,468,488,470,490,15882,16643,17611,18424,6b7969bd0d1a523b2dd868aed9c6be6ea2a600c76ee11ef0b9140ba63b1a61d4,8950af3e814cfb52b6a5b328e23b5628383f80cc98e30704bfb2ba619a905fa2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122NA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122N,35,122N,122Na,122Na,implicit-subanchor,false,Leader 122N prints part (a); dormant/structural identity is restored as 122Na.,exposition,122N part (a),Bagian 122N(a),468,488,470,490,15882,16643,17611,18424,6b7969bd0d1a523b2dd868aed9c6be6ea2a600c76ee11ef0b9140ba63b1a61d4,8950af3e814cfb52b6a5b328e23b5628383f80cc98e30704bfb2ba619a905fa2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122NB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,36,122Nb,122Nb,122Nb,explicit,false,,exposition,Alternative notation,Notasi alternatif,489,498,491,500,16643,17055,18424,18902,3d2ce04b22d2cb956f737a65527dd6646240f86d474bba12afcb96055e8cbe70,be4d89a53dbdbfebf75b39ed141ce4e7a922a1fb1136f816a29c6208dea9daa0,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122NC,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,37,122Nc,122Nc,122Nc,explicit,false,,exposition,Domain convention,Konvensi domain,499,506,501,508,17055,17331,18902,19243,f6f29e732b1ff893ba4746fd79d6b0290be64046bcf38de65e8869069bc36c97,3820cf902b7d67a3af86a9d7b3a89160d99934f4dd8324d7bdea2094e02c342f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122O,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,,38,122O,122O,122O,explicit,false,,result,Linearity and order theorem,Teorema linearitas dan urutan,507,555,509,557,17331,18753,19243,20772,cfd221d9a83fbd6af4535b6926085adaf269a4897f73dd8b0dcd6c73ff51c243,3a6f58b9fc5d3845fbd741e53b02595bbe6d14606ef9b4162a92f392193823ea,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122OA,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122O,39,122O,122Oa,122Oa,implicit-subanchor,false,Printed 122O statement part (a) restored as 122Oa.,result,122O part (a),Bagian 122O(a),509,511,511,513,17396,17495,19311,19414,6346d33c2adde2bca36608b7104ccb382189a86a6db24ce2c0d3c6d23cecff5a,8259296ac76b2131799e480e9b7a2e1354270dc646437d87525ad2433564c691,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S122-SEG-122OB,O007-FREMLIN-V1-S122,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S122-SEG-122O,40,122O,122Ob,122Ob,implicit-subanchor,false,Printed 122O statement part (b) restored as 122Ob.,result,122O part (b),Bagian 122O(b),512,514,514,516,17495,17594,19414,19518,a4eb556bee908df4a69e780f73ab78ebfaf9664597e71709b26fd100653c883b,e6d09af7df11ebf349f26c358627ef30af6c284ba8e68c8889139914e0ac9359,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
