schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,source_locator,provenance
1.1.0,relation,O007-FREMLIN-V1-S121-REL-011,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121EH,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121E,11,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-012,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121FA,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121F,12,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-013,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121FB,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121F,13,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-014,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121FC,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121F,14,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-015,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121FD,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121F,15,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-016,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121FE,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121F,16,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-017,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121KA,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121K,17,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-018,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121KB,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121K,18,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-019,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121XA,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121X,19,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-020,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YA,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121Y,20,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-021,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121A-PROOF-I,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121A,21,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-022,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121A,22,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-023,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121A,23,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-024,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121B-PROOF-I-TO-II,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121B,24,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-025,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121B-PROOF-II-TO-III,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121B,25,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-026,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121B-PROOF-III-TO-IV,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121B,26,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-027,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121B-PROOF-IV-TO-I,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121B,27,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-028,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121I-PROOF-A,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121I,28,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-029,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121I-PROOF-B,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121I,29,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-030,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J-PROOF-A,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121J,30,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-031,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J-PROOF-B,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121J,31,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-032,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121J-PROOF-C,semantic-child-of,O007-FREMLIN-V1-S121-SEG-121J,32,,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-033,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-SUBSPACE-SIGMA-ALGEBRA,defined-at,O007-FREMLIN-V1-S121-SEG-121A,33,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-034,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-RELATIVELY-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121A,34,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-035,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-TRACE,defined-at,O007-FREMLIN-V1-S121-SEG-121A,35,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-036,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-MEASURABLE-FUNCTION,defined-at,O007-FREMLIN-V1-S121-SEG-121C,36,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-037,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-SIGMA-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121C,37,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-038,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-BOREL-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121C,38,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-039,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-LEBESGUE-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121C,39,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-040,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POINTWISE-LIMIT,defined-at,O007-FREMLIN-V1-S121-SEG-121FA,40,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-041,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POINTWISE-SUPREMUM,defined-at,O007-FREMLIN-V1-S121-SEG-121FB,41,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-042,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POINTWISE-INFIMUM,defined-at,O007-FREMLIN-V1-S121-SEG-121FC,42,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-043,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-LIMIT-SUPERIOR,defined-at,O007-FREMLIN-V1-S121-SEG-121FD,43,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-044,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-LIMIT-INFERIOR,defined-at,O007-FREMLIN-V1-S121-SEG-121FE,44,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-045,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POSITIVE-PART,defined-at,O007-FREMLIN-V1-S121-SEG-121XB,45,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-046,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-NEGATIVE-PART,defined-at,O007-FREMLIN-V1-S121-SEG-121XB,46,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-047,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POINTWISE-MAXIMUM,defined-at,O007-FREMLIN-V1-S121-SEG-121XB,47,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-048,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-POINTWISE-MINIMUM,defined-at,O007-FREMLIN-V1-S121-SEG-121XB,48,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-049,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-L0-CLASS,defined-at,O007-FREMLIN-V1-S121-SEG-121XC,49,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-050,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-SUBSPACE-OPEN-FAMILY,defined-at,O007-FREMLIN-V1-S121-SEG-121XE,50,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-051,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-BOREL-SUBSPACE-SIGMA-ALGEBRA,defined-at,O007-FREMLIN-V1-S121-SEG-121XE,51,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-052,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-SIGMA-TAU-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121YC,52,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-053,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-VECTOR-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121YD,53,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-054,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-DEF-VECTOR-BOREL-MEASURABLE,defined-at,O007-FREMLIN-V1-S121-SEG-121YD,54,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-055,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121A,stated-at,O007-FREMLIN-V1-S121-SEG-121A,55,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-056,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121B,stated-at,O007-FREMLIN-V1-S121-SEG-121B,56,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-057,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121H,stated-at,O007-FREMLIN-V1-S121-SEG-121H,57,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-058,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121I,stated-at,O007-FREMLIN-V1-S121-SEG-121I,58,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-059,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121J,stated-at,O007-FREMLIN-V1-S121-SEG-121J,59,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-060,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121DA,stated-at,O007-FREMLIN-V1-S121-SEG-121DA,60,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-061,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121DB,stated-at,O007-FREMLIN-V1-S121-SEG-121DB,61,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-062,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121DC,stated-at,O007-FREMLIN-V1-S121-SEG-121DC,62,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-063,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EA,stated-at,O007-FREMLIN-V1-S121-SEG-121EA,63,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-064,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EB,stated-at,O007-FREMLIN-V1-S121-SEG-121EB,64,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-065,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EC,stated-at,O007-FREMLIN-V1-S121-SEG-121EC,65,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-066,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121ED,stated-at,O007-FREMLIN-V1-S121-SEG-121ED,66,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-067,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EE,stated-at,O007-FREMLIN-V1-S121-SEG-121EE,67,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-068,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EF,stated-at,O007-FREMLIN-V1-S121-SEG-121EF,68,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-069,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EG,stated-at,O007-FREMLIN-V1-S121-SEG-121EG,69,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-070,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121EH,stated-at,O007-FREMLIN-V1-S121-SEG-121EH,70,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-071,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121FA,stated-at,O007-FREMLIN-V1-S121-SEG-121FA,71,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-072,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121FB,stated-at,O007-FREMLIN-V1-S121-SEG-121FB,72,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-073,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121FC,stated-at,O007-FREMLIN-V1-S121-SEG-121FC,73,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-074,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121FD,stated-at,O007-FREMLIN-V1-S121-SEG-121FD,74,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-075,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121FE,stated-at,O007-FREMLIN-V1-S121-SEG-121FE,75,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-076,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121KA,stated-at,O007-FREMLIN-V1-S121-SEG-121KA,76,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-077,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-RESULT-121KB,stated-at,O007-FREMLIN-V1-S121-SEG-121KB,77,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-078,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-PROOF-121A-I,proves,O007-FREMLIN-V1-S121-RESULT-121A,78,,"{""basis"":""printed proof clause (i) inside proof macro for 121A"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S121-REL-079,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-PROOF-121A-II,proves,O007-FREMLIN-V1-S121-RESULT-121A,79,,"{""basis"":""printed proof clause (ii) inside proof macro for 121A"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
