schema_version,record_type,id,unit_id,source_term,target_term,term_kind,definition_ids,provenance
1.1.0,term,O007-FREMLIN-V1-S121-TERM-LIMIT-INFERIOR,O007-FREMLIN-V1-S121,limit inferior,limit inferior,preferred,"[""O007-FREMLIN-V1-S121-DEF-LIMIT-INFERIOR""]","{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-CAUCHY-SEQUENCE,O007-FREMLIN-V1-S121,Cauchy sequence,barisan Cauchy,preferred,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-COORDINATE-FUNCTION,O007-FREMLIN-V1-S121,coordinate function,fungsi koordinat,preferred,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-CONEGLIGIBLE-SET,O007-FREMLIN-V1-S121,conegligible set,himpunan koterabaikan,frozen-prior,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-ALMOST-EVERYWHERE,O007-FREMLIN-V1-S121,almost everywhere,hampir di mana-mana,frozen-prior,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-OUTER-MEASURE,O007-FREMLIN-V1-S121,outer measure,ukuran luar,frozen-prior,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-CARATHEODORY-METHOD,O007-FREMLIN-V1-S121,Caratheodory's method,metode Caratheodory,frozen-prior,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-BOREL-SIGMA-ALGEBRA,O007-FREMLIN-V1-S121,Borel sigma-algebra,aljabar-sigma Borel,preferred,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-POSITIVE-PART,O007-FREMLIN-V1-S121,positive part,bagian positif,exercise-concept,"[""O007-FREMLIN-V1-S121-DEF-POSITIVE-PART""]","{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-NEGATIVE-PART,O007-FREMLIN-V1-S121,negative part,bagian negatif,exercise-concept,"[""O007-FREMLIN-V1-S121-DEF-NEGATIVE-PART""]","{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-BOREL-SET,O007-FREMLIN-V1-S121,Borel set,himpunan Borel,preferred,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
1.1.0,term,O007-FREMLIN-V1-S121-TERM-PARTIALLY-DEFINED-FUNCTION,O007-FREMLIN-V1-S121,partially-defined function,fungsi yang terdefinisi sebagian,central-source-convention,[],"{""basis"":""reader-facing term or machine-indexed concept bound by the S121 source review and final id-ID target"",""kind"":""terminology-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-MT121-SOURCE-REVIEW""]}"
