schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,provenance
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0011,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,11,121A,121A,32,31,1373,1376,1373,1376,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0012,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,12,121A,121A,32,31,1384,1387,1387,1390,D,D,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0013,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,13,121A,121A,32,32,1405,1408,1413,1416,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0014,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,14,121A,121A,34,34,1439,1472,1443,1476,\Sigma_D=\{E\cap D:E\in\Sigma\},\Sigma_D=\{E\cap D:E\in\Sigma\},72514f3768945dce0f2e789cd7803a8cb81b7149749482ee470c8a56cb7a3007,72514f3768945dce0f2e789cd7803a8cb81b7149749482ee470c8a56cb7a3007,6b15156ba0c62be2f926048b125f89335c6a951b5a471b7067476c68b5e41caf,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0015,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,15,121A,121A,36,36,1498,1508,1495,1505,\Sigma_D,\Sigma_D,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0016,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,16,121A,121A,36,36,1514,1522,1521,1529,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0017,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,17,121A,121A,36,37,1545,1548,1559,1562,D,D,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0018,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-I,18,121A,121A-proof-i,38,39,1575,1613,1582,1620,\emptyset=\emptyset\cap D\in\Sigma_D,\emptyset=\emptyset\cap D\in\Sigma_D,018b8c06218dfec3c50e6573ee3f95404736399db74ff8cc3bdf10124735eb78,018b8c06218dfec3c50e6573ee3f95404736399db74ff8cc3bdf10124735eb78,d0d753bace651d51759be5d6894e995223cb09d0071d362f14c943237c263658,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0019,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-I,19,121A,121A-proof-i,39,40,1623,1643,1628,1648,\emptyset\in\Sigma,\emptyset\in\Sigma,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,0603252279fe203b6371a7e2e052ec327c6249ad4bc20c00413cbc7d523984a9,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0020,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,20,121A,121A-proof-ii,43,44,1684,1698,1677,1691,F\in\Sigma_D,F\in\Sigma_D,15c7689a595881a61c8b9f3264bbb787fc6198edb4628eae07b931424b382da4,15c7689a595881a61c8b9f3264bbb787fc6198edb4628eae07b931424b382da4,15c7689a595881a61c8b9f3264bbb787fc6198edb4628eae07b931424b382da4,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0021,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,21,121A,121A-proof-ii,43,44,1712,1724,1702,1714,E\in\Sigma,E\in\Sigma,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0022,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,22,121A,121A-proof-ii,44,45,1736,1747,1735,1746,F=E\cap D,F=E\cap D,4d6834ae322fdd9cc8dd90d222bd56253d5cecb49a9975190ad601b507ba4b5c,4d6834ae322fdd9cc8dd90d222bd56253d5cecb49a9975190ad601b507ba4b5c,9648e8ef5a7faa2bf4a808d343e7481c59b131b918166008cc38e196f4f88e56,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0023,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,23,121A,121A-proof-ii,44,46,1754,1800,1757,1803,D\setminus F=(X\setminus E)\cap D\in\Sigma_D,D\setminus F=(X\setminus E)\cap D\in\Sigma_D,1cd7273b4718d1c5cbde1b9f051882c562c7017ae52cfffa4456e4d820ec3899,1cd7273b4718d1c5cbde1b9f051882c562c7017ae52cfffa4456e4d820ec3899,66aeba559d0c1b1499bb021f454a90e7fe122e7b08a6c036b8d92727084dddb0,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0024,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-II,24,121A,121A-proof-ii,45,47,1810,1833,1811,1834,X\setminus E\in\Sigma,X\setminus E\in\Sigma,6352e47a2abec4ffc2cc5959f98cf91139a7b0c4e8cafd1bc8556a0ab6553796,6352e47a2abec4ffc2cc5959f98cf91139a7b0c4e8cafd1bc8556a0ab6553796,75ea76760ae72693d5bad90776041319b6ebd7de3a7ef6f7000cc8b5c2aaec9c,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0025,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,25,121A,121A-proof-iii,49,51,1875,1908,1864,1897,\langle F_n\rangle_{n\in\Bbb N},\langle F_n\rangle_{n\in\Bbb N},e29af4f6259bd860a9d9ade5c7f9d3e5102b482f5899c3c593f7b1a8492afa3f,e29af4f6259bd860a9d9ade5c7f9d3e5102b482f5899c3c593f7b1a8492afa3f,d28f67463451d7c32fe4a44b2124c0d59ab8757b0e3fc4759de10f8853176b37,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0026,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,26,121A,121A-proof-iii,50,52,1929,1939,1932,1942,\Sigma_D,\Sigma_D,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0027,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,27,121A,121A-proof-iii,50,52,1955,1967,1962,1974,n\in\Bbb N,n\in\Bbb N,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,02bb197ae0de627eb1861382dcf81826f92f1895770d739be7f05b2435488186,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0028,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,28,121A,121A-proof-iii,50,53,1985,1999,1994,2008,E_n\in\Sigma,E_n\in\Sigma,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0029,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,29,121A,121A-proof-iii,51,53,2011,2026,2029,2044,F_n=E_n\cap D,F_n=E_n\cap D,0864d86bcccd12796e961d209d696d8e5b7a72f34315653080cc5dfeaecc52eb,0864d86bcccd12796e961d209d696d8e5b7a72f34315653080cc5dfeaecc52eb,6088a3a5d78f2e260b25fed933453ee3b18a69bff433db305b134f0fe8394800,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0030,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,30,121A,121A-proof-iii,52,54,2034,2102,2055,2123,\bigcup_{n\in\Bbb N}F_n=(\bigcup_{n\in\Bbb N}E_n)\cap D\in\Sigma_D,\bigcup_{n\in\Bbb N}F_n=(\bigcup_{n\in\Bbb N}E_n)\cap D\in\Sigma_D,3dbc6cf2060752a671f763aeb69174aa791aefae98e5f077ed68a0183f1efe41,3dbc6cf2060752a671f763aeb69174aa791aefae98e5f077ed68a0183f1efe41,f1ee474cd2c5c5a172d0b1809b9c184c02931415ea160a528644f5367002243f,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0031,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A-PROOF-III,31,121A,121A-proof-iii,53,55,2112,2146,2131,2165,\bigcup_{n\in\Bbb N}E_n\in\Sigma,\bigcup_{n\in\Bbb N}E_n\in\Sigma,d5a618ba7c593083d739e1a9db42d346ff268960da201633cdb064c5cfe5a276,d5a618ba7c593083d739e1a9db42d346ff268960da201633cdb064c5cfe5a276,6e05688cdefc79591bcde87f1f20a245c283006aba6b283457185bf0eb2447b9,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0032,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,32,121A,121A,58,60,2233,2243,2242,2252,\Sigma_D,\Sigma_D,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,782577c277fcf7158c33c94edf925d9bf16ba9258f8453eb53c2a1d4c4d6ce83,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0033,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,33,121A,121A,59,61,2263,2271,2274,2282,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0034,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,34,121A,121A,59,61,2295,2298,2322,2325,D,D,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S121-FORMULA-0035,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121A,35,121A,121A,60,63,2368,2371,2402,2405,D,D,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,3f39d5c348e5b79d06e842c114e6cc571583bbf44e4b0ebfda1a01ec05745d43,$,,"{""basis"":""ordered top-level TeX math atom from the additive nested-math scanner; symbolic replay is exact except correction IDs explicitly linked on the record"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
