schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,semantic_anchor,source_label,target_label,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121EC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121EC,121E,121Ec,Scalar multiples of measurable functions,Kelipatan skalar fungsi terukur,"(c) If $f$ is measurable and $c\in\Bbb R$, then $cf$ is measurable,
where
$(cf)(x)=c\cdot f(x)$ for $x\in \dom f$.
     
","(c) Jika $f$ terukur dan $c\in\Bbb R$, maka $cf$ terukur, dengan
$(cf)(x)=c\cdot f(x)$ untuk $x\in \dom f$.

",d958ca3ef85f322e6844452e3ae0aa9ca47a669c225ddbafd5d87f638ccb83a3,d45edbc94558b5b1b4ebdb22b81f71b514d11c4ef623cc722e604280dad9ee99,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121ED,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121ED,121E,121Ed,Products of measurable functions,Hasil kali fungsi terukur,"(d) If $f$ and $g$ are measurable, so is $f\times g$, where $(f\times
g)(x)=f(x)\times g(x)$ for $x\in \dom f\cap\dom g$.
     
","(d) Jika $f$ dan $g$ terukur, maka $f\times g$ juga terukur, dengan
$(f\times g)(x)=f(x)\times g(x)$ untuk
$x\in \dom f\cap\dom g$.

",e6577a56b1725a2690859b19a3baaf4edeee0d6431685993bc13b50363690d45,c2b9b6cb41df7202fb193c9a91390030bf42b22af382ebf953054209d7350207,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121EE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121EE,121E,121Ee,Quotients of measurable functions,Hasil bagi fungsi terukur,"(e) If $f$ and $g$ are measurable, so is $f/g$, where
$(f/g)(x)=f(x)/g(x)$ when
$x\in \dom f\cap\dom g$ and $g(x)\ne 0$.
     
","(e) Jika $f$ dan $g$ terukur, maka $f/g$ juga terukur, dengan
$(f/g)(x)=f(x)/g(x)$ ketika $x\in \dom f\cap\dom g$ dan $g(x)\ne 0$.

",51066145c27707d6227eeae57d8dc5e08325c6e7f1061e34b12602e4583e9ae9,36e7be880bed6e2b92b823c0d5a685199c75cc1a0c92497a5982113adb43a281,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121EF,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121EF,121E,121Ef,Borel inverse images,Prapeta Borel,"(f) If $f$ is measurable and $E\subseteq\Bbb R$ is a Borel set, then
there is an
$F\in\Sigma$ such that $f^{-1}[E]=\{x:f(x)\in E\}$ is equal to $F\cap
\dom f$.
     
","(f) Jika $f$ terukur dan $E\subseteq\Bbb R$ suatu himpunan Borel, maka
terdapat $F\in\Sigma$ sedemikian sehingga
$f^{-1}[E]=\{x:f(x)\in E\}$ sama dengan $F\cap\dom f$.

",7f91971a0637c2febff1aaed58a9ee76b8a1e38fab587ef906b5c42cc8b46450,38fad1f727e32b20964b9ba98fdc8878087ce20f637f1b5c6d8fad0a64c65198,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121EG,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121EG,121E,121Eg,Composition with a Borel measurable function,Komposisi dengan fungsi terukur Borel,"(g) If $f$ is measurable and $h$ is  a Borel measurable function from a
subset $\dom h$
of $\Bbb R$ to $\Bbb R$, then $hf$ is measurable, where
$(hf)(x)=h(f(x))$ for $x\in\dom(hf)=\{y:y\in\dom f,\,f(y)\in\dom h\}$.
     
","(g) Jika $f$ terukur dan $h$ suatu fungsi terukur Borel dari suatu
subhimpunan $\dom h$ dari $\Bbb R$ ke $\Bbb R$, maka $hf$ terukur,
dengan $(hf)(x)=h(f(x))$ untuk
$x\in\dom(hf)=\{y:y\in\dom f,\,f(y)\in\dom h\}$.

",a79e32ad56aaa4ffcbefa2aab97f52970ca1d50bab969dd5c4ea9adf810e7d49,7fe089b0cc7bdb1a24a3172a06ef410aee8088ebf9d078083900b6b974470fb5,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121EH,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121EH,121E,121Eh,Restrictions of measurable functions,Pembatasan fungsi terukur,"(h) If $f$ is measurable and $A$ is any set, then $f\restr A$ is
measurable, where $\dom(f\restr A)=A\cap\dom f$ and
$(f\restr A)(x)=f(x)$ for $x\in A\cap\dom f$.
     
","(h) Jika $f$ terukur dan $A$ sembarang himpunan, maka $f\restr A$
terukur, dengan $\dom(f\restr A)=A\cap\dom f$ dan
$(f\restr A)(x)=f(x)$ untuk $x\in A\cap\dom f$.

",2a3e8e1c8dc0460ba3f8f30c72551b63c0b5496f9902a8320dc8af034de74586,5385e912c3cc039bcb578bec6a6e7115f18481fda866b62730c1df1069e3d37a,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121FA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121FA,121F,121Fa,Pointwise limits are measurable,Limit titik-demi-titik terukur,"(a) Define a function $\lim_{n\to\infty}f_n$ by writing
     
\Centerline{$(\lim_{n\to\infty}f_n)(x)=\lim_{n\to\infty}f_n(x)$}
     
\noindent for all those
$x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom f_m$ for which the limit exists in $\Bbb R$.   Then $\lim_{n\to\infty}f_n$ is
$\Sigma$-measurable.
     
     
","(a) Definisikan suatu fungsi $\lim_{n\to\infty}f_n$ dengan menuliskan

\Centerline{$(\lim_{n\to\infty}f_n)(x)=\lim_{n\to\infty}f_n(x)$}

\noindent untuk semua
$x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom f_m$ yang limitnya ada
dalam $\Bbb R$. Maka $\lim_{n\to\infty}f_n$ merupakan fungsi
$\Sigma$-terukur.


",9a4c175ad5c84207dcdb4107978c59444fee197f3557146ebe54188fea29a804,d97bf439dce09a35e2675ccc4d1fbbb9f8bb9a538e84cbd4fd043793b1885b4d,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121FB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121FB,121F,121Fb,Pointwise suprema are measurable,Supremum titik-demi-titik terukur,"(b) Define a function $\sup_{n\in\Bbb N}f_n$ by writing
     
\Centerline{$(\sup_{n\in\Bbb N}f_n)(x)=\sup_{n\in\Bbb N}f_n(x)$}
     
\noindent for all those $x\in\bigcap_{n\in\Bbb N}\dom f_n$ for which the
supremum exists in $\Bbb R$.   Then $\sup_{n\in\Bbb N}f_n$ is
$\Sigma$-measurable.
     
","(b) Definisikan suatu fungsi $\sup_{n\in\Bbb N}f_n$ dengan menuliskan

\Centerline{$(\sup_{n\in\Bbb N}f_n)(x)=\sup_{n\in\Bbb N}f_n(x)$}

\noindent untuk semua $x\in\bigcap_{n\in\Bbb N}\dom f_n$ yang
supremumnya ada dalam $\Bbb R$. Maka $\sup_{n\in\Bbb N}f_n$ merupakan
fungsi $\Sigma$-terukur.

",c5773bff8426050915c9bec006b374f48fbb19441d96e58f67ff9becb57a4d5f,3058de988f996515a59fb8c26b2b49e71df2c8ca505aaf73b7db3fba4ab74008,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121FC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121FC,121F,121Fc,Pointwise infima are measurable,Infimum titik-demi-titik terukur,"(c) Define a function $\inf_{n\in\Bbb N}f_n$ by writing
     
\Centerline{$(\inf_{n\in\Bbb N}f_n)(x)=\inf_{n\in\Bbb N}f_n(x)$}
     
\noindent for all those $x\in\bigcap_{n\in\Bbb N}\dom f_n$ for which the
infimum exists in $\Bbb R$.   Then $\inf_{n\in\Bbb N}f_n$ is
$\Sigma$-measurable.
     
","(c) Definisikan suatu fungsi $\inf_{n\in\Bbb N}f_n$ dengan menuliskan

\Centerline{$(\inf_{n\in\Bbb N}f_n)(x)=\inf_{n\in\Bbb N}f_n(x)$}

\noindent untuk semua $x\in\bigcap_{n\in\Bbb N}\dom f_n$ yang
infimumnya ada dalam $\Bbb R$. Maka $\inf_{n\in\Bbb N}f_n$ merupakan
fungsi $\Sigma$-terukur.

",2a0a74af424703b972f7e7ad808c072ea2eeafa82bee240916160e1dac6ef241,6fb62061e2064f16cb471d5abcb7cc60698771446098adb5b8ceb4393755587e,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121FD,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121FD,121F,121Fd,Limit superior is measurable,Limit superior terukur,"(d) Define a function $\limsup_{n\to\infty}f_n$ by writing
     
\Centerline{$(\limsup_{n\to\infty}f_n)(x)=\limsup_{n\to\infty}f_n(x)$}
     
\noindent for all those 
$x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom f_m$ for which the 
$\limsup$ exists in $\Bbb R$.   Then $\limsup_{n\to\infty}f_n$ is
$\Sigma$-measurable.
     
","(d) Definisikan suatu fungsi $\limsup_{n\to\infty}f_n$ dengan
menuliskan

\Centerline{$(\limsup_{n\to\infty}f_n)(x)
=\limsup_{n\to\infty}f_n(x)$}

\noindent untuk semua
$x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom f_m$ yang $\limsup$-nya
ada dalam $\Bbb R$. Maka $\limsup_{n\to\infty}f_n$ merupakan fungsi
$\Sigma$-terukur.

",d8889b6de6e9123f477de9ccc2e7f644fcd9035a2947c73423f4e3e0858561ae,5cea506b5cdf823002124f98c66c21ebd737d3d7b1367052b5f9147ae2171393,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121FE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121FE,121F,121Fe,Limit inferior is measurable,Limit inferior terukur,"(e) Define a function $\liminf_{n\to\infty}f_n$ by writing
     
\Centerline{$(\liminf_{n\to\infty}f_n)(x)=\liminf_{n\to\infty}f_n(x)$}
     
\noindent for all those $x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom
f_m$ for which the $\liminf$ exists in $\Bbb R$.   Then
$\liminf_{n\in\Bbb N}f_n$ is
$\Sigma$-measurable.
     
","(e) Definisikan suatu fungsi $\liminf_{n\to\infty}f_n$ dengan
menuliskan

\Centerline{$(\liminf_{n\to\infty}f_n)(x)
=\liminf_{n\to\infty}f_n(x)$}

\noindent untuk semua
$x\in\bigcup_{n\in\Bbb N}\bigcap_{m\ge n}\dom f_m$ yang $\liminf$-nya
ada dalam $\Bbb R$. Maka $\liminf_{n\to\infty}f_n$ merupakan fungsi
$\Sigma$-terukur.

",ee3443c617f6e1b9597b5369abe9e04fa886e08dbf90a30b124c402808cda522,4e43d29f002e63b0b2d7901ecb5e594858048699ccc9ae95735a7df06675c3b8,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,result,O007-FREMLIN-V1-S121-RESULT-121KA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121KA,121K,121Ka,Vector inverse images of Borel sets,Prapeta vektor dari himpunan Borel,"(a) for any Borel set $E\subseteq\BbbR^r$, $f^{-1}[E]$ belongs to the subspace $\sigma$-algebra $\Sigma_D$;
     
","(a) untuk setiap himpunan Borel $E\subseteq\BbbR^r$, $f^{-1}[E]$
termasuk dalam aljabar-$\sigma$ subruang $\Sigma_D$;

",cc8761ce12c94c893e93e0fd5a42081aee826098b52da5b6fd3ab8aeada36f80,137aae1970f4bb216485601c81f06b5e9255c1a4477b150ea5ad71b630b854f5,"{""basis"":""formal result statement bounded before its proof or at an exact printed statement part"",""kind"":""source-derived-result-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
