schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0011,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,11,132A,132A,29,29,911,925,943,957,\mu^*E=\mu E,\mu^*E=\mu E,7f05fbd6951bdb0a106b974ceeed8c528c60b93447b6a013a1f524777d2370da,7f05fbd6951bdb0a106b974ceeed8c528c60b93447b6a013a1f524777d2370da,041f577a08b11eb31b266a6a13d0f788874226065c48c4f2c11c0586abf0ea71,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0012,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,12,132A,132A,29,29,936,948,971,983,E\in\Sigma,E\in\Sigma,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0013,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,13,132A,132A,31,31,961,975,1005,1019,A\subseteq X,A\subseteq X,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,d1193567821266844024558ec63a8dc1c0e6f8bbdf2948430a22df5ce80a3001,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0014,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,14,132A,132A,31,31,979,984,1029,1034,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0015,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,15,132A,132A,31,32,1000,1010,1066,1076,\mu^*A=0,\mu^*A=0,196eac71ee0897f21e062eef95f7e8dc5528bbceb89d395a35e2586a6223f296,196eac71ee0897f21e062eef95f7e8dc5528bbceb89d395a35e2586a6223f296,196eac71ee0897f21e062eef95f7e8dc5528bbceb89d395a35e2586a6223f296,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0016,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,16,132A,132A,33,34,1017,1075,1083,1141,\mu^*(\bigcup_{n\in\Bbb N}A_n)=\lim_{n\to\infty}\mu^*A_n,\mu^*(\bigcup_{n\in\Bbb N}A_n)=\lim_{n\to\infty}\mu^*A_n,2dbd3a6312d35b01705475f4748bb4033c241840418ae90b5419e110dc9ac1f1,2dbd3a6312d35b01705475f4748bb4033c241840418ae90b5419e110dc9ac1f1,2a1e1e25855e86d5a20ef2f9f38ada6eebf7e12c21d50f9474d044bff11d6a9e,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0017,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,17,132A,132A,34,35,1110,1127,1175,1192,\sequencen{A_n},\sequencen{A_n},199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0018,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,18,132A,132A,34,36,1142,1145,1222,1225,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0019,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,19,132A,132A,36,38,1152,1195,1232,1275,\mu^*A=\mu^*(A\cap F)+\mu^*(A\setminus F),\mu^*A=\mu^*(A\cap F)+\mu^*(A\setminus F),0beeb268af3b79308be69860de51df8d11d302421fc85ada33fa6061eb26a4dc,0beeb268af3b79308be69860de51df8d11d302421fc85ada33fa6061eb26a4dc,6d174b95e5e5c6d5456302bccbcd3b8e84cbc2ea0a7e2839ef2cf413916b2238,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0020,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,20,132A,132A,37,39,1205,1219,1286,1300,A\subseteq X,A\subseteq X,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,d1193567821266844024558ec63a8dc1c0e6f8bbdf2948430a22df5ce80a3001,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0021,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,21,132A,132A,37,39,1224,1236,1305,1317,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0022,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,22,132A,132A,39,41,1265,1277,1350,1362,n\in\Bbb N,n\in\Bbb N,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,02bb197ae0de627eb1861382dcf81826f92f1895770d739be7f05b2435488186,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0023,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,23,132A,132A,40,42,1295,1309,1382,1396,E_n\in\Sigma,E_n\in\Sigma,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0024,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,24,132A,132A,40,42,1320,1336,1417,1433,A\subseteq E_n,A\subseteq E_n,d647be8c1d31a73312464e179f8113bbdf4b4f36da184de4d60eb4c1c7a9b7a0,d647be8c1d31a73312464e179f8113bbdf4b4f36da184de4d60eb4c1c7a9b7a0,674e9e0294a642a9111aa9556775c3c82915383824757115d90bc9db76e3eb20,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0025,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,25,132A,132A,41,43,1341,1366,1438,1463,\mu E_n\le\mu^*A+2^{-n},\mu E_n\le\mu^*A+2^{-n},e26445e246585a6398f3f7673cdc4ae04b79e3db45331674b8c39b7393984bc2,e26445e246585a6398f3f7673cdc4ae04b79e3db45331674b8c39b7393984bc2,13f7e73fa644676b136fd7178949631d91ba13b58531406369e127211e5eff1e,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0026,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,26,132A,132A,41,43,1373,1409,1474,1510,E=\bigcap_{n\in\Bbb N}E_n\in\Sigma,E=\bigcap_{n\in\Bbb N}E_n\in\Sigma,917090ed1ffe15f57b28d3a023da3fe4d30c62c680fe10191a37019144d06057,917090ed1ffe15f57b28d3a023da3fe4d30c62c680fe10191a37019144d06057,3748625bd1bb401e3c007c1d5635003d7c04647ece5ce69d11adc48c05de2fcc,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0027,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,27,132A,132A,42,44,1411,1425,1512,1526,A\subseteq E,A\subseteq E,62d71233f7e816fa8bb8d5948299deee4336cdc73550f53d365ecf3dadbad9cc,62d71233f7e816fa8bb8d5948299deee4336cdc73550f53d365ecf3dadbad9cc,d5bf78a980b0494ca4f99b4ab4510d05ed1ade5be3cd9bac8f89ff21a6ad47a2,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0028,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,28,132A,132A,44,46,1443,1495,1545,1597,\mu^*A\le\mu E\le\inf_{n\in\Bbb N}\mu E_n\le\mu^*A,\mu^*A\le\mu E\le\inf_{n\in\Bbb N}\mu E_n\le\mu^*A,acf526dcc2113ed18c0327fcbfb239db1a6a8d113feb2b94b5b1163c58778568,acf526dcc2113ed18c0327fcbfb239db1a6a8d113feb2b94b5b1163c58778568,81b63910491acf669d0aae2e699e214a26860e870ac2be7d2198fd7355d80478,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0029,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,29,132A,132A,48,50,1522,1553,1624,1655,\mu^*\emptyset=\mu\emptyset=0,\mu^*\emptyset=\mu\emptyset=0,6fbd592ceb1eb2c679b09977244c18a10533aa8ac1d273d52fd7d5dc37b56357,6fbd592ceb1eb2c679b09977244c18a10533aa8ac1d273d52fd7d5dc37b56357,6fbd592ceb1eb2c679b09977244c18a10533aa8ac1d273d52fd7d5dc37b56357,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0030,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,30,132A,132A,49,51,1565,1590,1667,1692,A\subseteq B\subseteq X,A\subseteq B\subseteq X,8a96d1b5c1b37cac47bf1a497a7a531880ef4e0f0a92f7acc9fe00524fde003a,8a96d1b5c1b37cac47bf1a497a7a531880ef4e0f0a92f7acc9fe00524fde003a,e5f396cc3349879d15e2d1e0ccb4e6f0b31c93508edafff6ef51694b59657c44,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0031,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,31,132A,132A,49,51,1596,1661,1699,1765,"\{E:A\subseteq
E\in\Sigma\}\supseteq\{E:B\subseteq E\in\Sigma\}","\{E:A\subseteq E\in\Sigma\}\supseteq
\{E:B\subseteq E\in\Sigma\}",2af31453dc70f0eeb1dec17202d61c9a5fd7ebeda6ac2379977b5d1493947f99,28a121dd31e942dd71cfe3d5886d7d79bf036d421a0c5dfc9546edab5912141e,b806ddaf277671875740588a8246b15b6cb7e03158d280bcf8dd84bcb5737ecd,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0032,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,32,132A,132A,51,52,1665,1682,1775,1792,\mu^*A\le\mu^*B,\mu^*A\le\mu^*B,d20a8a8ac0013d0fe2928895e2dc2aeabcc613b3df778478f3a6caf43b54c091,d20a8a8ac0013d0fe2928895e2dc2aeabcc613b3df778478f3a6caf43b54c091,d20a8a8ac0013d0fe2928895e2dc2aeabcc613b3df778478f3a6caf43b54c091,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0033,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,33,132A,132A,52,53,1693,1710,1805,1822,\sequencen{A_n},\sequencen{A_n},199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,199655af1923a488e018c40bc4d88be11f1a7d12f05f815d708b5d2281b18023,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0034,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,34,132A,132A,52,53,1730,1739,1854,1863,\Cal PX,\Cal PX,4dce7037e42ad70df46b01d3a234f942e0f6a5c17a8f29c7355c7165171fd0f5,4dce7037e42ad70df46b01d3a234f942e0f6a5c17a8f29c7355c7165171fd0f5,c39454e2973ee84b79dfbb4f77561c81ff2aeca1033a681e58167a2154efe8a6,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0035,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,35,132A,132A,53,54,1755,1767,1883,1895,n\in\Bbb N,n\in\Bbb N,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,02bb197ae0de627eb1861382dcf81826f92f1895770d739be7f05b2435488186,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0036,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,36,132A,132A,53,54,1780,1794,1905,1919,E_n\in\Sigma,E_n\in\Sigma,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,686bc9e3100afb32f72bbf04788bcdb24f961ddb112b0b553ce53fd06bc66ea1,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0037,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,37,132A,132A,54,55,1805,1823,1940,1958,A_n\subseteq E_n,A_n\subseteq E_n,0d98823c0885e2b7477a9593032e1e4a4cec6e16ca96f81aa48af579ddca931c,0d98823c0885e2b7477a9593032e1e4a4cec6e16ca96f81aa48af579ddca931c,119a87b7520b851c0b4eb535d8d0baf68d42d2c041a23481ba5e891702a8fc7b,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S132-FORMULA-0038,O007-FREMLIN-V1-S132,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S132-SEG-132A,38,132A,132A,54,55,1828,1846,1963,1981,\mu E_n=\mu^*A_n,\mu E_n=\mu^*A_n,e79175509ebe9472febd28cc5ee046d8c32fda8452451e7de6b4314af56600ab,e79175509ebe9472febd28cc5ee046d8c32fda8452451e7de6b4314af56600ab,3c1fa2a918a3105c855bd8de7758178bee0b3b9439d11cba51f7b06c979e9991,$,"{""basis"":""ordered nested-math atom; normalized symbolic replay exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
