schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121C,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,11,121C,121C,121C,explicit,false,,definition,Measurable functions,Fungsi terukur,118,143,126,153,4471,5741,4390,5727,42f8b0c3b25316edf861f852d15e31b57ec1d746998056db59cd5c0a17555be9,8b9f835fd8f85e9eeb92d75b557e37c4a9a67caf9a34c3f35e8c27c1346ea907,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121D,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,12,121D,121D,121D,explicit,false,,result,Basic examples of measurable functions,Contoh dasar fungsi terukur,144,208,154,221,5741,8289,5727,8398,d83c618cf923a31c071ab5be195141002da24cb5b4515862978f7fa3fbc16901,f0242496d6875b9bbfd724491bb616681069a7f8a95e6481e7518fb0a2f425b8,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121DA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121D,13,121D,121Da,121Da,implicit-subanchor,false,Printed 121D statement part (a) restored as 121Da.,result,121D part (a),Bagian 121D(a),147,148,157,158,5869,5935,5865,5933,b3e97ed7500679190be3d2bbcd78b335266f14804308cd0de44c66e2108c3bc0,e849913c176a18138f7152b26f701b1c88f41e4ea4512112a455cd88ea5ce0df,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121DB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121D,14,121D,121Db,121Db,implicit-subanchor,false,Printed 121D statement part (b) restored as 121Db.,result,121D part (b),Bagian 121D(b),149,150,159,160,5935,5992,5933,5992,d159f7aee902ad504e8db90bbc9d5068b5c15ac80648968c0f294daa5c859d38,f7dcac793df352967856c21c83e0e7784c26cd5fba8a45d6e35d016ead7707c9,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121DC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121D,15,121D,121Dc,121Dc,implicit-subanchor,false,Printed 121D statement part (c) restored as 121Dc.,result,121D part (c),Bagian 121D(c),151,152,161,162,5992,6058,5992,6061,4e9cee82b92d626578225264aaa91a88527f8ceefd28c4d17446fc75ba521885,79602a16cbd0fa97b93db927df9b6f75fc20f34bfb084f0b9b557a9c242178ff,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121E,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,16,121E,121E,121E,explicit,false,,result,Finite operations on measurable functions,Operasi hingga pada fungsi terukur,209,454,222,463,8289,17188,8398,17280,35df67748d3b51e45ce018116a931fa2e4b233548e40ce2a175a124a3703558c,0426b3095b28b5a93a6c3752f7e6b757ac985d793a4d128f064eb2e3d54acc27,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,17,121E,121Ea,121Ea,implicit-subanchor,false,Printed 121E statement part (a) restored as 121Ea.,result,121E part (a),Bagian 121E(a),214,216,227,228,8493,8543,8632,8685,b62506105a3bae7e10d1d21b3a35077446f33fa8b64f03847ac50eec85363873,8272f1753213c466fac66b1049faa603d09187fb0c7c9c7fa22911c2d709c830,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,18,121E,121Eb,121Eb,implicit-subanchor,false,Printed 121E statement part (b) restored as 121Eb.,result,121E part (b),Bagian 121E(b),217,220,229,231,8543,8657,8685,8799,1b3ced8348d6df909c0b2ea8e9160dba3e83bc76468209097d4005fe66743fa8,4f6aebd2ccbac4ad32e77d99f7617283bde7e88ebb51d44e1b6195f268fefca7,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,19,121E,121Ec,121Ec,implicit-subanchor,false,Printed 121E statement part (c) restored as 121Ec.,result,121E part (c),Bagian 121E(c),221,224,232,234,8657,8782,8799,8908,d958ca3ef85f322e6844452e3ae0aa9ca47a669c225ddbafd5d87f638ccb83a3,d45edbc94558b5b1b4ebdb22b81f71b514d11c4ef623cc722e604280dad9ee99,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121ED,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,20,121E,121Ed,121Ed,implicit-subanchor,false,Printed 121E statement part (d) restored as 121Ed.,result,121E part (d),Bagian 121E(d),225,227,235,238,8782,8913,8908,9041,e6577a56b1725a2690859b19a3baaf4edeee0d6431685993bc13b50363690d45,c2b9b6cb41df7202fb193c9a91390030bf42b22af382ebf953054209d7350207,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,21,121E,121Ee,121Ee,implicit-subanchor,false,Printed 121E statement part (e) restored as 121Ee.,result,121E part (e),Bagian 121E(e),228,231,239,241,8913,9044,9041,9173,51066145c27707d6227eeae57d8dc5e08325c6e7f1061e34b12602e4583e9ae9,36e7be880bed6e2b92b823c0d5a685199c75cc1a0c92497a5982113adb43a281,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EF,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,22,121E,121Ef,121Ef,implicit-subanchor,false,Printed 121E statement part (f) restored as 121Ef.,result,121E part (f),Bagian 121E(f),232,236,242,245,9044,9215,9173,9342,7f91971a0637c2febff1aaed58a9ee76b8a1e38fab587ef906b5c42cc8b46450,38fad1f727e32b20964b9ba98fdc8878087ce20f637f1b5c6d8fad0a64c65198,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EG,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,23,121E,121Eg,121Eg,implicit-subanchor,false,Printed 121E statement part (g) restored as 121Eg.,result,121E part (g),Bagian 121E(g),237,241,246,250,9215,9441,9342,9557,a79e32ad56aaa4ffcbefa2aab97f52970ca1d50bab969dd5c4ea9adf810e7d49,7fe089b0cc7bdb1a24a3172a06ef410aee8088ebf9d078083900b6b974470fb5,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121EH,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121E,24,121E,121Eh,121Eh,implicit-subanchor,false,Printed 121E statement part (h) restored as 121Eh.,result,121E part (h),Bagian 121E(h),242,245,251,254,9441,9614,9557,9722,2a3e8e1c8dc0460ba3f8f30c72551b63c0b5496f9902a8320dc8af034de74586,5385e912c3cc039bcb578bec6a6e7115f18481fda866b62730c1df1069e3d37a,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121F,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,25,121F,121F,121F,explicit,false,,result,Sequential operations on measurable functions,Operasi berurutan pada fungsi terukur,455,536,464,552,17188,19850,17280,19855,a35a13c1261973e5c8ebe48b8568f50059bc159a3ec17f07b79de98f87390aec,6c77580ebb207b1525af031f4553714e83418820944e21aa2ad73fa1778feeed,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121FA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121F,26,121F,121Fa,121Fa,implicit-subanchor,false,Printed 121F statement part (a) restored as 121Fa.,result,121F part (a),Bagian 121F(a),460,468,469,478,17419,17742,17548,17857,9a4c175ad5c84207dcdb4107978c59444fee197f3557146ebe54188fea29a804,d97bf439dce09a35e2675ccc4d1fbbb9f8bb9a538e84cbd4fd043793b1885b4d,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121FB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121F,27,121F,121Fb,121Fb,implicit-subanchor,false,Printed 121F statement part (b) restored as 121Fb.,result,121F part (b),Bagian 121F(b),469,476,479,486,17742,18045,17857,18152,c5773bff8426050915c9bec006b374f48fbb19441d96e58f67ff9becb57a4d5f,3058de988f996515a59fb8c26b2b49e71df2c8ca505aaf73b7db3fba4ab74008,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121FC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121F,28,121F,121Fc,121Fc,implicit-subanchor,false,Printed 121F statement part (c) restored as 121Fc.,result,121F part (c),Bagian 121F(c),477,484,487,494,18045,18347,18152,18446,2a0a74af424703b972f7e7ad808c072ea2eeafa82bee240916160e1dac6ef241,6fb62061e2064f16cb471d5abcb7cc60698771446098adb5b8ceb4393755587e,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121FD,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121F,29,121F,121Fd,121Fd,implicit-subanchor,false,Printed 121F statement part (d) restored as 121Fd.,result,121F part (d),Bagian 121F(d),485,493,495,505,18347,18682,18446,18772,d8889b6de6e9123f477de9ccc2e7f644fcd9035a2947c73423f4e3e0858561ae,5cea506b5cdf823002124f98c66c21ebd737d3d7b1367052b5f9147ae2171393,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121FE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121F,30,121F,121Fe,121Fe,implicit-subanchor,false,Printed 121F statement part (e) restored as 121Fe.,result,121F part (e),Bagian 121F(e),494,502,506,516,18682,19015,18772,19098,ee3443c617f6e1b9597b5369abe9e04fa886e08dbf90a30b124c402808cda522,4e43d29f002e63b0b2d7901ecb5e594858048699ccc9ae95735a7df06675c3b8,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121G,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,31,121G,121G,121G,explicit,false,,exposition,Remarks on domains,Catatan tentang domain,537,581,553,599,19850,22496,19855,22584,ef8a887039958e9c86141526f7eab6beed2a5e25665bbf94a601818531f18d41,8e5b89a11ed9e054c79f27ccb2d99a274e3398f4ff781cb8522a9d22e0b599ca,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121H,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,32,121H,121H,121H,explicit,false,,result,Measurable domains,Domain terukur,582,649,600,668,22496,25146,22584,25369,ea8c04f6e567b06ecc1180ca4de87b5c8d6b024e2e33d719f8d9fd9480360446,abdacca5edf2e95f9dcd7f4c0a2f8377249a2d0bbcd18ee2a5adb5ede97d9ede,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121I,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,33,*121I,121I,121I,explicit,false,Asterisk retained on the exact source anchor; canonical semantic ID omits it.,result,Measurable extension,Perluasan terukur,650,716,669,740,25146,27621,25369,27809,a20ca5b1d5e030b0a2b1e5e218053bc967caf170894dd91691a4601ee6fadf6c,0eda4fa751c8fb525c0d3d1ad69cf4db0e33352cbd937cb866509051baa1e49f,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121I-PROOF-A,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121I,34,121I,121I-proof-a,121I-proof-a,implicit-subanchor,false,Printed proof direction (a) inside 121I.,proof-clause,Printed proof clause,Klausa bukti tercetak,662,666,683,687,25735,25855,25993,26093,5d24d822735da63fe3fc4d47da7a818acf6778e70b8b786b22fd24034324190e,1a580d7145cd8b54183f7a06afe997f312ef7a00bb33dd8ae7d073466f4bdede,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121I-PROOF-B,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121I,35,121I,121I-proof-b,121I-proof-b,implicit-subanchor,false,"Printed proof direction (b), including its three nested construction steps, inside 121I.",proof-clause,Printed proof clause,Klausa bukti tercetak,667,714,688,738,25855,27590,26093,27785,fa2e21ab1032552694304af3ecf3a2e4c92e1b3baa9034d7ede85edf2cab02ab,d22a6f8132bd047477c484ca323a5a03a184fe1e77bc149b3b665530c3210bee,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121J,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,36,*121J,121J,121J,explicit,false,Asterisk retained on the exact source anchor; canonical semantic ID omits it.,result,Generators of the Borel sigma-algebra,Pembangkit aljabar-sigma Borel,717,782,741,810,27621,30129,27809,30406,76d97f4f4e524179a0e98b028e0cc58a742f300388cdbbc4dad4492f786dd4f0,da64b6479bfad5ec1c46ba79a2c99b9917ae002c85335e61e4eb0612a60b58b1,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121J-PROOF-A,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121J,37,121J,121J-proof-a,121J-proof-a,implicit-subanchor,false,Printed proof clause (a) inside 121J; additive semantic child only.,proof-clause,Printed proof clause,Klausa bukti tercetak,730,736,756,763,28232,28447,28486,28717,372fa235213c398b8a02763832292ed611d34478d6e97ab13db8b4961827af36,8f676b4782353e70b2b70a95b072478f45c27b33209276bd254c1cc3f0f8323b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121J-PROOF-B,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121J,38,121J,121J-proof-b,121J-proof-b,implicit-subanchor,false,Printed proof clause (b) inside 121J; additive semantic child only.,proof-clause,Printed proof clause,Klausa bukti tercetak,737,772,764,800,28447,29852,28717,30129,9dff7f57dfa53b2f1a9724af16c8b737d3783374769fa21e7efb940d4c2d7554,ff30156a98fc6abc9cb868e8105a64646b729f9ac375c20501ea16251d1e5ad5,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
