schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-011,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123AA,result-reference,O007-FREMLIN-V1-S122-SEG-122K,11,123A,123Aa,122K,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:136: most $c$, by Definition 122K.   Because $f\eae f\restr E$, $f$ also is","{""basis"":""literal printed source expression '122K'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-012,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123AA,result-reference,O007-FREMLIN-V1-S122-SEG-122RB,12,123A,123Aa,122Rb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:137: integrable, with the same integral (122Rb).   On the other hand,","{""basis"":""literal printed source expression '122Rb'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-013,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123AA,result-reference,O007-FREMLIN-V1-S122-SEG-122OD,13,123A,123Aa,122Od,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:139: each $n$, so $\int f\ge\sup_{n\in\Bbb N}\int f_n=c$, by 122Od.","{""basis"":""literal printed source expression '122Od'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-014,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123AB,result-reference,O007-FREMLIN-V1-S122-SEG-122G,14,123A,123Ab,122G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt123.tex:156: case 122G.,"{""basis"":""literal printed source expression '122G'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-015,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123B,result-reference,O007-FREMLIN-V1-S121-SEG-121FC,15,123B,123B,121Fc,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:177: $g_n=\inf_{m\ge n}f'_m$;  then each $g_n$ is measurable (121Fc),","{""basis"":""literal printed source expression '121Fc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-016,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123B,result-reference,O007-FREMLIN-V1-S122-SEG-122P,16,123B,123B,122P,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:179: and $g_n\leae f_n$, so $g_n$ is integrable (122P) with","{""basis"":""literal printed source expression '122P'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-017,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123B,result-reference,O007-FREMLIN-V1-S123-SEG-123A,17,123B,123B,123A,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:183: conditions of B.Levi's theorem (123A), and $g=\lim_{n\to\infty}g_n$","{""basis"":""literal printed source expression '123A'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-018,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123C,result-reference,O007-FREMLIN-V1-S123-SEG-123B,18,123C,123C,123B,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:206: with $\int \tilde f\le \tilde c$, by Fatou's Lemma (123B).","{""basis"":""literal printed source expression '123B'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-019,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123DA,result-reference,O007-FREMLIN-V1-S122-SEG-122O,19,123D,123Da,122O,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt123.tex:268: \noindent for each $n$.   (This step uses 122O.)   If we set,"{""basis"":""literal printed source expression '122O'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-020,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123D,exercise-reference,,20,123D,123D,252Ye,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt123.tex:295: both hypotheses and conclusion weakened (252Ye).,"{""basis"":""literal printed source expression '252Ye'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-021,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123YA,exercise-reference,O007-FREMLIN-V1-S112-SEG-112XF,21,123Y,123Ya,112Xf,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt123.tex:362: $Y$ (112Xf).   Show that if $h:Y\to\Bbb R$ is any function, then $h$","{""basis"":""literal printed source expression '112Xf'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-022,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123YB,exercise-reference,O007-FREMLIN-V1-S123-SEG-123XC,22,123Yb,123Yb,123Xc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:366: \header{123Yb}{\bf (b)} Explain how to adapt 123Xc to the case in which,"{""basis"":""literal printed source expression '123Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-023,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123YD,result-reference,,23,123Yd,123Yd,134B,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt123.tex:385: non-measurable subset of $\Bbb R$;  see 134B for such a set.),"{""basis"":""literal printed source expression '134B'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-024,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,result-reference,O007-FREMLIN-V1-S123-SEG-123D,24,123,123,123D,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:410: \Notesheader{123} I hope that 123D and its special case 123Xc will help,"{""basis"":""literal printed source expression '123D'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-025,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-reference,O007-FREMLIN-V1-S123-SEG-123XC,25,123,123,123Xc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:410: \Notesheader{123} I hope that 123D and its special case 123Xc will help,"{""basis"":""literal printed source expression '123Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-026,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-reference,O007-FREMLIN-V1-S123-SEG-123XC,26,123,123,123Xc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:432: from, the standard general theorems.)   For instance, in 123Xc, the fact","{""basis"":""literal printed source expression '123Xc'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-027,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,result-reference,O007-FREMLIN-V1-S123-SEG-123A,27,123,123,123A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:438: The limits used in 123A-123C are all limits of sequences;  it is of,"{""basis"":""literal printed source expression '123A-123C'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-028,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,result-reference,O007-FREMLIN-V1-S123-SEG-123B,28,123,123,123B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:438: The limits used in 123A-123C are all limits of sequences;  it is of,"{""basis"":""literal printed source expression '123A-123C'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-029,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,result-reference,O007-FREMLIN-V1-S123-SEG-123C,29,123,123,123C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:438: The limits used in 123A-123C are all limits of sequences;  it is of,"{""basis"":""literal printed source expression '123A-123C'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-030,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,result-reference,O007-FREMLIN-V1-S123-SEG-123D,30,123,123,123D,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:443: other types of limit.   I describe some in 123D, 123Xb and 123Xc(iii).","{""basis"":""literal printed source expression '123D'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-031,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-reference,O007-FREMLIN-V1-S123-SEG-123XB,31,123,123,123Xb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:443: other types of limit.   I describe some in 123D, 123Xb and 123Xc(iii).","{""basis"":""literal printed source expression '123Xb'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-032,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-clause-reference,O007-FREMLIN-V1-S123-SEG-123XC,32,123,123,123Xc(iii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt123.tex:443: other types of limit.   I describe some in 123D, 123Xb and 123Xc(iii).","{""basis"":""literal printed source expression '123Xc(iii)'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-033,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-reference,O007-FREMLIN-V1-S123-SEG-123YC,33,123,123,123Yc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:455: arises with a similar extension of Fatou's lemma (123Yc-123Yd).,"{""basis"":""literal printed source expression '123Yc-123Yd'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S123-XREF-034,O007-FREMLIN-V1-S123,O007-FREMLIN-V1-S123-SEG-123-NOTES,exercise-reference,O007-FREMLIN-V1-S123-SEG-123YD,34,123,123,123Yd,resolved-in-unit,authority/fremlin/source/mt1.2011/mt123.tex:455: arises with a similar extension of Fatou's lemma (123Yc-123Yd).,"{""basis"":""literal printed source expression '123Yc-123Yd'; ranges expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
