schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-011,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114C,result-clause-reference,O007-FREMLIN-V1-S112-SEG-112BC,11,114C,114C,112Bc,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:114: the sums in $[0,\infty]$, as in 112Bc above, we always have a non-empty","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-012,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,12,114D,114D,111F(b-ii),resolved-in-corpus,authority/fremlin/source/mt1.2011/mt114.tex:154: A_n$ is finite or infinite.)   Now by 111F(b-ii),"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-013,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,result-reference,O007-FREMLIN-V1-S114-SEG-114B,13,114D,114D,114B,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:209: I\le\lambda I$.   For the reverse inequality, use 114B:  if","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-014,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,definition-reference,O007-FREMLIN-V1-S114-SEG-114C,14,114D,114D,114C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:234: definition 114C demands a simple sequence, not a double sequence.   Is it","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-015,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,result-reference,O007-FREMLIN-V1-S112-SEG-112BD,15,114D,114D,112Bd,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:244: already touched on these in 112Bd, and I will return to them in 226A in","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-016,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,volume-2-section-reference,,16,114D,114D,226A,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt114.tex:244: already touched on these in 112Bd, and I will return to them in 226A in","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-017,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,exercise-reference,O007-FREMLIN-V1-S114-SEG-114YA,17,114D,114D,114Ya,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:251: here must actually be equalities;  if so, check your guess in 114Ya.","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-018,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114E,definition-reference,O007-FREMLIN-V1-S114-SEG-114C,18,114E,114E,114C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:255: measure\cmmnt{ (114C)} is\cmmnt{ indeed} an,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-019,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114E,result-reference,O007-FREMLIN-V1-S114-SEG-114DA,19,114E,114E,114Da,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:256: outer measure\cmmnt{ (114Da)},  we may use it to construct a measure","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-020,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114E,result-reference,O007-FREMLIN-V1-S113-SEG-113C,20,114E,114E,113C,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:257: $\mu$, using \Caratheodory's method\cmmnt{ (113C)}.","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-021,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114E,exercise-reference,O007-FREMLIN-V1-S113-SEG-113XA,21,114E,114E,113Xa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:265: $\theta A=0$, and are all Lebesgue measurable (113Xa)}.","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-022,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114F,result-reference,O007-FREMLIN-V1-S113-SEG-113D,22,114F,114F,113D,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:305: $H_x$ is measurable, as remarked in 113D.","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-023,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,section-range-reference,O007-FREMLIN-V1-S111-SEG-111E,23,114G,114G,111E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt114.tex:336: 111E-111F,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-024,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,section-range-reference,O007-FREMLIN-V1-S111-SEG-111F,24,114G,114G,111F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt114.tex:336: 111E-111F,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-025,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-reference,O007-FREMLIN-V1-S111-SEG-111EB,25,114G,114G,111Eb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:337: -- specifically, 111Eb, showing that $\Bbb Q$ is countable, 111F(b-iii),","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-026,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,26,114G,114G,111F(b-iii),resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:337: -- specifically, 111Eb, showing that $\Bbb Q$ is countable, 111F(b-iii),","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-027,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,27,114G,114G,111F(b-i),resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:338: showing that products of countable sets are countable, and 111F(b-i),","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-028,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-reference,O007-FREMLIN-V1-S114-SEG-114F,28,114G,114G,114F,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:341: $H_{q'}\setminus H_q$ in the language of 114F.   So, by 111Fa,","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-029,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-reference,O007-FREMLIN-V1-S111-SEG-111FA,29,114G,114G,111Fa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:341: $H_{q'}\setminus H_q$ in the language of 114F.   So, by 111Fa,","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-030,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,definition-reference,O007-FREMLIN-V1-S111-SEG-111G,30,114G,114G,111G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt114.tex:357: (111G).,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-031,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114G,result-reference,O007-FREMLIN-V1-S114-SEG-114DB,31,114G,114G,114Db,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:372: {\bf (d)} To compute the measures, we already know from 114Db that","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-032,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114XB,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,32,114Xb,114Xb,114Xa,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:419: \spheader 114Xb At which point would the argument of 114Xa break down if,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-033,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YA,proof-clause-reference,O007-FREMLIN-V1-S114-PROOF-114DA-IV,33,114Y,114Ya,114D(a-iv),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:474: In (a-iv) of the proof of 114D, show that $\sum_{m=0}^{\infty}\lambda","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-034,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YB,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,34,114Yb,114Yb,114Xa,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:480: corresponding Lebesgue-Stieltjes measures (114Xa).   Show that,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-035,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YE,exercise-reference,O007-FREMLIN-V1-S114-SEG-114YD,35,114Ye,114Ye,114Yd,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:510: $n\in\Bbb N$.   \Hint{Use 114Yd to show that for each $n$ there are,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-036,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YF,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XC,36,114Yf,114Yf,114Xc,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:514: \spheader 114Yf Repeat 114Xc and 114Yd-114Ye for the,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-037,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YF,exercise-range-reference,O007-FREMLIN-V1-S114-SEG-114YD,37,114Yf,114Yf,114Yd,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:514: \spheader 114Yf Repeat 114Xc and 114Yd-114Ye for the,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-038,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YF,exercise-range-reference,O007-FREMLIN-V1-S114-SEG-114YE,38,114Yf,114Yf,114Ye,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:514: \spheader 114Yf Repeat 114Xc and 114Yd-114Ye for the,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-039,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YF,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,39,114Yf,114Yf,114Xa,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:515: Lebesgue-Stieltjes measures of 114Xa.,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-040,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YG,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,40,114Yg,114Yg,114Xa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:520: $g$, $\lambda_g$, $\theta_g$ and $\mu_g$ be as in 114Xa.   Show that if","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-041,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YG,exercise-clause-reference,O007-FREMLIN-V1-S114-SEG-114YD,41,114Yg,114Yg,114Yd(i),resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:523: then use 114Yd(i) as extended in 114Yf.},"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-042,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YG,exercise-reference,O007-FREMLIN-V1-S114-SEG-114YF,42,114Yg,114Yg,114Yf,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:523: then use 114Yd(i) as extended in 114Yf.},"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-043,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YH,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,43,114Yh,114Yh,114Xa,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:532: defined as in 114Xa.   Is $g$ unique?,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-044,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YJ,appendix-reference,,44,114Yj,114Yj,1A1F,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt114.tex:545: 1A1F) (ii) that $\bigcup\Cal E$ is a Borel set, so is Lebesgue","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-045,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YL,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XE,45,114Yl,114Yl,114Xe,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:565: $\mu(E\symmdiff F)\le\epsilon$.   \Hint{in 114Xe, show that we can take the","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-046,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,result-reference,O007-FREMLIN-V1-S112-SEG-112BD,46,114,114,112Bd,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:577: 112Bd;  in some ways, these are trivial;  but they do","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-047,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,exercise-reference,O007-FREMLIN-V1-S114-SEG-114XA,47,114,114,114Xa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt114.tex:581: construction yields the Lebesgue-Stieltjes measures (114Xa).   (c) Next,","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-048,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,exercise-reference,O007-FREMLIN-V1-S113-SEG-113YB,48,114,114,113Yb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:583: measures (113Yb), image measures (112Xf) and sums of","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-049,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,exercise-reference,O007-FREMLIN-V1-S112-SEG-112XF,49,114,114,112Xf,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt114.tex:583: measures (113Yb), image measures (112Xf) and sums of","{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-050,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,exercise-reference,O007-FREMLIN-V1-S112-SEG-112YF,50,114,114,112Yf,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt114.tex:584: measures (112Yf).   Perhaps the most important of these is,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-051,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,exercise-reference,O007-FREMLIN-V1-S114-SEG-114YK,51,114,114,114Yk,resolved-in-unit,authority/fremlin/source/mt1.2011/mt114.tex:609: theory we must wait for Volume 2.   But I include 114Yk as a hint of one,"{""basis"":""explicit printed source reference; printed ranges expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-052,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,curricular-route-chapter-reference,,52,114,114,chapter 12,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt114.tex:598: chapters 12-13 of this,"{""basis"":""coarse curriculum route retained separately"",""kind"":""curricular-route-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S114-XREF-053,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114-NOTES,curricular-route-chapter-reference,,53,114,114,chapter 13,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt114.tex:598: chapters 12-13 of this,"{""basis"":""coarse curriculum route retained separately"",""kind"":""curricular-route-reference"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
