schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0012,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114AB,12,114Ab,114Ab,35,35,1388,1399,1458,1469,\lambda I,\lambda I,636800e1905e1f9622dd6f2c9c21cddf5a7ca3dd831f830abb4e3afa94ce52a8,636800e1905e1f9622dd6f2c9c21cddf5a7ca3dd831f830abb4e3afa94ce52a8,f20cc8f154f9bdd3bdd11b5f23ab4cce2683a262a3bbac82d966c7814f2111fa,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0013,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114AB,13,114Ab,114Ab,35,36,1424,1427,1501,1504,I,I,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0014,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114AB,14,114Ab,114Ab,37,38,1452,1474,1536,1558,\lambda\emptyset = 0,\lambda\emptyset = 0,6af2199b02ae9b45a98fbac4ba4264cbf0ea6663bfce71eb1d69bc7bd3473030,6af2199b02ae9b45a98fbac4ba4264cbf0ea6663bfce71eb1d69bc7bd3473030,3f8109d979de25936c696fc3d90fd79b70b90a1cc8a2fcf295aad61834bce784,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0015,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114AB,15,114Ab,114Ab,38,39,1482,1506,1566,1590,"\lambda\coint{a,b}=b-a","\lambda\coint{a,b}=b-a",f6acbf02639072eeaef70ecf243c4049bd1ab64f61e2a65b17aeb86b3e824831,f6acbf02639072eeaef70ecf243c4049bd1ab64f61e2a65b17aeb86b3e824831,f6acbf02639072eeaef70ecf243c4049bd1ab64f61e2a65b17aeb86b3e824831,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0016,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114AB,16,114Ab,114Ab,38,39,1510,1515,1596,1601,a<b,a<b,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0017,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114B,17,114B,114B,40,41,1543,1561,1630,1648,I\subseteq\Bbb R,I\subseteq\Bbb R,b320cdbc5ab0e4fce5ab227bbe5ff5c320196d2a3d7d893dae54cf74879f4381,b320cdbc5ab0e4fce5ab227bbe5ff5c320196d2a3d7d893dae54cf74879f4381,1f6569a3812314869c6c4b225981af4ea8b0bbd407b523921a9c2cf702c55cee,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0018,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114B,18,114B,114B,41,42,1590,1623,1686,1719,\langle I_j\rangle_{j\in\Bbb N},\langle I_j\rangle_{j\in\Bbb N},9cddec3d57957164c9022b5b4606b6a9279c3c76e67aa2444c3a5fa3556ff4c1,9cddec3d57957164c9022b5b4606b6a9279c3c76e67aa2444c3a5fa3556ff4c1,852e702b0c7f42c03d17df5ec647afd0edd8760a365f1aad9383cb496565f629,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0019,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114B,19,114B,114B,42,43,1670,1673,1775,1778,I,I,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,a83dd0ccbffe39d071cc317ddf6e97f5c6b1c87af91919271f9fa140b0508c6c,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0020,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114B,20,114B,114B,42,44,1680,1724,1785,1829,\lambda I\le\sum_{j=0}^{\infty}\lambda I_j,\lambda I\le\sum_{j=0}^{\infty}\lambda I_j,bca7e2e2020bf30b53aa04ced7b478c71055de41203f612a5dfd265092424358,bca7e2e2020bf30b53aa04ced7b478c71055de41203f612a5dfd265092424358,2f7fe5794bafebee6e9607be4439606dc6e9f22c9589ed2d1d304571b09eb685,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0021,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,21,114B,114Ba,45,47,1747,1760,1854,1867,I=\emptyset,I=\emptyset,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,4d1aefb109d0732160ac6d1408fd7f735e4bffc51901aa18cde3876f3cd94b6b,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0022,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,22,114B,114Ba,45,48,1776,1822,1880,1926,"\lambda I=0\le\sum_{j=0}^{\infty}\lambda
I_j",\lambda I=0\le\sum_{j=0}^{\infty}\lambda I_j,716e312c51b29c5b413d5f715f7a9f0724724179885db627072a8ac0aed1aa34,580594a44c38002eb391250202385557395e118d577f4966760764e15a9fdfda,bee380bac49af23fdcd070a9881e399020eab378694fa076563cd742d8f4364d,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0023,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,23,114B,114Ba,47,49,1842,1857,1946,1961,"I=\coint{a,b}","I=\coint{a,b}",f95782a8446cdfea30033e163d95972bf434a3918d3b7c5c599729ca18bc615c,f95782a8446cdfea30033e163d95972bf434a3918d3b7c5c599729ca18bc615c,f95782a8446cdfea30033e163d95972bf434a3918d3b7c5c599729ca18bc615c,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0024,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,24,114B,114Ba,47,49,1865,1870,1970,1975,a<b,a<b,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,4a826aacf580757c5183b8f0677ee58f4a983a9ffa50be4994ed9f741373d25f,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0025,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,25,114B,114Ba,47,49,1884,1897,1990,2003,x\in \Bbb R,x\in \Bbb R,5f137b867184cfd2c7f2b8a53c62c287fedfaf12c68ca4f4304989cac5859a77,5f137b867184cfd2c7f2b8a53c62c287fedfaf12c68ca4f4304989cac5859a77,5a1230af5aee0c0971d2e3afcb6c49b9f036d6f7949700615a6a9df5d1522156,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0026,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,26,114B,114Ba,47,50,1902,1907,2014,2019,H_x,H_x,6e5148f28f72177f84abeca6749c691595bf62fb977e3ba465b75962044dfb44,6e5148f28f72177f84abeca6749c691595bf62fb977e3ba465b75962044dfb44,6e5148f28f72177f84abeca6749c691595bf62fb977e3ba465b75962044dfb44,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0027,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,27,114B,114Ba,48,50,1925,1944,2042,2061,"\ooint{-\infty,x}","\ooint{-\infty,x}",5ba5ee1725ae1e182be81e3ab7cb3cf2d2b5c023c13400f747ef058967eab1b8,5ba5ee1725ae1e182be81e3ab7cb3cf2d2b5c023c13400f747ef058967eab1b8,5ba5ee1725ae1e182be81e3ab7cb3cf2d2b5c023c13400f747ef058967eab1b8,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0028,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,28,114B,114Ba,50,52,1980,2052,2096,2168,"A=\{x:a\le x\le b,\,
x-a\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_x)\}","A=\{x:a\le x\le b,\,
x-a\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_x)\}",f19f680f9daf21046dd12bafb67f01cea2d98780d6853b151925650168ebf4b3,f19f680f9daf21046dd12bafb67f01cea2d98780d6853b151925650168ebf4b3,3bf6b1ddf52d10721844a97425c8ee217ac8d965cf165f04e3a6d9ed163430f3,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0029,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,29,114B,114Ba,54,56,2080,2101,2205,2226,"I_j=\coint{c_j,d_j}","I_j=\coint{c_j,d_j}",cb02d27561928ce7451aa9e2b83fb783feda8e1b300d18623fcb89c711ea3f22,cb02d27561928ce7451aa9e2b83fb783feda8e1b300d18623fcb89c711ea3f22,cb02d27561928ce7451aa9e2b83fb783feda8e1b300d18623fcb89c711ea3f22,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0030,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,30,114B,114Ba,54,56,2107,2144,2233,2270,"I_j\cap
H_x=\coint{c_j,\min(d_j,x)}","I_j\cap
H_x=\coint{c_j,\min(d_j,x)}",abf3ea589b7827e0b91a58ae0285fe9eb5095442a8d3216af05c6a05f9a7f14f,abf3ea589b7827e0b91a58ae0285fe9eb5095442a8d3216af05c6a05f9a7f14f,a8961a4d4317d974f795125803a8d66e79799b635c5047fd82fc753960eb80c6,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0031,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,31,114B,114Ba,55,57,2149,2171,2281,2303,\lambda(I_j\cap H_x),\lambda(I_j\cap H_x),e996698275b8518d6ebd4d363bab2c3eeb5b6efd7c431136566a5b75a58d65db,e996698275b8518d6ebd4d363bab2c3eeb5b6efd7c431136566a5b75a58d65db,14395384c50f57ff7714b565961a84ce78cc87796a3613a006579d0ea595f1e3,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0032,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,32,114B,114Ba,56,58,2202,2210,2340,2348,a\in A,a\in A,9b76f4ba3a0e618c3e7a70bbb960f029cd27df072113ddb4a47cfdd92c59ce60,9b76f4ba3a0e618c3e7a70bbb960f029cd27df072113ddb4a47cfdd92c59ce60,1e105b215fd2d4e7c99395aa9447b20db49916f38921e66c942de0ab5c834282,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0033,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,33,114B,114Ba,57,59,2220,2271,2357,2408,"a-a=0\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_a)","a-a=0\le\sum_{j=0}\sp{\infty}\lambda(I_j\cap
H_a)",3d6837b8680ab35db7275dbb09495f37ae5fab90b534565d40c402c1dc1a79ab,3d6837b8680ab35db7275dbb09495f37ae5fab90b534565d40c402c1dc1a79ab,e0cbbd6fe8b461f683ed0520365284c5ec2b02494db3b7f61a0696c392620c05,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0034,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,34,114B,114Ba,58,60,2287,2304,2425,2442,"A\subseteq[a,b]","A\subseteq[a,b]",3d959ff1d339525a17a756364cbdb74fc29cf6e212b5925dc41de2bba0cedd1c,3d959ff1d339525a17a756364cbdb74fc29cf6e212b5925dc41de2bba0cedd1c,3d959ff1d339525a17a756364cbdb74fc29cf6e212b5925dc41de2bba0cedd1c,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0035,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,35,114B,114Ba,58,60,2309,2319,2453,2463,c=\sup A,c=\sup A,80533142874f7a35173a88974e6c68051152c4536a386076f695551e138c96cf,80533142874f7a35173a88974e6c68051152c4536a386076f695551e138c96cf,eff780e72afdeb3bdc6674d1a1e11564047a8c60299c4853c2a9255111380c8c,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0036,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BA,36,114B,114Ba,59,61,2347,2354,2495,2502,"[a,b]","[a,b]",c487989b0b629aea171018db737fb06843ac124c02828a0d3639596c70713937,c487989b0b629aea171018db737fb06843ac124c02828a0d3639596c70713937,c487989b0b629aea171018db737fb06843ac124c02828a0d3639596c70713937,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,formula,O007-FREMLIN-V1-S114-FORMULA-0037,O007-FREMLIN-V1-S114,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S114-SEG-114BB,37,114B,114Bb,63,65,2394,2402,2552,2560,c\in A,c\in A,347c20765d022e065d2addabdca34b696ed5043a5dc30c51afebd20b02317834,347c20765d022e065d2addabdca34b696ed5043a5dc30c51afebd20b02317834,721a362fdb72bec6745943a26a9f64ae9ac86b6390e6a7ee6574f137689f65ec,$,"{""basis"":""ordered TeX math atom; symbolic comparison removes only translated prose wrappers"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
