schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123XA,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S123-SEG-123X,11,123X,123Xa,123Xa,implicit-subanchor,false,Leader 123X prints exercise (a); the dormant header confirms 123Xa.,exercise,Basic exercise (a),Latihan dasar (a),299,307,312,321,10745,11195,11442,11911,e7c81d713c72b5655384f2f65826b332039957ef052c0de66d9aebad9a492d09,04bc495ed1c30134baf4363b12a5a9a4c85df4042282baf03d87ff4151d560b0,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123XB,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,12,123Xb,123Xb,123Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),308,318,322,333,11195,11659,11911,12417,390d7e20b6122611444f2ace73a3e374f051d7627bdcaa11185343cb67fa10b8,80dea65d10afb79b254fe1cd1c4c4a9fe0c5a7f6881ba7c0b078e176921ba6e1,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123XC,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,13,123Xc,123Xc,123Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),319,347,334,366,11659,12758,12417,13701,eb3f29536fe8287570ac220d9e8335b48f8e0d28b4ad36e8b59f7e45d743fb5d,c97fc0c1eb67b146ac0dab342c547aaf4f068fe773012b99427b9e3e9651f379,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123XD,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,14,123Xd,123Xd,123Xd,explicit,false,,exercise,Basic exercise (d),Latihan dasar (d),348,356,367,374,12758,13123,13701,14105,8a29c4ab0490f92372b27f31424118fc81f0a54d9e35fb7970a1c0022886584e,af1eb1adee46b02564d5ecdd3882ac943eb1cb00a2310f91544a5b5a6c555287,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123Y,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,15,123Y,123Y,123Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,357,365,375,383,13123,13486,14105,14536,728ea08637e615473e544814bb5e8cf12590fbb323a878084fcb8bda5ccbd85b,5c9bb286b538e00cd4a5f6347001b9d7bf87a1132cd61ab709c1ab62039c67df,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YA,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S123-SEG-123Y,16,123Y,123Ya,123Ya,implicit-subanchor,false,Leader 123Y prints exercise (a); the dormant header confirms 123Ya.,exercise,Further exercise (a),Latihan lanjutan (a),357,365,375,383,13123,13486,14105,14536,728ea08637e615473e544814bb5e8cf12590fbb323a878084fcb8bda5ccbd85b,5c9bb286b538e00cd4a5f6347001b9d7bf87a1132cd61ab709c1ab62039c67df,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YB,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,17,123Yb,123Yb,123Yb,explicit,false,,exercise,Further exercise (b),Latihan lanjutan (b),366,368,384,387,13486,13612,14536,14687,f01f98e71c43a0165905dc725361836e75aab8a7885da5d3b90d2d7387ca69e6,ecf8bc8fd79daac60358c4f24616b74a5911684aadaff69728536abbe8b1fc85,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YC,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,18,123Yc,123Yc,123Yc,explicit,false,,exercise,Further exercise (c),Latihan lanjutan (c),369,378,388,397,13612,14080,14687,15195,534adae7e16dc297097bb9365d0fdedbb47357e9b3216c7f918a7e8c39692dfd,4c49cb2b3db396b7a78044ee1559311040d31d0812a6a2bfea9879881af0d344,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YD,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,19,123Yd,123Yd,123Yd,explicit,false,,exercise,Further exercise (d),Latihan lanjutan (d),379,386,398,405,14080,14475,15195,15610,ff79ef300e5c3d34616ddc4fab14e26613180d3c5ace97dc54c99083fd95bf30,b42e6d86cae8210485c94e52b527fca82917beb7e0dc706409e591cd416248bd,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YE,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,20,123Ye,123Ye,123Ye,explicit,false,,exercise,Further exercise (e),Latihan lanjutan (e),387,398,406,419,14475,15086,15610,16363,b79416428a09eac0a1e66b48276491a36172ada96e2ae61536394717a97b99ca,61c7b1072792b396f49c40d1fb02e17e54981496e6b52361a972e5bfe2b2506b,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123YF,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,21,123Yf,123Yf,123Yf,explicit,false,,exercise,Further exercise (f),Latihan lanjutan (f),399,409,420,431,15086,15455,16363,16761,78275756421297bf16377d4fd4b7e38f8acb70d41a821b184a9cc2ca1b346f46,87e3b3c075becb4b87e72c8dad07717a2e89b829fee8e2352c09d9e206409a6c,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S123-SEG-123-NOTES,O007-FREMLIN-V1-S123,O007-RIGHTS-FREMLIN-DSL,,22,123,123,123,explicit,false,,endnotes,Notes and comments,Catatan dan komentar,410,457,432,484,15455,17857,16761,19394,5dd63bc4e9fb41ca2920bb2c6ccea8b7516a122a77369d201c488daed88a4d87,d24eecd7a15e0611232f570b49d1fddf478c9f132e230d4a16640ecc16053b21,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
