schema_version,record_type,id,unit_id,rights_id,segment_id,relation_type,order,source_anchor,target_reference,resolution_status,source_locator,target_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0008,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,8,mt01,123,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:48,source/id-ID/mt01.tex:50,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0009,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,9,mt01,131,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:58,source/id-ID/mt01.tex:60,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0010,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,10,mt01,132,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:62,source/id-ID/mt01.tex:64,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0011,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,11,mt01,133,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:66,source/id-ID/mt01.tex:68,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0012,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,12,mt01,134,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:70,source/id-ID/mt01.tex:72,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0013,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,13,mt01,135,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:74,source/id-ID/mt01.tex:76,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0014,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,14,mt01,136,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:79,source/id-ID/mt01.tex:81,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0015,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,15,mt01,1A1,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:89,source/id-ID/mt01.tex:91,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0016,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,16,mt01,1A2,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:92,source/id-ID/mt01.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0017,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,17,mt01,1A3,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:96,source/id-ID/mt01.tex:98,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT01-XREF-0018,O007-FREMLIN-V1-FRONT-MT01,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT01-SEGMENT-0001,refers-to-volume1-anchor,18,mt01,102,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt01.tex:117,source/id-ID/mt01.tex:119,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0001,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,1,mt1,123,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:15,source/id-ID/mt1.tex:15,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0002,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,2,mt1,114,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:22,source/id-ID/mt1.tex:22,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0003,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,3,mt1,122,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:23,source/id-ID/mt1.tex:23,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0004,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,4,mt1,123,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:24,source/id-ID/mt1.tex:24,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0005,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,5,mt1,113,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:76,source/id-ID/mt1.tex:82,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0006,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,6,mt1,121,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:97,source/id-ID/mt1.tex:103,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT1-XREF-0007,O007-FREMLIN-V1-FRONT-MT1,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT1-SEGMENT-0001,refers-to-volume1-anchor,7,mt1,122,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1.tex:97,source/id-ID/mt1.tex:103,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0001,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,1,mt11,112A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:16,source/id-ID/mt11.tex:16,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0002,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,2,mt11,111,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:17,source/id-ID/mt11.tex:17,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0003,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,3,mt11,113,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:20,source/id-ID/mt11.tex:22,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0004,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,4,mt11,114,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:22,source/id-ID/mt11.tex:22,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0005,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,5,mt11,115,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:22,source/id-ID/mt11.tex:22,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0006,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,6,mt11,114A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:90,source/id-ID/mt11.tex:90,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0007,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,7,mt11,114C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:90,source/id-ID/mt11.tex:90,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0008,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,8,mt11,114A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:90,source/id-ID/mt11.tex:90,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0009,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,9,mt11,114B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:90,source/id-ID/mt11.tex:90,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0010,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,10,mt11,114C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:90,source/id-ID/mt11.tex:90,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0011,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,11,mt11,114D,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:92,source/id-ID/mt11.tex:92,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0012,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,12,mt11,113A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:92,source/id-ID/mt11.tex:92,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0013,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,13,mt11,113B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:92,source/id-ID/mt11.tex:92,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0014,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,14,mt11,112Ba,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:92,source/id-ID/mt11.tex:92,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0015,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,15,mt11,112Bc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:92,source/id-ID/mt11.tex:92,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0016,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,16,mt11,114E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0017,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,17,mt11,113C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0018,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,18,mt11,113D,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0019,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,19,mt11,111A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0020,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,20,mt11,112A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0021,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,21,mt11,112Bb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:94,source/id-ID/mt11.tex:94,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0022,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,22,mt11,114F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:96,source/id-ID/mt11.tex:96,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0023,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,23,mt11,114G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:98,source/id-ID/mt11.tex:98,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0024,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,24,mt11,111G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:98,source/id-ID/mt11.tex:98,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0025,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,25,mt11,111C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:98,source/id-ID/mt11.tex:98,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-FRONT-MT11-XREF-0026,O007-FREMLIN-V1-FRONT-MT11,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-FRONT-MT11-SEGMENT-0001,refers-to-volume1-anchor,26,mt11,111F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt11.tex:98,source/id-ID/mt11.tex:98,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
