schema_version,record_type,id,unit_id,rights_id,source_text,target_text,source_locator,target_locator,classification,rationale,correction_applied,math_ordinal,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,source_correction,O007-CORR-0351,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\sum_{i=0}^nX_i(\omega)-Y_i(\omega),\sum_{i=0}^n(X_i(\omega)-Y_i(\omega)),authority/fremlin/source/mt2.2016/mt273.tex:516,source/id-ID/mt273.tex:525-526,mathematical-missing-summand-grouping,The truncation argument averages each difference X_i-Y_i; the printed expression subtracts only one free Y_i after summing the X_i.,true,234,6666280361eb47083b84725e78d5a53bcbc4ad79a213e4e89811b5326630d3f8,a05867f2d293b0c0e67015cd110b91407cc74034ed4a560415ef3c61fe7eb648,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0352,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\lim_{n\to\infty}\Expn(Y_n)-\Expn(X_n)=0,\lim_{n\to\infty}(\Expn(Y_n)-\Expn(X_n))=0,authority/fremlin/source/mt2.2016/mt273.tex:529,source/id-ID/mt273.tex:539,mathematical-missing-limit-grouping,The repeated convergence statement concerns the difference for each n; the ungrouped source leaves X_n outside the limit.,true,238,42e4bd1faced214aac2316c540e54848e202ec2b06c237925f865abe8442e1f1,8dd80c90e1aaeabb3877f98c00e0ecbb661596a2f766285f5c5971881a67e131,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0353,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\sum_{i=0}^n\Expn(Y_i)-\Expn(X_i),\sum_{i=0}^n(\Expn(Y_i)-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:531,source/id-ID/mt273.tex:541-542,mathematical-missing-summand-grouping,The second strong-law proof repeats the Cesaro average of expectation differences and needs the same grouping.,true,239,b67d5707b1ff9ffe2838eb15ce4cd21350f524edb19130be7b6431866bbaef3e,62e765cb682b7a556c730b5ad3eeb93bd7dc184324dca224cbda700a3d5be546,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0354,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\sum_{i=0}^nX_i(\omega)-\Expn(X_i),\sum_{i=0}^n(X_i(\omega)-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:536,source/id-ID/mt273.tex:546-547,mathematical-missing-summand-grouping,The second proof's pointwise centered sum requires the expectation inside each summand.,true,240,5e55ea960b5f62cdb4ea3046637411665bd9a969eb3733c90d82f2bc6e5f4377,5b46e4eb04458d02bd33d88da489df0d085de314335e53bd97eabbde0701770d,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0355,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\sum_{i=0}^nX_i-\Expn(X_i),\sum_{i=0}^n(X_i-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:542,source/id-ID/mt273.tex:552-553,mathematical-missing-summand-grouping,The concluding almost-everywhere centered average repeats the same source grouping defect.,true,243,a36780599ff221f95efc2bc009090fe5640d0235df27fbe6c937970c8d9b2756,ddd38c8e61d1feac513ce356bfe717f692a9873c4cb2f8c5175ba822bee5d3fd,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0356,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\sum_{i=0}^nX_i(\pmb{\omega})-\Expn(X_i),\sum_{i=0}^n(X_i(\pmb{\omega})-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:584,source/id-ID/mt273.tex:594,mathematical-missing-summand-grouping,The product-space application invokes the centered strong law and must subtract each expectation inside the summation.,true,260,5fc8432b65e7b01d9d923015396f0e2c02b065e601191d40b37c5cf9a909a931,00716dd9d9317bc0cd0f3266bc378acd2a6dd66f25582554cca2a9f3787bbb5a,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0357,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\beta_n=\sum_{i=0}^n\mu E_n,\beta_n=\sum_{i=0}^n\mu E_i,authority/fremlin/source/mt2.2016/mt273.tex:664,source/id-ID/mt273.tex:675,mathematical-wrong-summand-index,"Beta_n is E(X_n), the sum of the first n+1 event probabilities. The printed E_n factor is constant across the sum and contradicts the next variance computation.",true,292,30c3b3e874de3010c54eb57e7a243a49015ef93d5dc8c303b1fd1f43a81087ed,80751cb53ccc0da06a3d9085a22de09f47455e63216eb47eac039313b73ef42b,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0358,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\limsup_{n\to\infty}\Bover1{n+1}\sum_{i=0}^{\infty}X_i-\Expn(X_i),\limsup_{n\to\infty}\Bover1{n+1}\sum_{i=0}^{n}(X_i-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:717-718,source/id-ID/mt273.tex:728-729,mathematical-wrong-upper-bound-and-grouping,The example concerns the nth centered average. An infinite upper bound makes the displayed numerator independent of n and the ungrouped expectation leaves i free.,true,311,17b99e44ed5608d2d2ba295ff0b1d0c50f7114bd32feb076fa60e149c742d021,118c5d66d0f9d346d6b1111c2cc56faafb4f6bed35b7b4ce911fad8210300d69,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0359,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\liminf_{n\to\infty}\Bover1{n+1}\sum_{i=0}^{\infty}X_i-\Expn(X_i),\liminf_{n\to\infty}\Bover1{n+1}\sum_{i=0}^{n}(X_i-\Expn(X_i)),authority/fremlin/source/mt2.2016/mt273.tex:720-721,source/id-ID/mt273.tex:731-732,mathematical-wrong-upper-bound-and-grouping,The companion liminf statement has the same two defects and must use the nth centered partial sum.,true,312,757702a469e6074b370ec15a73116c41ed6c50099f6fa5a85293aa776e2701a0,69410941c2db4e79ca8fe56a8bc89a4a62441f14be6a4b186a8daffcf382f9ad,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0360,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\|X\times\chi F)\|_p,\|X\times\chi F\|_p,authority/fremlin/source/mt2.2016/mt273.tex:869,source/id-ID/mt273.tex:886,mathematical-unmatched-norm-delimiter,The printed right parenthesis has no matching left parenthesis and interrupts the sum of the two Lp norms; removing it restores the norm expression used throughout the proof.,true,406,fe34a3aafa7c40f2cc3b432e1867c9417fab512bf7bfd626497312215af2d7ad,f0bfa5043989275a2f8ca599eb49891910284f89988bff31ffcc52fe4d84201f,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0361,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,\tilde Y_n+Y''_n+\alpha_n,\tilde Y_n+Y''_n+\Bover1{n+1}\sum_{i=0}^n\alpha_i,authority/fremlin/source/mt2.2016/mt273.tex:974-976,source/id-ID/mt273.tex:994-999,mathematical-wrong-average-decomposition,"Since Y_n is the average of X_0 through X_n and X_i=tilde X_i+X''_i+alpha_i, its scalar component is the average of all alpha_i, not the final alpha_n. The following bound must use the same average.",true,445,0f67149d99188f6351ab89f1e9e5f34c7fa3d86f5d475af505f0b1d23f6a0209,cc368684754cfce3fe153360a4c534341998d90d7ad8d552988ab06d90797189,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0362,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,(X_0+\ldots+X_n),(X'_0+\ldots+X'_n),authority/fremlin/source/mt2.2016/mt273.tex:1202,source/id-ID/mt273.tex:1235,mathematical-missing-primes,The note explicitly discusses the uniformly bounded variables X'_n; the displayed average accidentally drops the primes and refers to the original sequence instead.,true,596,e534a894129337b4c0e0a747437c265917708f398f4bd7e8f8d5fce9f33d8a4e,bf1199be49da5927aa318b3a2181f2e0699b3a25cef226c0507391701f81b2db,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0363,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,Of the four,Di antara kelimanya,authority/fremlin/source/mt2.2016/mt273.tex:1182,source/id-ID/mt273.tex:1214,source-wrong-enumeration-count,"The immediately preceding sentence lists five applications: 273G, 273J, 273Xd, 273Xg, and 273Xi.",true,,,,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
1.1.0,source_correction,O007-CORR-0364,O007-FREMLIN-V2-S273,O007-RIGHTS-FREMLIN-DSL,the essentially simpler version in 273Xi,versi yang pada dasarnya lebih sederhana dalam 273F,authority/fremlin/source/mt2.2016/mt273.tex:1184,source/id-ID/mt273.tex:1216,source-wrong-cross-reference,273Xi is itself one of the listed applications and is derived using the event-frequency strong law. Section 273F is the simpler event-frequency version from which the other applications can be deduced.,true,,,,"{""basis"":""exact current source-correction ledger row"",""kind"":""source-correction-ledger"",""source_resource_ids"":[""O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS""]}"
