schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-011,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122I,result-reference,O007-FREMLIN-V1-S122-SEG-122G,11,122I,122I,122G,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:253: $\int g\le\sup_{n\in\Bbb N}\int f_n$ by 122G.   Thus,"{""basis"":""literal printed source expression '122G'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-012,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122J,result-reference,O007-FREMLIN-V1-S122-SEG-122H,12,122J,122J,122H,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:263: space\cmmnt{, and define $U$ as in 122H}.","{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-013,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122J,result-reference,O007-FREMLIN-V1-S121-SEG-121FA,13,122J,122J,121Fa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:290: $f\restr E=(\lim_{n\to\infty}f_n)\restr E$ is measurable, by 121Fa","{""basis"":""literal printed source expression '121Fa'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-014,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122J,result-reference,O007-FREMLIN-V1-S121-SEG-121EH,14,122J,122J,121Eh,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:291: and 121Eh; thus ($\alpha$) is satisfied.   Next, given $\epsilon>0$,","{""basis"":""literal printed source expression '121Eh'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-015,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122J,result-reference,O007-FREMLIN-V1-S112-SEG-112CE,15,122J,122J,112Ce,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt122.tex:304: \noindent by 112Ce.   Accordingly,"{""basis"":""literal printed source expression '112Ce'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-016,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122J,result-reference,O007-FREMLIN-V1-S122-SEG-122I,16,122J,122J,122I,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:310: Finally, ($\gamma$) is satisfied by 122I.","{""basis"":""literal printed source expression '122I'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-017,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122K,result-reference,O007-FREMLIN-V1-S122-SEG-122H,17,122K,122K,122H,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:365: space\cmmnt{, and define $U$ as in 122H}.   For $f\in U$, set","{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-018,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122K,result-reference,O007-FREMLIN-V1-S122-SEG-122I,18,122K,122K,122I,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:370: \cmmnt{\noindent By 122I, we see that","{""basis"":""literal printed source expression '122I'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-019,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122K,result-reference,O007-FREMLIN-V1-S122-SEG-122E,19,122K,122K,122E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:377: agrees with the original definition of $\int f$ in 122E, since we may","{""basis"":""literal printed source expression '122E'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-020,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122L,result-reference,O007-FREMLIN-V1-S122-SEG-122K,20,122L,122L,122K,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:412: \noindent   Accordingly $f+g\in U$, and also, as remarked in 122K,","{""basis"":""literal printed source expression '122K'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-021,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122L,result-reference,O007-FREMLIN-V1-S122-SEG-122K,21,122L,122L,122K,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:428: \noindent Accordingly $cf\in U$, and also, as remarked in 122K,","{""basis"":""literal printed source expression '122K'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-022,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122L,result-reference,O007-FREMLIN-V1-S122-SEG-122K,22,122L,122L,122K,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:434: {\bf (c)} This is obvious from 122K.,"{""basis"":""literal printed source expression '122K'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-023,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122M,result-reference,O007-FREMLIN-V1-S122-SEG-122H,23,122M,122M,122H,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:459: \cmmnt{Define $U$ as in 122H.}   A real-valued function $f$ is {\bf,"{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-024,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NA,result-reference,O007-FREMLIN-V1-S122-SEG-122LE,24,122N,122Na,122Le,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:468: \leader{122N}{Remarks (a)} We see from 122Le that the,"{""basis"":""literal printed source expression '122Le'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-025,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NA,result-reference,O007-FREMLIN-V1-S122-SEG-122M,25,122N,122Na,122M,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:471: formula in 122M.   Secondly, if $f\in U$, then $f=f-\tbf{0}$ is","{""basis"":""literal printed source expression '122M'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-026,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NA,result-reference,O007-FREMLIN-V1-S122-SEG-122K,26,122N,122Na,122K,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:473: integral here agrees with that defined in 122K.   Finally, if $f$ is a","{""basis"":""literal printed source expression '122K'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-027,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NA,result-reference,O007-FREMLIN-V1-S122-SEG-122M,27,122N,122Na,122M,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:485: \noindent and the definition of 122M is consistent with the definition,"{""basis"":""literal printed source expression '122M'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-028,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NA,result-reference,O007-FREMLIN-V1-S122-SEG-122E,28,122N,122Na,122E,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:486: of 122E.,"{""basis"":""literal printed source expression '122E'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-029,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NC,result-reference,O007-FREMLIN-V1-S122-SEG-122M,29,122Nc,122Nc,122M,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:499: \header{122Nc}{\bf (c)} Note that when I say, in 122M, that `$f$ can","{""basis"":""literal printed source expression '122M'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-030,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122NC,result-reference,O007-FREMLIN-V1-S121-SEG-121E,30,122Nc,122Nc,121E,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:502: to interpret $f_1-f_2$ according to the rules set out in 121E, so that","{""basis"":""literal printed source expression '121E'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-031,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122O,result-reference,O007-FREMLIN-V1-S122-SEG-122H,31,122O,122O,122H,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:522: where $f_1$, $f_2$, $g_1$ and $g_2$ belong to $U$, as defined in 122H.","{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-032,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122O,result-reference,O007-FREMLIN-V1-S122-SEG-122LA,32,122O,122O,122La,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:524: under addition (122La), and","{""basis"":""literal printed source expression '122La'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-033,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122O,result-reference,O007-FREMLIN-V1-S122-SEG-122LB,33,122O,122O,122Lb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:533: under multiplication by non-negative scalars (122Lb), and","{""basis"":""literal printed source expression '122Lb'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-034,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122O,result-reference,O007-FREMLIN-V1-S122-SEG-122LC,34,122O,122O,122Lc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:548: $f_2\leae f_1$, so $\int f_2\le\int f_1$ (122Lc), and $\int f\ge 0$.","{""basis"":""literal printed source expression '122Lc'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-035,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122P,result-reference,O007-FREMLIN-V1-S122-SEG-122H,35,122P,122P,122H,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:563: \quad(ii) $|f|\in U$\cmmnt{, as defined in 122H,} and there is a","{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-036,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122P,result-reference,O007-FREMLIN-V1-S122-SEG-122LA,36,122P,122P,122La,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:576: is measurable.   Next, $f_1+f_2\in U$ (122La) and $|f|(x)\le","{""basis"":""literal printed source expression '122La'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-037,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122P,result-reference,O007-FREMLIN-V1-S121-SEG-121EG,37,122P,122P,121Eg,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt122.tex:582: $|f|\restr E=|f\restr E|$ (121Eg);  so if $g\in U$ and,"{""basis"":""literal printed source expression '121Eg'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-038,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122P,result-reference,O007-FREMLIN-V1-S122-SEG-122JB,38,122P,122P,122Jb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:583: $|f|\leae g$, then $|f|\in U$ by 122Jb.","{""basis"":""literal printed source expression '122Jb'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-039,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122P,result-reference,O007-FREMLIN-V1-S122-SEG-122JB,39,122P,122P,122Jb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:595: to $U$ by 122Jb.  Finally, $f=f^+-f^-$, so $f$ is integrable.","{""basis"":""literal printed source expression '122Jb'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-040,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122RA,result-reference,O007-FREMLIN-V1-S122-SEG-122H,40,122R,122Ra,122H,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:608: is integrable iff it belongs to $U$\cmmnt{, as defined in 122H}.","{""basis"":""literal printed source expression '122H'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-041,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-clause-reference,O007-FREMLIN-V1-S122-SEG-122P,41,122R,122R,122P(ii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:624: 122P(ii).   If $f\in U$ then $f=f-\tbf{0}$ is integrable, by 122M.","{""basis"":""literal printed source expression '122P(ii)'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-042,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-reference,O007-FREMLIN-V1-S122-SEG-122M,42,122R,122R,122M,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:624: 122P(ii).   If $f\in U$ then $f=f-\tbf{0}$ is integrable, by 122M.","{""basis"":""literal printed source expression '122M'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-043,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-clause-reference,O007-FREMLIN-V1-S122-SEG-122P,43,122R,122R,122P(iii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:633: So $h$ is integrable by 122P(iii).   By 122Od, applied to $f$ and $h$","{""basis"":""literal printed source expression '122P(iii)'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-044,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-reference,O007-FREMLIN-V1-S122-SEG-122OD,44,122R,122R,122Od,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:633: So $h$ is integrable by 122P(iii).   By 122Od, applied to $f$ and $h$","{""basis"":""literal printed source expression '122Od'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-045,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-clause-reference,O007-FREMLIN-V1-S122-SEG-122P,45,122R,122R,122P(ii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:639: be a conegligible set such that $f\restr E$ is measurable (122P(ii)),","{""basis"":""literal printed source expression '122P(ii)'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-046,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-reference,O007-FREMLIN-V1-S122-SEG-122OD,46,122R,122R,122Od,resolved-in-unit,authority/fremlin/source/mt1.2011/mt122.tex:650: \noindent by 122Od;  which is impossible.  \Bang,"{""basis"":""literal printed source expression '122Od'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-047,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122R,result-reference,O007-FREMLIN-V1-S122-SEG-122P,47,122R,122R,122P,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt122.tex:658: {\bf (e)} By (i)$\Rightarrow$(ii) of 122P, $|f|$ is integrable.   Now","{""basis"":""literal printed source expression '122P'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-048,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122XA,exercise-reference,O007-FREMLIN-V1-S121-SEG-121XB,48,122X,122Xa,121Xb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:673: functions so are $f\vee g$ and $f\wedge g$, as defined in 121Xb.","{""basis"":""literal printed source expression '121Xb'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-049,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122XD,result-reference,O007-FREMLIN-V1-S112-SEG-112BD,49,122Xd,122Xd,112Bd,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt122.tex:699: \sqheader 122Xd Let $\mu$ be counting measure on $\Bbb N$ (112Bd).,"{""basis"":""literal printed source expression '112Bd'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-050,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122XE,result-reference,O007-FREMLIN-V1-S121-SEG-121E,50,122Xe,122Xe,121E,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:711: (i) Show that $f+g$, $f\times g$ and $f/g$, defined as in 121E, are","{""basis"":""literal printed source expression '121E'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S122-XREF-051,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122XF,result-reference,O007-FREMLIN-V1-S121-SEG-121F,51,122Xf,122Xf,121F,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt122.tex:725: and $\liminf_{n\to\infty}f_n$, defined as in 121F, are virtually","{""basis"":""literal printed source expression '121F'; ranges and grouped chapters expand to typed atomic edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
