schema_version,record_type,id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MT121-SOURCE-REVIEW,official-source-review-evidence,,qa/mt121-source-review.json,14348,6aee370d562bacb1adf0c28ef113054e49941e8da337968efa5356e3c1b2419b,,,,"official comparator, errata, terminology and five correction treatments for O007-FREMLIN-V1-S121",bounded source review passed 2026-08-22; no upstream contact,"{""basis"":""sanitized official-source review; current comparator is evidence, not replacement authority"",""kind"":""correction-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT121-SOURCE,authority-source-member,,authority/fremlin/source/mt1.2011/mt121.tex,43014,f2b93bf474cccafc75cc2bc76dadbc26e5456e620d21f092cf5fae35e6776484,,,,complete frozen source for O007-FREMLIN-V1-S121,locally read and SHA-256 verified 2026-08-22; frozen 2011 authority remains unmodified,"{""basis"":""expanded official Volume 1 archive and source manifest"",""kind"":""official-source-member"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT121-TARGET,final-id-ID-source-member,,source/id-ID/mt121.tex,43931,76a5d90e6a647d158d2aecd32eaeaa4384063ef0d09f105c40c49205555a9f53,,,,current translated editable source for O007-FREMLIN-V1-S121,translation structural and semantic QA passed; five corrections and six symbolic deltas explicit; stable-ID backend admitted 2026-08-22; reader/package build admission pending,"{""basis"":""complete final id-ID target with five explicit ledgered corrections"",""kind"":""translated-derivative"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT121-SOURCE-REVIEW"",""O007-RESOURCE-MT121-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT122-INTAKE,source-intake-census,,qa/mt122-intake-census.json,6845,41f9c6df14ec64ff7f58a961320e2fabec03da3152425fdd586c6521db091ca1,,,,"exact source topology, formula, exercise, xref, asset, and pagination census for O007-FREMLIN-V1-S122",bounded intake receipt passed 2026-08-22,"{""basis"":""exact authority intake before translation"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT122-STRUCTURAL-QA,structural-qa-evidence,,qa/mt122-structural-qa.json,2756,e353175282a62fc584061a0e0a847e5a7c435e2bad2e041c539e7d9825202760,,,,exact structural and mathematical replay receipt for O007-FREMLIN-V1-S122,structural replay passed 2026-08-22,"{""basis"":""source-target command, anchor, reference, formula, and hint replay"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE"",""O007-RESOURCE-MT122-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT122-SEMANTIC-REVIEW,semantic-review-evidence,,qa/mt122-semantic-review.json,7518,f10780c78a4f30ea9cc91ca0f9922ce028eea8d1c878a98f7d43a01755f4267c,,,,complete three-part source-aware semantic review and four correction treatments for O007-FREMLIN-V1-S122,semantic review passed 2026-08-22; no upstream contact,"{""basis"":""complete source-target semantic review"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE"",""O007-RESOURCE-MT122-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT122-SOURCE,authority-source-member,,authority/fremlin/source/mt1.2011/mt122.tex,40114,e187da4ddc39d7ed101b8bb6b6ee1af4b1ac6655672f772a3aa5e874feeed701,,,,complete frozen source for O007-FREMLIN-V1-S122,locally read and SHA-256 verified 2026-08-22; frozen 2011 authority remains unmodified,"{""basis"":""expanded official Volume 1 archive and source manifest"",""kind"":""official-source-member"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT122-TARGET,final-id-ID-source-member,,source/id-ID/mt122.tex,44836,1f48f01de0a61b2f944654aeb8dd05773babaefa26942729c517ac094be12001,,,,current translated editable source for O007-FREMLIN-V1-S122,"translation structural, semantic, and backend gates passed; the cumulative S111-S122 reader was admitted through separate build, nonvisual, all-page PDF, and browser-visual QA gates","{""basis"":""complete reviewed id-ID target with four explicit ledgered corrections"",""kind"":""translated-derivative"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT122-STRUCTURAL-QA"",""O007-RESOURCE-MT122-SEMANTIC-REVIEW"",""O007-RESOURCE-MT122-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT123-INTAKE,source-intake-census,,qa/mt123-intake-census.json,6371,5c1e6e50b5ab29c1ad2fe8a1f2545a9de81d54f2fa226454d1a9eb8826a8c3ba,,,,"exact source topology, formula, exercise, xref, asset, and pagination census for O007-FREMLIN-V1-S123",bounded intake receipt passed 2026-08-22,"{""basis"":""exact authority intake before translation"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT123-STRUCTURAL-QA,structural-qa-evidence,,qa/mt123-structural-qa.json,2011,bfb96859a048fa8a1adea4426a5b3c6b8000bf36b8c666102b3289b269f3c947,,,,exact structural and mathematical replay receipt for O007-FREMLIN-V1-S123,structural replay passed 2026-08-22,"{""basis"":""source-target command, anchor, reference, formula, and hint replay"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE"",""O007-RESOURCE-MT123-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT123-SEMANTIC-REVIEW,semantic-review-evidence,,qa/mt123-semantic-review.json,7946,fe1a1eba19e2f3e1b53a9ee266a37991ff6c5fa2cb73eafeb9fba2000581a8a8,,,,complete source-aware semantic review and one correction treatment for O007-FREMLIN-V1-S123,semantic review passed 2026-08-22; no upstream contact,"{""basis"":""complete source-target semantic review"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE"",""O007-RESOURCE-MT123-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT123-SOURCE,authority-source-member,,authority/fremlin/source/mt1.2011/mt123.tex,17868,5a1abb103efce40f702cc375e57c7e76387e78c7def15a64fb627d428900d742,,,,complete frozen source for O007-FREMLIN-V1-S123,locally read and SHA-256 verified 2026-08-22; frozen 2011 authority remains unmodified,"{""basis"":""expanded official Volume 1 archive and source manifest"",""kind"":""official-source-member"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT123-TARGET,final-id-ID-source-member,,source/id-ID/mt123.tex,19405,b3077760e581ef8c6781f311ad846497bb9af6d1361767cf2b88fce63667b58c,,,,current translated editable source for O007-FREMLIN-V1-S123,"translation structural, semantic, and backend gates passed; cumulative S111-S123 reader/package build admission passed through separately bound reader, all-page PDF, and browser-visual evidence; backend validation alone does not establish that admission","{""basis"":""complete reviewed id-ID target with one explicit ledgered correction"",""kind"":""translated-derivative"",""source_resource_ids"":[""O007-RESOURCE-MT123-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT123-STRUCTURAL-QA"",""O007-RESOURCE-MT123-SEMANTIC-REVIEW"",""O007-RESOURCE-MT123-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-SOURCE-CORRECTIONS,source-correction-ledger,,backend/catalog-v1.9/snapshots/v0.12.0-volume1-source-corrections.csv,20991,98f9a6d8dee1b76ca73db40ef822c572dfe986858277cace9fd5f0e97cf5babf,42,,,exact cumulative source-to-target correction ledger through complete Volume I,42 unique correction rows verified,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure""}"
1.1.0,resource,O007-RESOURCE-MT131-INTAKE,source-intake-census,,qa/mt131-intake-census.json,5710,58e4e7166b040506a03e0742dc40192476bf76b1527f73c16bc88f9ce39961c3,,,,"exact source topology, formula, exercise, xref, asset, and pagination census for O007-FREMLIN-V1-S131",bounded intake receipt passed 2026-08-22,"{""basis"":""exact authority intake before translation"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT131-PAGINATION,pagination-evidence,,qa/mt131-pagination-evidence.json,2848,53d3dd99a5f55f8b9ea2e87b89fce022423379b6bc8052032f5e54b9b584e3e5,,,,bounded official-source replay establishing pages 56-58 for O007-FREMLIN-V1-S131,official 102-page Volume 1 replay and pages 56-58 inspection passed 2026-08-22,"{""basis"":""bounded frozen official-source pagination replay"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT131-STRUCTURAL-QA,structural-qa-evidence,,qa/mt131-structural-qa.json,2383,98154dfda6f6839e6c170e61aaf4b4d308d99066e3ea6b1bcdfe65b79b822b32,,,,exact structural and mathematical replay receipt for O007-FREMLIN-V1-S131,structural replay passed 2026-08-22,"{""basis"":""source-target command, anchor, reference, formula, and hint replay"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE"",""O007-RESOURCE-MT131-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT131-SEMANTIC-REVIEW,semantic-review-evidence,,qa/mt131-semantic-review.json,4767,d0e8f2299ceab72080e47bbf610940cc44e4d4faeba5b5fff09ee077488c3c58,,,,complete source-aware semantic review and two correction treatments for O007-FREMLIN-V1-S131,semantic review passed 2026-08-22; no upstream contact,"{""basis"":""complete source-target semantic review"",""kind"":""qa-evidence"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE"",""O007-RESOURCE-MT131-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT131-SOURCE,authority-source-member,,authority/fremlin/source/mt1.2011/mt131.tex,11811,94ebff73a9a8820a85e852df30088830cfee57e8cfed0fa8244f915e0b88f105,,,,complete frozen source for O007-FREMLIN-V1-S131,locally read and SHA-256 verified 2026-08-22; frozen 2011 authority remains unmodified,"{""basis"":""expanded official Volume 1 archive and source manifest"",""kind"":""official-source-member"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT131-TARGET,final-id-ID-source-member,,source/id-ID/mt131.tex,13512,eb486850c0a7908beaf6954bdc030a654ea2a4a4864411bb15117a2529bff470,,,,current translated editable source for O007-FREMLIN-V1-S131,"translation structural, semantic, and backend gates passed; cumulative S111-S131 reader/package build admission passed through separately bound reader, all-page PDF, and browser-visual evidence; backend validation alone does not establish that admission","{""basis"":""complete reviewed id-ID target with two explicit ledgered corrections"",""kind"":""translated-derivative"",""source_resource_ids"":[""O007-RESOURCE-MT131-SOURCE"",""O007-RESOURCE-SOURCE-CORRECTIONS"",""O007-RESOURCE-MT131-STRUCTURAL-QA"",""O007-RESOURCE-MT131-SEMANTIC-REVIEW"",""O007-RESOURCE-MT131-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT132-SOURCE,official-source-member,,authority/fremlin/source/mt1.2011/mt132.tex,17074,5bb8e80daa8d659ba21fd24c1c123eb17c3f76ac57d4102438acbb2622659ed6,,,,official authority member,exact local authority/target bytes verified,"{""basis"":""bounded S132 source or target identity"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT132-TARGET,translated-target,,source/id-ID/mt132.tex,18431,84da1785a751ab999a41dbbfffab37a91cdd0ae83948d1c341162eae48fbc814,,,,live id-ID editable target,exact local authority/target bytes verified,"{""basis"":""bounded S132 source or target identity"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT132-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-TERMINOLOGY-DECISIONS,terminology-decision-ledger,,backend/catalog-v1.9/snapshots/v0.12.0-volume1-terminology-decisions.md,5358,f3add336e5d0bc12d21829189c785b9b431a2b4f58b0f09958351d47faed3925,,,,accepted Indonesian field terminology for the O007 derivative,current durable terminology decisions verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-CH13-SEMANTIC-REVIEW,consolidated-semantic-review,,qa/mt133-mt136-semantic-review.json,3809,907b78b41fa85cd7d1b784646ed0adb372f60cdc1003ac85e59e065b9c50a9b3,,,,complete semantic second pass for Chapter 13 introduction and Sections 133-136,passing consolidated semantic receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT13-SOURCE"",""O007-RESOURCE-MT133-SOURCE"",""O007-RESOURCE-MT134-SOURCE"",""O007-RESOURCE-MT135-SOURCE"",""O007-RESOURCE-MT136-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT13-SOURCE,official-source-member,,authority/fremlin/source/mt1.2011/mt13.tex,1602,50f00104fa2b1b663a35b152d2946e6b5f307095b07e86fd0cc44c8793fee2d8,,,,official authority member for O007-FREMLIN-V1-CH13-INTRO,frozen official source bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-MT13-TARGET,translated-target,,source/id-ID/mt13.tex,1562,8eaa400c1ee8ec70ff08dcd3c6ca9029584c0b8113968aa6bab546eff564994a,,,,complete id-ID editable target for O007-FREMLIN-V1-CH13-INTRO,current translated target bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT13-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT13-STRUCTURAL-QA,structural-qa-receipt,,qa/mt13-structural-qa.json,1459,2ce4280545a0b925d1e33b11cc3c5f54588f640630264dfc0f467acd4a79549b,,,,source-target structural replay for O007-FREMLIN-V1-CH13-INTRO,passing structural QA receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT13-SOURCE"",""O007-RESOURCE-MT13-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT133-SOURCE,official-source-member,,authority/fremlin/source/mt1.2011/mt133.tex,27949,4fc1253dc7b903afd0b9dc472ecdf90572991337ebccfc7e76fbb88f5bb5cf8a,,,,official authority member for O007-FREMLIN-V1-S133,frozen official source bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-MT133-TARGET,translated-target,,source/id-ID/mt133.tex,28589,b965f3a8673f161ba2b372d698754f27545708f62fa7e52765f03a08d7d4605d,,,,complete id-ID editable target for O007-FREMLIN-V1-S133,current translated target bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT133-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT133-STRUCTURAL-QA,structural-qa-receipt,,qa/mt133-structural-qa.json,2582,83485a5fa8f4537d6d562aa1b99de019d6aab9dff494b94f9cab7ccf642a3ae7,,,,source-target structural replay for O007-FREMLIN-V1-S133,passing structural QA receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT133-SOURCE"",""O007-RESOURCE-MT133-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT134-SOURCE,official-source-member,,authority/fremlin/source/mt1.2011/mt134.tex,51010,a7532f33fbac71ab87fdf21b89ef12a74fe8b3f72e25ab31fa48ca03c70bb850,,,,official authority member for O007-FREMLIN-V1-S134,frozen official source bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-MT134-TARGET,translated-target,,source/id-ID/mt134.tex,52580,18b99df4efc21ea4e1c6b31e561021fa8d5fac730772a3acad96f2dc5923c367,,,,complete id-ID editable target for O007-FREMLIN-V1-S134,current translated target bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT134-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT134-STRUCTURAL-QA,structural-qa-receipt,,qa/mt134-structural-qa.json,2957,96d25fe41e626dd5aeb1b1dd0532f855701a5fd1a0f880e32351a8c5fab721c5,,,,source-target structural replay for O007-FREMLIN-V1-S134,passing structural QA receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT134-SOURCE"",""O007-RESOURCE-MT134-TARGET""]}"
